dept_name_raw,total,fiscal_year,variable,time_period,as_of_date,dept_name,dept_code,abbreviation
Art Museum Subsidy,2500000.0,2008,Actual,Full Year,2008-06-30,Art Museum,34,
Atwater Kent Museum,306702.0,2008,Actual,Full Year,2008-06-30,Atwater Kent Museum,18,Atwater Kent
Auditing (City Controller's Office),8218657.0,2008,Actual,Full Year,2008-06-30,City Controller's Office,61,
Board of Building Standards,95694.0,2008,Actual,Full Year,2008-06-30,L&I: Board of Building and Standards,29,
Board of Ethics,542111.0,2008,Actual,Full Year,2008-06-30,Board of Ethics,45,
Board of L & I Review,202726.0,2008,Actual,Full Year,2008-06-30,L&I: Board of Review,27,
Board of Revision of Taxes,8359922.0,2008,Actual,Full Year,2008-06-30,Board of Revision of Taxes,63,BRT
Camp William Penn,377966.0,2008,Actual,Full Year,2008-06-30,Camp William Penn,19,
Capital Program Office,2337649.0,2008,Actual,Full Year,2008-06-30,Capital Program Office,07,
City Commissioners (Election Board),9285945.0,2008,Actual,Full Year,2008-06-30,City Commissioner's Office,73,City Commissioners
City Council,14578420.0,2008,Actual,Full Year,2008-06-30,City Council,01,
City Planning Commission,3348132.0,2008,Actual,Full Year,2008-06-30,City Planning Commission,51,
City Representative,0.0,2008,Actual,Full Year,2008-06-30,Office of the City Representative,41,City Rep
City Treasurer,718384.0,2008,Actual,Full Year,2008-06-30,Office of the City Treasurer,40,City Treasurer
Civil Service Commission,148624.0,2008,Actual,Full Year,2008-06-30,Civil Service Commission,55,
Clerk of Quarter Sessions,4864504.0,2008,Actual,Full Year,2008-06-30,Clerk of Quarter Sessions,64,
Commerce,9629152.0,2008,Actual,Full Year,2008-06-30,Office of the Director of Commerce,42,Commerce
Commerce-Economic Stimulus,4000000.0,2008,Actual,Full Year,2008-06-30,Commerce: Economic Stimulus,42-ES,
Community College Subsidy,24467924.0,2008,Actual,Full Year,2008-06-30,Finance: Community College Subsidy,35-CC,
Convention Center Subsidy,32310293.0,2008,Actual,Full Year,2008-06-30,Commerce: Convention Center Subsidy,42-CC,
District Attorney,31751555.0,2008,Actual,Full Year,2008-06-30,District Attorney's Office,69,DAO
Fairmount Park,13172039.0,2008,Actual,Full Year,2008-06-30,Fairmount Park Commission,17,
Finance,20703258.0,2008,Actual,Full Year,2008-06-30,Office of the Director of Finance,35,Finance
Finance Contribution to the School District,37000000.0,2008,Actual,Full Year,2008-06-30,Finance: School District Contribution,35-SD,
Finance Employee Benefits,983038761.0,2008,Actual,Full Year,2008-06-30,Finance: Employee Benefits,35-EB,Employee Benefits
Employee Benefits: Employee Disability,46716813.0,2008,Actual,Full Year,2008-06-30,Employee Benefits: Employee Disability,35-EB-DIS,
Employee Benefits: FICA,69651940.0,2008,Actual,Full Year,2008-06-30,Employee Benefits: FICA,35-EB-FICA,
Employee Benefits: Flex Cash Payments,728710.0,2008,Actual,Full Year,2008-06-30,Employee Benefits: Flex Cash Payments,35-EB-FLEX,
Employee Benefits: Group Legal,4046836.0,2008,Actual,Full Year,2008-06-30,Employee Benefits: Group Legal,35-EB-GL,
Employee Benefits: Group Life Insurance,7241523.0,2008,Actual,Full Year,2008-06-30,Employee Benefits: Group Life Insurance,35-EB-GLI,
Employee Benefits: Health / Medical,421031060.0,2008,Actual,Full Year,2008-06-30,Employee Benefits: Health/Medical,35-EB-HM,
Employee Benefits: Pension,352386519.0,2008,Actual,Full Year,2008-06-30,Employee Benefits: Pension,35-EB-PEN,
Employee Benefits: Pension Obligation Bonds,78377236.0,2008,Actual,Full Year,2008-06-30,Employee Benefits: Pension Obligation Bonds,35-EB-POB,
Employee Benefits: Tool Allowance,63325.0,2008,Actual,Full Year,2008-06-30,Employee Benefits: Tool Allowance,35-EB-TA,
Employee Benefits: Unemployment Compensation,2794799.0,2008,Actual,Full Year,2008-06-30,Employee Benefits: Unemployment Compensation,35-EB-UC,
Finance PGW Rental Reimbursement,18000000.0,2008,Actual,Full Year,2008-06-30,Finance: PGW Reimbursement,35-PGW,
Fire,189179212.0,2008,Actual,Full Year,2008-06-30,Fire Department,13,Fire
First Judicial District,120016366.0,2008,Actual,Full Year,2008-06-30,First Judicial District,84,FJD
Fleet Management,49211366.0,2008,Actual,Full Year,2008-06-30,Office of Fleet Management,25,Fleet
Fleet Management Vehicle Purchases,17348572.0,2008,Actual,Full Year,2008-06-30,Fleet: Vehicle Lease/Purchases,25-V,
Free Library,40458971.0,2008,Actual,Full Year,2008-06-30,The Free Library of Philadelphia,52,Free Library
Historical Commission,404836.0,2008,Actual,Full Year,2008-06-30,Historical Commission,32,
Hero Award,32000.0,2008,Actual,Full Year,2008-06-30,Finance: Hero Scholarship Awards,35-HA,
Human Relations Commission,2121591.0,2008,Actual,Full Year,2008-06-30,Commission on Human Relations,54,Human Relations
Human Services,614779975.0,2008,Actual,Full Year,2008-06-30,Department of Human Services,22,DHS
Indemnities,29786468.0,2008,Actual,Full Year,2008-06-30,Finance: Indemnities,35-IN,
"Information Services, Mayor's Office of",34036863.0,2008,Actual,Full Year,2008-06-30,Office of Innovation and Technology,04,OIT
Labor Relations,524095.0,2008,Actual,Full Year,2008-06-30,Labor,03,
Law,21090936.0,2008,Actual,Full Year,2008-06-30,Law Department,44,Law
Legal Services icl. Defender Association,37259093.0,2008,Actual,Full Year,2008-06-30,MDO: Legal Services,10-LS,
Licenses & Inspections,20114242.0,2008,Actual,Full Year,2008-06-30,Department of Licenses and Inspections,26,L&I
Licenses & Inspections Demolitions,10140597.0,2008,Actual,Full Year,2008-06-30,L&I: Demolition,26-D,
Managing Director (MDO),15734861.0,2008,Actual,Full Year,2008-06-30,Managing Director's Office,10,MDO
Mayor,5657925.0,2008,Actual,Full Year,2008-06-30,Mayor's Office,05,Mayor
Mayor Scholarships,199860.0,2008,Actual,Full Year,2008-06-30,Mayor's Office: Scholarships,05-S,
Mayor's Office of Community Services,3540164.0,2008,Actual,Full Year,2008-06-30,Mayor's Office of Community Empowerment and Opportunity,08,CEO
Mayor's Office of Transportation,0.0,2008,Actual,Full Year,2008-06-30,Mayor's Office of Transportation and Utilities,46,
Mural Arts Program,1128875.0,2008,Actual,Full Year,2008-06-30,Mural Arts Program,50,Mural Arts
Off. of Behavioral Hlth./Mental Retard. Svcs.,14136399.0,2008,Actual,Full Year,2008-06-30,Behavioral Health and Intellectual Disability Services,15,DBH/IDS
Office of Housing and Comm. Developmt.,5200000.0,2008,Actual,Full Year,2008-06-30,Office of Housing and Community Development,06,
Office of Supportive Housing,40544073.0,2008,Actual,Full Year,2008-06-30,Office of Homeless Services,24,OHS
Personnel,4684931.0,2008,Actual,Full Year,2008-06-30,Office of Human Resources,56,OHR
Police,523965930.0,2008,Actual,Full Year,2008-06-30,Police Department,11,Police
Prisons,222013102.0,2008,Actual,Full Year,2008-06-30,Philadelphia Prison System,23,Prisons
Procurement,4983699.0,2008,Actual,Full Year,2008-06-30,Procurement Department,38,Procurement
Public Health,112695423.0,2008,Actual,Full Year,2008-06-30,Department of Public Health,14,Public Health
Public Property,53054886.0,2008,Actual,Full Year,2008-06-30,Department of Public Property,20,Public Property
Public Property SEPTA Subsidy,61339000.0,2008,Actual,Full Year,2008-06-30,Public Property: SEPTA Subsidy,20-SS,
Public Property Space Rentals,15546843.0,2008,Actual,Full Year,2008-06-30,Public Property: Space Rentals,20-SR,
Public Property Telecommunications,2551431.0,2008,Actual,Full Year,2008-06-30,Public Property: Telecommunications,20-T,
Public Property Utilities,33127551.0,2008,Actual,Full Year,2008-06-30,Public Property: Utilities,20-U,
Records,7633941.0,2008,Actual,Full Year,2008-06-30,Department of Records,31,Records
Recreation,38769657.0,2008,Actual,Full Year,2008-06-30,Department of Parks and Recreation,16,Parks & Recreation
Refunds,234892.0,2008,Actual,Full Year,2008-06-30,Finance: Refunds,35-R,
Register of Wills,3522395.0,2008,Actual,Full Year,2008-06-30,Register of Wills,68,
Revenue,16370599.0,2008,Actual,Full Year,2008-06-30,Department of Revenue,36,Revenue
Sheriff,15218436.0,2008,Actual,Full Year,2008-06-30,Office of the Sheriff,70,Sheriff
Sinking Fund (Debt Service),172220972.0,2008,Actual,Full Year,2008-06-30,Sinking Fund Commission,37,Sinking Fund
Streets,33583751.0,2008,Actual,Full Year,2008-06-30,Streets Department,12,Streets
Streets Sanitation,95005450.0,2008,Actual,Full Year,2008-06-30,Streets: Sanitation,12-S,
Witness Fees,131769.0,2008,Actual,Full Year,2008-06-30,Finance: Witness Fees,35-WF,
Youth Commission,0.0,2008,Actual,Full Year,2008-06-30,Youth Commission,47,
Zoning Board of Adjustment,342536.0,2008,Actual,Full Year,2008-06-30,Zoning Board of Adjustments,30,ZBA
Zoning Code Commission,239444.0,2008,Actual,Full Year,2008-06-30,Zoning Code Commission,57,
Art Museum Subsidy,3000000.0,2009,Target Budget,YTD,2008-09-30,Art Museum,34,
Atwater Kent Museum,106575.0,2009,Target Budget,YTD,2008-09-30,Atwater Kent Museum,18,Atwater Kent
Auditing (City Controller's Office),1980697.0,2009,Target Budget,YTD,2008-09-30,City Controller's Office,61,
Board of Building Standards,28473.0,2009,Target Budget,YTD,2008-09-30,L&I: Board of Building and Standards,29,
Board of Ethics,237500.0,2009,Target Budget,YTD,2008-09-30,Board of Ethics,45,
Board of L & I Review,55890.0,2009,Target Budget,YTD,2008-09-30,L&I: Board of Review,27,
Board of Revision of Taxes,2234314.0,2009,Target Budget,YTD,2008-09-30,Board of Revision of Taxes,63,BRT
Camp William Penn,100000.0,2009,Target Budget,YTD,2008-09-30,Camp William Penn,19,
Capital Program Office,1193976.0,2009,Target Budget,YTD,2008-09-30,Capital Program Office,07,
City Commissioners (Election Board),2735514.0,2009,Target Budget,YTD,2008-09-30,City Commissioner's Office,73,City Commissioners
City Council,4235146.0,2009,Target Budget,YTD,2008-09-30,City Council,01,
City Planning Commission,859135.0,2009,Target Budget,YTD,2008-09-30,City Planning Commission,51,
