dept_name_raw,total,fiscal_year,variable,time_period,as_of_date,dept_name,dept_code,abbreviation
Art Museum Subsidy,2300000.0,2012,Actual,Full Year,2012-06-30,Art Museum,34,
Atwater Kent Museum,265694.0,2012,Actual,Full Year,2012-06-30,Atwater Kent Museum,18,Atwater Kent
Auditing (City Controller's Office),7288507.0,2012,Actual,Full Year,2012-06-30,City Controller's Office,61,
Board of Building Standards,57935.0,2012,Actual,Full Year,2012-06-30,L&I: Board of Building and Standards,29,
Board of Ethics,682572.0,2012,Actual,Full Year,2012-06-30,Board of Ethics,45,
Board of L & Review,124443.0,2012,Actual,Full Year,2012-06-30,L&I: Board of Review,27,
Board of Revision of Taxes,539709.0,2012,Actual,Full Year,2012-06-30,Board of Revision of Taxes,63,BRT
City Commissioners (Election Board),8535361.0,2012,Actual,Full Year,2012-06-30,City Commissioner's Office,73,City Commissioners
City Council,13758182.0,2012,Actual,Full Year,2012-06-30,City Council,01,
City Planning Commission,2209210.0,2012,Actual,Full Year,2012-06-30,City Planning Commission,51,
City Representative,878647.0,2012,Actual,Full Year,2012-06-30,Office of the City Representative,41,City Rep
City Treasurer,825035.0,2012,Actual,Full Year,2012-06-30,Office of the City Treasurer,40,City Treasurer
Civil Service Commission,166720.0,2012,Actual,Full Year,2012-06-30,Civil Service Commission,55,
Commerce,2067253.0,2012,Actual,Full Year,2012-06-30,Office of the Director of Commerce,42,Commerce
Commerce-Economio Stimulus,1294448.0,2012,Actual,Full Year,2012-06-30,Commerce: Economic Stimulus,42-ES,
Community College Subsidy,25409207.0,2012,Actual,Full Year,2012-06-30,Finance: Community College Subsidy,35-CC,
Convention Center Subsidy,15000000.0,2012,Actual,Full Year,2012-06-30,Commerce: Convention Center Subsidy,42-CC,
District Attorney,30632240.0,2012,Actual,Full Year,2012-06-30,District Attorney's Office,69,DAO
Finance,15395169.0,2012,Actual,Full Year,2012-06-30,Office of the Director of Finance,35,Finance
Finance Contribution to the School District,48930000.0,2012,Actual,Full Year,2012-06-30,Finance: School District Contribution,35-SD,
Finance Employee Benefits,1066249915.0,2012,Actual,Full Year,2012-06-30,Finance: Employee Benefits,35-EB,Employee Benefits
Employee Benefits: Employee Disability,54291538.0,2012,Actual,Full Year,2012-06-30,Employee Benefits: Employee Disability,35-EB-DIS,
Employee Benefits: FICA,67180975.0,2012,Actual,Full Year,2012-06-30,Employee Benefits: FICA,35-EB-FICA,
Employee Benefits: Flex Cash Payments,666203.0,2012,Actual,Full Year,2012-06-30,Employee Benefits: Flex Cash Payments,35-EB-FLEX,
Employee Benefits: Group Legal,3871727.0,2012,Actual,Full Year,2012-06-30,Employee Benefits: Group Legal,35-EB-GL,
Employee Benefits: Group Life Insurance,7758985.0,2012,Actual,Full Year,2012-06-30,Employee Benefits: Group Life Insurance,35-EB-GLI,
Employee Benefits: Health / Medical,379419925.0,2012,Actual,Full Year,2012-06-30,Employee Benefits: Health/Medical,35-EB-HM,
Employee Benefits: Pension,447700184.0,2012,Actual,Full Year,2012-06-30,Employee Benefits: Pension,35-EB-PEN,
Employee Benefits: Pension Obligation Bonds,103959.0,2012,Actual,Full Year,2012-06-30,Employee Benefits: Pension Obligation Bonds,35-EB-POB,
Employee Benefits: Tool Allowance,91825.0,2012,Actual,Full Year,2012-06-30,Employee Benefits: Tool Allowance,35-EB-TA,
Employee Benefits: Unemployment Compensation,5164594.0,2012,Actual,Full Year,2012-06-30,Employee Benefits: Unemployment Compensation,35-EB-UC,
Employee Benefits: Anticipated Workforce Savings (1),0.0,2012,Actual,Full Year,2012-06-30,Employee Benefits: Anticipated Workforce Savings,35-EB-AWS,
Fire,195049508.0,2012,Actual,Full Year,2012-06-30,Fire Department,13,Fire
First Judicial District,116949256.0,2012,Actual,Full Year,2012-06-30,First Judicial District,84,FJD
Fleet Management,49626911.0,2012,Actual,Full Year,2012-06-30,Office of Fleet Management,25,Fleet
Fleet Management Vehicle Purchases,6288709.0,2012,Actual,Full Year,2012-06-30,Fleet: Vehicle Lease/Purchases,25-V,
Free Library,33268796.0,2012,Actual,Full Year,2012-06-30,The Free Library of Philadelphia,52,Free Library
Historical Commission,358585.0,2012,Actual,Full Year,2012-06-30,Historical Commission,32,
Hero Award,28000.0,2012,Actual,Full Year,2012-06-30,Finance: Hero Scholarship Awards,35-HA,
Human Relations Commission,1829869.0,2012,Actual,Full Year,2012-06-30,Commission on Human Relations,54,Human Relations
Human Services,101929326.0,2012,Actual,Full Year,2012-06-30,Department of Human Services,22,DHS
Indemnities,32606842.0,2012,Actual,Full Year,2012-06-30,Finance: Indemnities,35-IN,
Law,14349764.0,2012,Actual,Full Year,2012-06-30,Law Department,44,Law
Legal Services icl. Defender Association,37066187.0,2012,Actual,Full Year,2012-06-30,MDO: Legal Services,10-LS,
Licenses & Inspections,21176304.0,2012,Actual,Full Year,2012-06-30,Department of Licenses and Inspections,26,L&I
Managing Director (MDO),21722694.0,2012,Actual,Full Year,2012-06-30,Managing Director's Office,10,MDO
Mayor,3513955.0,2012,Actual,Full Year,2012-06-30,Mayor's Office,05,Mayor
Mayor Office of Arts and Culture,2661728.0,2012,Actual,Full Year,2012-06-30,"Office of Arts, Culture, and the Creative Economy",58,Arts & Culture
Mayor Office of the Inspector General,1239132.0,2012,Actual,Full Year,2012-06-30,Office of the Inspector General,48,OIG
Mayor Office of Labor Relations,516883.0,2012,Actual,Full Year,2012-06-30,Labor,03,
Mayor Scholarships,184000.0,2012,Actual,Full Year,2012-06-30,Mayor's Office: Scholarships,05-S,
Mayor's Office of Community Services,0.0,2012,Actual,Full Year,2012-06-30,Mayor's Office of Community Empowerment and Opportunity,08,CEO
Mayor's Office of Transportation,498499.0,2012,Actual,Full Year,2012-06-30,Mayor's Office of Transportation and Utilities,46,
Mural Arts Program,996477.0,2012,Actual,Full Year,2012-06-30,Mural Arts Program,50,Mural Arts
Off. of Behavioral Hlth.& Intellectual Disability,14239814.0,2012,Actual,Full Year,2012-06-30,Behavioral Health and Intellectual Disability Services,15,DBH/IDS
Office of Housing and Comm. Developmt.,4213107.0,2012,Actual,Full Year,2012-06-30,Office of Housing and Community Development,06,
Office of Human Resources,4945223.0,2012,Actual,Full Year,2012-06-30,Office of Human Resources,56,OHR
Office of Innovation and Technology,63271541.0,2012,Actual,Full Year,2012-06-30,Office of Innovation and Technology,04,OIT
Office of Property Assessment,7967720.0,2012,Actual,Full Year,2012-06-30,Office of Property Assessment,59,OPA
Office of Supportive Housing,38347615.0,2012,Actual,Full Year,2012-06-30,Office of Homeless Services,24,OHS
Parks and Recreation,45369290.0,2012,Actual,Full Year,2012-06-30,Department of Parks and Recreation,16,Parks & Recreation
