dept_name_raw,total,fiscal_year,variable,time_period,as_of_date,dept_name,dept_code,abbreviation
Art Museum Subsidy,2585000,2015,Actual,Full Year,2015-06-30,Art Museum,34,
Atwater Kent Museum,230906,2015,Actual,Full Year,2015-06-30,Atwater Kent Museum,18,Atwater Kent
Auditing (City Controller's Office),8271589,2015,Actual,Full Year,2015-06-30,City Controller's Office,61,
Board of Ethics,898226,2015,Actual,Full Year,2015-06-30,Board of Ethics,45,
Board of Revision of Taxes,1035977,2015,Actual,Full Year,2015-06-30,Board of Revision of Taxes,63,BRT
City Commissioners (Election Board),9219448,2015,Actual,Full Year,2015-06-30,City Commissioner's Office,73,City Commissioners
City Council,14635452,2015,Actual,Full Year,2015-06-30,City Council,01,
City Planning Commission,2278413,2015,Actual,Full Year,2015-06-30,City Planning Commission,51,
City Representative,1024105,2015,Actual,Full Year,2015-06-30,Office of the City Representative,41,City Rep
City Treasurer,924877,2015,Actual,Full Year,2015-06-30,Office of the City Treasurer,40,City Treasurer
Civil Service Commission,183692,2015,Actual,Full Year,2015-06-30,Civil Service Commission,55,
Commerce,7885115,2015,Actual,Full Year,2015-06-30,Office of the Director of Commerce,42,Commerce
Commerce-Convention Center Subsidy,15000000,2015,Actual,Full Year,2015-06-30,Commerce: Convention Center Subsidy,42-CC,
Commerce-Economic Stimulus,1294448,2015,Actual,Full Year,2015-06-30,Commerce: Economic Stimulus,42-ES,
District Attorney,35561390,2015,Actual,Full Year,2015-06-30,District Attorney's Office,69,DAO
Finance,22318952,2015,Actual,Full Year,2015-06-30,Office of the Director of Finance,35,Finance
Finance-Community College Subsidy,26909207,2015,Actual,Full Year,2015-06-30,Finance: Community College Subsidy,35-CC,
Finance Employee Benefits,1099541937,2015,Actual,Full Year,2015-06-30,Finance: Employee Benefits,35-EB,Employee Benefits
Employee Benefits: Unemployment Compensation,2544017,2015,Actual,Full Year,2015-06-30,Employee Benefits: Unemployment Compensation,35-EB-UC,
Employee Benefits: Employee Disability,57326888,2015,Actual,Full Year,2015-06-30,Employee Benefits: Employee Disability,35-EB-DIS,
Employee Benefits: Pension Obligation Bonds,107746154,2015,Actual,Full Year,2015-06-30,Employee Benefits: Pension Obligation Bonds,35-EB-POB,
Employee Benefits: Pension,450522994,2015,Actual,Full Year,2015-06-30,Employee Benefits: Pension,35-EB-PEN,
Employee Benefits: FICA,71150707,2015,Actual,Full Year,2015-06-30,Employee Benefits: FICA,35-EB-FICA,
Employee Benefits: Flex Cash Payments,593623,2015,Actual,Full Year,2015-06-30,Employee Benefits: Flex Cash Payments,35-EB-FLEX,
Employee Benefits: Health/Medical,394558639,2015,Actual,Full Year,2015-06-30,Employee Benefits: Health/Medical,35-EB-HM,
Employee Benefits: Group Life Insurance,7285066,2015,Actual,Full Year,2015-06-30,Employee Benefits: Group Life Insurance,35-EB-GLI,
Employee Benefits: Group Legal,7708649,2015,Actual,Full Year,2015-06-30,Employee Benefits: Group Legal,35-EB-GL,
