0,1,2,3,4,5,6,7,8,9
L&I-Board of L & I Review,"150,198","120,813","120,813",0,"169,637","171,195","171,195","(1,558)",0
L&I-Zoning Board of Adjustment,"361,362","254,196","254,196",0,"372,290","378,673","378,673","(6,383)",0
Managing Director's Office,"37,253,573","29,163,763","29,163,763",0,"39,048,607","39,251,669","39,251,669","(203,062)",0
Managing Director-Legal Services,"44,695,131","45,793,831","45,793,831",0,"45,793,831","46,490,831","46,490,831","(697,000)",0
Mayor's Office,"5,326,597","2,975,619","2,975,619",0,"4,261,140","4,348,883","4,348,883","(87,743)",0
Mayor's Office-Scholarships,"200,000","190,000","190,000",0,"200,000","200,000","200,000",0,0
Mayor's Office-Comm. Empowerment & Opp.,"938,500","500,000","500,000",0,"2,525,318","2,525,318","2,525,318",0,0
Mayor's Office of Transportation & Utilities,"691,258",0,0,0,0,0,0,0,0
Mural Arts Program,"1,650,828","1,533,103","1,533,103",0,"1,679,016","1,685,510","1,685,510","(6,494)",0
Office of Arts and Culture,"4,151,022","4,041,682","4,041,682",0,"4,172,855","4,137,217","4,137,217","35,638",0
Office of Behavioral Hith & Intellectual disAbility,"13,970,663","13,711,396","13,711,396",0,"14,136,076","14,131,779","14,131,779","4,297",0
Office of the Chief Administrative Officer,0,"4,307,372","4,257,372","50,000","5,616,490","5,652,201","5,552,201","64,289","100,000"
Office of Community Schools and Pre-K,0,"13,460,905","13,260,905","200,000","27,469,925","27,139,948","26,839,948","629,977","300,000"
Office of Homeless Services,"45,692,125","40,580,010","40,580,010",0,"46,657,206","46,886,207","46,886,207","(229,001)",0
Office of Housing and Comm. Development,"3,589,647","3,068,200","3,068,200",0,"2,865,000","3,365,000","3,365,000","(500,000)",0
Office of Human Resources,"6,230,345","4,629,828","4,629,828",0,"6,425,580","6,447,445","6,447,445","(21,865)",0
Office of Innovation and Technology-Base,"56,652,717","38,554,886","38,554,886",0,"52,072,341","56,882,073","56,582,073","(4,509,732)","300,000"
Office of Innovation and Technology-911,"11,512,856","14,366,777","14,366,777",0,"43,239,878","32,704,398","32,704,398","10,535,480",0
Office of the Inspector General,"1,646,572","1,089,071","1,089,071",0,"1,668,811","1,680,622","1,680,622","(11,811)",0
Office of Planning and Development,0,"778,710","778,710",0,"1,016,000","1,170,197","1,170,197","(154,197)",0
Office of Property Assessment,"12,254,032","9,039,775","9,389,775","(350,000)","12,794,865","12,888,532","13,388,532","(593,667)","(500,000)"
Office of Sustainability,"718,292","646,840","646,840",0,"835,327","837,635","837,635","(2,308)",0
Parks and Recreation,"59,692,793","45,649,233","44,899,233","750,000","59,882,081","60,252,494","59,252,494","629,587","1,000,000"
Police,"658,913,434","462,569,805","461,869,805","700,000","650,176,870","650,835,941","649,835,941","340,929","1,000,000"
Prisons,"252,998,325","213,694,318","214,144,318","(450,000)","258,831,670","262,508,195","263,108,195","(4,276,525)","(600,000)"
Procurement,"5,368,006","3,331,022","3,331,022",0,"4,869,720","4,905,328","4,905,328","(35,608)",0
Public Health,"121,477,480","103,056,658","102,856,658","200,000","123,844,038","128,196,504","127,896,504","(4,052,466)","300,000"
Ambulatory Health Services,"49,711,261","42,070,063","41,870,063","200,000","49,963,880","54,231,946","53,931,946","(3,968,066)","300,000"
"Early Childhood, Youth & Women's Health","507,336","659,403","659,403",0,"783,082","783,082","783,082",0,0
"Phila, Nursing Home","42,193,617","37,716,343","37,716,343",0,"43,667,455","43,667,455","43,667,455",0,0
Environmental Protection Services,"6,855,436","5,480,966","5,480,966",0,"8,154,641","8,239,041","8,239,041","(84,400)",0
Administration and Support Svcs,"8,830,526","6,566,979","6,566,979",0,"8,283,020","8,283,020","8,283,020",0,0
Medical Examiner's Office,"4,956,273","3,881,310","3,881,310",0,"4,928,881","4,928,881","4,928,881",0,0
Infectious Disease Control,"6,127,018","4,808,858","4,808,858",0,"5,760,714","5,760,714","5,760,714",0,0
Chronic Disease Control,"2,296,013","1,872,736","1,872,736",0,"2,302,365","2,302,365","2,302,365",0,0
Public Property,"64,005,967","27,153,627","27,153,627",0,"61,696,310","62,378,568","62,378,568","(682,258)",0
Public Property-SEPTA Subsidy,"74,215,000","59,790,000","59,790,000",0,"79,720,000","79,720,000","79,720,000",0,0
Public Property-Space Rentals,"20,228,737","25,149,381","25,149,381",0,"20,875,402","20,875,402","20,875,402",0,0
Public Property-Utilities,"31,611,391","28,232,111","28,232,111",0,"30,656,047","30,656,047","30,656,047",0,0
Records,"4,682,635","3,478,179","3,478,179",0,"4,767,214","4,790,990","4,790,990","(23,776)",0
Register of Wills,"3,670,375","2,857,982","2,857,982",0,"3,672,195","3,774,522","3,774,522","(102,327)",0
Revenue,"25,030,624","22,514,337","22,214,337","300,000","30,203,839","30,442,007","30,042,007","161,832","400,000"
Sheriff,"23,430,787","17,582,280","19,415,989","(1,833,709)","20,142,275","22,161,490","24,661,490","(4,519,215)","(2,500,000)"
Sinking Fund Commission (Debt Service),"224,730,664","199,730,951","199,730,951",0,"275,339,734","275,339,734","275,339,734",0,0
Streets,"145,412,435","99,530,369","99,530,369",0,"125,560,192","128,374,284","128,374,284","(2,814,092)",0
Youth Commission,"101,194",0,0,0,0,0,0,0,0
TOTAL GENERAL FUND,"4,015,796,844","3,088,534,449","3,087,743,158","791,291","4,187,088,000","4,235,133,543","4,233,733,543","(46,645,543)","1,400,000"
