0,1,2,3,4,5,6,7,8,9
Art Museum Subsidy,"2,300,000","2,300,000","2,300,000",0,"2,300,000","2,300,000","2,300,000",0,0
Atwater Kent Museum,"298,059","149,315","120,001","29,314","248,630","248,630","248,630",0,0
Auditing (City Controller's Office),"7,408,017","3,656,616","3,575,520","81,096","7,291,566","7,236,052","7,878,052","(586,486)","(642,000)"
Board of Building Standards,"61,283","33,789","30,768","3,021","71,601","71,601","71,601",0,0
Board of Ethics,"705,545","387,516","326,654","60,862","810,000","810,000","810,000",0,0
Board of L & I Review,"127,040","76,955","62,458","14,497","155,721","155,721","155,721",0,0
Board of Revision of Taxes,"7,463,012","1,686,752","1,609,921","76,831","6,502,559","6,502,559","2,084,029","4,418,530","4,418,530"
Camp William Penn,"100,448",o,0,0,0,0,0,0,0
City Commissioners (Election Board),"9,021,144","4,323,184","4,772,367","(449,183)","8,794,177","8,794,177","8,871,677","(77,500)","(77,500)"
City Council,"13,373,484","7,524,486","7,279,744","244,742","15,048,972","15,048,972","15,048,972",0,0
City Planning Commission,"2,904,020","1,286,083","1,082,620","203,463","2,551,249","2,257,200","2,257,200","294,049",0
City Representative,"906,162","193,134","688,764","(495,630)","945,591","907,767","907,767","37,824",0
City Treasurer,"647,559","429,861","431,602","(1,741)","904,699","904,699","904,699",0,0
Civil Service Commission,"154,111","98,600","94,408","4,192","170,309","170,309","170,309",0,0
Clerk of Quarter Sessions,"4,509,567",0,0,0,"4,549,313","4,367,341",0,"4,549,313","4,367,341"
Commerce,"3,148,757","1,041,520","924,902","116,618","2,190,276","2,124,813","2,124,813","65,463",0
Commerce-Economic Stimulus,0,0,0,0,"1,452,386","1,372,143","1,372,143","80,243",0
Community College Subsidy,"26,467,924","25,409,207","25,409,207",0,"26,467,924","25,409,207","25,409,207","1,058,717",0
Convention Center Subsidy,"24,171,817","15,000,000","15,000,000",0,"15,000,000","15,000,000","15,000,000",0,0
District Attorney,"30,071,519","15,689,285","15,273,472","415,813","29,062,121","29,062,121","30,462,121","(1,400,000)","(1,400,000)"
Division of Technology,"38,521,370","36,365,962","36,365,962",0,"67,432,032","63,582,751","63,582,751","3,849,281",0
Fairmount Park,"12,504,253",0,0,0,0,0,0,0,0
Finance,"15,895,412","8,013,318","7,878,639","134,679","12,171,642","11,703,760","12,629,052","(457,410)","(925,292)"
Finance Contribution to the School District,"38,540,000",0,0,0,"38,600,000","38,600,000","38,600,000",0,0
Finance Employee Benefits,"829,855,069","307,479,156","307,479,156",0,"964,887,316","964,887,316","979,887,316","(15,000,000)","(15,000,000)"
Employee Disability,"50,256,169","31,885,061","31,885,061",o,"54,031,478","54,031,478","54,031,478",o,0
FICA,"65,177,998","33,554,336","33,554,336",o,"70,227,016","70,227,016","70,227,016",o,0
Flex Cash Payments,"778,134","781,832","781,832",o,"1,000,000","1,000,000","1,000,000",0,0
Group Legal,"4,140,577","2,036,957","2,036,957",o,"4,425,000","4,425,000","4,425,000",o,o
Group Life Insurance,"7,703,547","3,849,744","3,849,744",o,"7,600,000","7,600,000","7,600,000",o,o
Health/Medical,"349,697,600","171,877,498","171,877,498",o,"369,977,854","369,977,854","356,844,854","13,133,000","13,133,000"
Pension,"250,009,741","46,153,895","46,153,895",0,"381,363,000","381,363,000","393,863,000","(12,500,000)","(12,500,000)"
Pension Obligation Bonds,"96,719,881","14,749,208","14,749,208",0,"98,615,000","98,615,000","98,615,000",o,o
Tool Allowance,"94,600","120,100","120,100",o,"100,000","100,000","100,000",o,o
Unemployment Compensation,"5,276,822","2,470,525","2,470,525",o,"2,547,968","2,547,968","5,047,968","(2,500,000)","(2,500,000)"
Anticipated Workforce Savings (1),o,o,o,o,"(25,000,000)","(25,000,000)","(11,867,000)","(13,133,000)","(13,133,000)"
Finance PGW Rental Reimbursement,"18,000,000",0,0,0,"18,000,000",0,0,"18,000,000",0
Fire,"188,887,804","92,584,433","93,561,128","(976,695)","188,762,090","188,798,695","190,998,695","(2,236,605)","(2,200,000)"
First Judicial District,"107,227,069","52,270,266","53,417,171","(1,146,905)","99,096,983","99,096,983","110,113,478","(11,016,495)","(11,016,495)"
Common Pleas Court,"72,394,299","37,260,919","36,726,859","534,060","67,641,149","67,616,450","78,657,644","(11,016,495)","(11,041,194)"
Municipal Court,"8,338,567","3,349,765","3,850,028","(500,263)","7,135,370","7,150,328","7,135,370",0,"14,958"
Office of the Exec. Administrator,"21,409,770","9,329,113","10,321,526","(992,413)","19,382,250","19,561,040","19,382,250",o,"178,790"
Traffic Court,"5,084,433","2,330,469",2.518.758,"(188,289)","4,938,214","4,769,165","4,938,214",o,"(169,049)"
Fleet Management,"44,600,981","23,580,877","24,769,799","(1,188,922)","47,437,489","45,539,989","45,539,989","1,897,500",0
Fleet Management - Vehicle Purchases,"2,722,425","2,035,923","2,841,521","(805,598)","4,000,000","4,000,000","4,000,000",0,0
Free Library,"32,481,012","16,331,925","16,163,802","168,123","32,968,362","32,968,362","32,968,362",0,0
Historical Commission,"386,824","181,687","174,670","7,017","403,942","387,784","387,784","16,158",o
Hero Award,"42,500","35,000","35,000",0,"25,000","37,000","35,000","(10,000)","2,000"
Human Relations Commission,"1,983,420","845,798","920,794","(74,996)","2,066,937","1,984,259","1,984,259","82,678",0
Human Services,"561,082,074","478,423,825","440,477,723","37,946,102","576,365,473","564,365,506","564,365,506","11,999,967",0
