0,1,2,3,4,5,6,7,8,9
Art Museum Subsidy,"2,620,000","637,500","637,500",0,"2,550,000","2,550,000","2,550,000",0,0
Atwater Kent Museum,"273,470","58,361","58,361",0,"294,817","295,965","295,965","(1,148)",0
Auditing (City Controller's Office),"8,411,871","2,036,828","2,036,828",0,"8,431,962","8,452,911","8,452,911","(20,949)",0
Board of Ethics,"924,707","216,750","216,750",0,"1,071,403","1,072,566","1,072,566","(1,163)",0
Board of Revision of Taxes,"995,224","245,449","245,449",0,"955,554","957,733","957,733","(2,179)",0
City Commissioners (Election Board),"10,095,472","2,638,732","2,638,732",0,"10,039,785","10,138,404","10,623,404","(583,619)","(485,000)"
City Council,"15,512,500","3,985,099","3,985,099",0,"16,725,293","16,725,293","16,725,293",0,0
City Planning Commission,"2,390,786","622,007","622,007",0,"2,539,728","2,537,296","2,537,296","2,432",0
City Representative,"1,068,844","129,784","129,784",0,"1,125,111","921,188","921,188","203,923",0
City Treasurer,"1,114,956","288,421","288,421",0,"1,180,726","1,180,174","1,180,174",552,0
Civil Service Commission (1),"179,973","65,995","65,995",0,"10,179,476","8,452,687","8,452,687","1,726,789",0
Commerce,"4,668,598","1,908,578","1,908,578",0,"4,809,700","4,757,793","4,757,793","51,907",0
Commerce-Convention Center Subsidy,"15,000,000","15,000,000","15,000,000",0,"15,000,000","15,000,000","15,000,000",0,0
Commerce-Economic Stimulus,"3,294,448","3,354,448","3,354,448",0,"3,354,448","3,354,448","3,354,448",0,0
District Attorney,"35,698,216","9,204,970","9,204,970",0,"36,944,070","36,997,160","36,997,160","(53,090)",0
Finance,"19,434,815","4,950,232","4,950,232",0,"12,979,577","12,952,596","12,952,596","26,981",0
Finance-Community College Subsidy,"30,909,207","29,909,207","29,909,207",0,"29,909,207","29,909,207","29,909,207",0,0
Finance - Employee Benefits,"1,183,853,805","161,998,825","161,998,825",0,"1,229,793,961","1,250,764,270","1,250,764,270","(20,970,309)",0
Unemployment Compensation,"2,367,934","609,918","609,918",0,"4,580,260","4,580,260","4,580,260",0,0
Employee Disability,"62,904,761","19,841,936","19,841,936",0,"65,669,340","65,669,340","65,669,340",0,0
Pension Obligation Bonds,"109,940,160","369,758","369,758",0,"110,791,652","110,791,652","110,791,652",0,0
Pension,"512,182,528","81,275","81,275",0,"524,718,044","537,976,444","537,976,444","(13,258,400)",0
FICA,"71,705,312","20,663,257","20,663,257",0,"74,590,495","75,366,262","75,366,262","(775,767)",0
Flex Cash Payments,"594,405",0,0,0,"800,000","800,000","800,000",0,0
Health / Medical,"411,452,807","116,961,100","116,961,100",0,"435,547,675","442,483,817","442,483,817","(6,936,142)",0
Group Life Insurance,"7,922,115","2,339,651","2,339,651",0,"8,100,386","8,100,386","8,100,386",0,0
Group Legal,"4,672,858","1,131,930","1,131,930",0,"4,849,842","4,849,842","4,849,842",0,0
Tool Allowance,"110,925",0,0,0,"146,267","146,267","146,267",0,0
Finance-Hero Scholarship Awards,"18,000","15,000","15,000",0,"25,000","25,000","25,000",0,0
Finance-Indemnities,0,"8,648,622","8,648,622",0,"40,675,000","40,675,000","40,675,000",0,0
Finance-Refunds,0,0,0,0,"250,000","250,000","250,000",0,0
Finance-School District Contribution,"104,184,673",0,0,0,"104,263,617","104,263,617","104,263,617",0,0
Finance-Witness Fees,"136,175","23,768","23,768",0,"171,518","171,518","171,518",0,0
Fire,"246,241,653","58,815,304","58,815,304",0,"221,812,329","228,608,183","233,908,183","(12,095,854)","(5,300,000)"
First Judicial District,"117,886,691","24,557,932","24,557,932",0,"110,303,140","110,804,022","110,804,022","(500,882)",0
Fleet Management,"44,454,602","19,198,235","19,198,235",0,"48,180,887","48,248,720","48,248,720","(67,833)",0
Fleet Management Vehicle Purchases,"17,297,984","8,896,173","8,896,173",0,"12,965,000","12,965,000","12,965,000",0,0
Free Library,"39,764,426","10,334,338","10,334,338",0,"40,080,990","40,402,145","40,402,145","(321,155)",0
Historical Commission,"343,279","78,817","78,817",0,"431,732","431,732","431,732",0,0
Human Relations Commission,"1,901,754","474,794","474,794",0,"2,190,207","2,193,115","2,193,115","(2,908)",0
Human Services,"98,108,341","72,531,676","72,531,676",0,"103,219,500","102,548,932","102,548,932","670,568",0
Administration & Management,"11,581,333","3,806,990","3,806,990",0,"11,388,725","10,718,157","10,718,157","670,568",0
Performance Management & Accountability,"1,345,385",0,0,0,"1,413,988","1,413,988","1,413,988",0,0
Juvenile Justice Services,"33,080,085","20,666,046","20,666,046",0,"35,238,665","35,238,665","35,238,665",0,0
Children & Youth (Child Welfare),"52,101,538","48,058,640","48,058,640",0,"55,178,122","55,178,122","55,178,122",0,0
Labor,"509,434","194,801","194,801",0,"1,096,229","1,095,229","1,095,229","1,000",0
Law,"14,573,200","4,955,257","4,955,257",0,"16,592,715","16,438,179","16,438,179","154,536",0
Licenses & Inspections,"30,606,285","7,709,630","7,709,630",0,"33,612,119","33,772,028","33,772,028","(159,909)",0
L&I-Board of Building Standards,"67,890","16,640","16,640",0,"75,419","75,419","75,419",0,0
