0,1,2,3,4,5,6,7,8,9
Art Museum Subsidy,"2,500,000","3,000,000","3,000,000",0,"3,000,000","3,000,000","3,000,000",o,0
Atwater Kent Museum,"306,702","254,000","216,952","37,048","320,000","291,300","291,300","28,700",0
Auditing (City Controller's Office),"8,218,657","5,752,710","5,687,148","65,562","8,255,248","7,922,786","7,922,786","332,462",0
Board of Building Standards,"95,694","82,859","74,790","8,069","112,792","113,892","113,892","(1,100)",o
Board of Ethics,"542,111","694,398","548,780","145,618","1,000,000","950,000","950,000","50,000",0
Board of L & I Review,"202,726","166,760","158,237","8,523","222,458","223,558","223,558","(1,100)",o
Board of Revision of Taxes,"8,359,922","6,335,602","6,065,673","269,929","8,611,144","10,034,344","10,034,344","(1,423,200)",o
Camp William Penn,"377,966","91,129","85,791","5,338","100,000","132,000","132,000","(32,000)",o
Capital Program Office,"2,337,649","2,325,468","2,162,833","162,635","3,518,636","3,059,904","3,059,904","458,732",o
City Commissioners (Election Board),"9,285,945","6,556,243","6,894,404","(338,161)","8,995,597","9,325,567","9,325,567","(329,970)",o
City Council,"14,578,420","12,705,437","10,538,018","2,167,419","17,832,493","16,940,883","16,940,883","891,610",o
City Planning Commission,"3,348,132","2,363,265","2,193,980","169,285","3,328,054","3,367,654","3,367,654","(39,600)",o
City Representative,0,"2,774,994","4,492,811","(1,717,817)","5,981,231","5,362,513","5,362,513","618,718",0
City Treasurer,"718,384","532,988","456,475","76,513","770,304","776,904","776,904","(6,600)",0
Civil Service Commission,"148,624","132,527","131,259","1,268","169,209","170,309","170,309","(1,100)",0
Clerk of Quarter Sessions,"4,864,504","3,619,528","3,710,497","(90,969)","5,017,014","5,289,363","5,289,363","(272,349)",0
Commerce,"9,629,152","842,537","874,574","(32,037)","1,574,923","1,985,318","1,985,318","(410,395)",0
Commerce-Economic Stimulus,"4,000,000","1,777,500",0,"1,777,500","2,000,000","1,777,500","1,777,500","222,500",o
Community College Subsidy,"24,467,924","26,467,924","26,467,924",0,"28,467,924","26,467,924","26,467,924","2,000,000",o
Convention Center Subsidy,"32,310,293","22,652,522","22,652,522",o,"39,954,522","22,652,522","22,652,522","17,302,000",0
District Attorney,"31,751,555","24,112,758","23,354,875","757,883","31,987,373","30,578,149","30,578,149","1,409,224",o
