0,1,2,3,4,5,6,7,8,9
Art Museum Subsidy,"3,000,000","2,300,000","2,300,000",0,"2,300,000","2,300,000","2,300,000",0,o
Atwater Kent Museum,"275,971","248,630","248,630",0,"248,630","248,630","248,630",0,0
Auditing (City Controller's Office),"7,882,426","7,291,566","7,291,566",0,"7,424,923","7,291,566","7,291,566","133,357",0
Board of Building Standards,"91,372","71,601","71,601",0,"71,601","71,601","71,601",0,0
Board of Ethics,"763,116","810,000","810,000",0,"810,000","810,000","810,000",0,0
Board of L & I Review,"206,741","155,721","155,721",0,"155,721","155,721","155,721",0,0
Board of Revision of Taxes,"8,788,727","7,816,024","7,816,024",0,"7,816,024","7,816,024","7,816,024",0,o
Camp William Penn,"98,219","100,000","100,000",o,"100,000","100,000","100,000",0,0
Capital Program Office,"2,931,111",0,0,0,0,o,0,0,0
City Commissioners (Election Board),"9,717,011","8,794,177","8,794,177",0,"8,794,177","8,794,177","8,794,177",o,0
City Council,"14,546,172","16,048,973","16,048,973",0,"16,048,973","16,048,973","16,048,973",0,0
City Planning Commission,"3,053,618","2,847,649","2,847,649",0,"2,727,649","2,847,649","2,847,649","(120,000)",0
City Representative,"4,647,852","837,481","837,481",0,"1,137,491","837,481","837,481","300,010",0
City Treasurer,"631,930","751,113","751,113",o,"751,113","751,113","751,113",0,0
Civil Service Commission,"164,946","170,309","170,309",0,"170,309","170,309","170,309",0,0
Clerk of Quarter Sessions,"4,960,211","4,915,313","4,915,313",0,"4,915,313","4,915,313","4,915,313",0,0
Commerce,"1,634,157","1,838,276","1,838,276",0,"2,101,276","1,838,276","1,838,276","263,000",0
Commerce-Economic Stimulus,"1,777,500","1,452,386","1,452,386",0,"1,452,386","1,452,386","1,452,386",0,0
Community College Subsidy,"26,467,924","26,467,924","26,467,924",0,"26,467,924","26,467,924","26,467,924",o,0
Convention Center Subsidy,"22,652,522","25,000,000","25,000,000",0,"25,000,000","25,000,000","25,000,000",0,0
District Attorney,"30,744,093","28,943,050","28,943,050",0,"28,943,050","28,943,050","28,943,050",0,0
Division of Technology,"36,396,968","41,626,159","41,626,159",0,"21,744,368","41,626,159","41,626,159","(19,881,791)",0
Fairmount Park,"13,502,792","12,590,512","12,590,512",0,"12,590,512","12,590,512","12,590,512",0,0
Finance,"19,828,197","12,624,047","12,624,047",o,"14,739,352","12,624,047","12,624,047","2,115,305",0
Finance Contribution to the School District,"38,490,000","38,540,000","38,540,000",0,"38,540,000","38,540,000","38,540,000",0,0
