0,1,2,3,4,5,6,7,8,9
Indemnities,32718289,26280678,25435067,845611,"42,000,000","35,040,904","35,040,904","6,959,096",0
Law,17889976,12855816,12813898,41918,"18,665,480","17,918,861","17,918,861","746,619",0
Legal Services icl. Defender Association,"35,941,187","36,616,187","36,616,187",0,"35,941,187","35,941,187","36,616,187","(675,000)","(675,000)"
Licenses & Inspections,"22,696,814","16,146,294","13,564,679","2,581,615","23,068,925","22,146,168","22,146,168","922,757",0
Managing Director (MDO),"16,471,347","11,753,998","11,739,516","14,482","17,983,836","16,287,057","16,413,517","1,570,319","(126,460)"
Mayor,"3,597,579","2,591,945","2,566,463","25,482","3,838,884","3,639,665","3,639,665","199,219",0
Mayor Office of Arts and Culture,"3,943,042","2,492,888","2,489,116","3,772","3,905,113","2,545,113","2,545,113","1,360,000",0
Mayor Office of the inspector General,"1,145,973","936,372","869,022","67,350","1,379,677","1,281,451","1,281,451","98,226",0
Mayor Office of Labor Relations,"523,171","357,680","327,307","30,373","523,350","502,416","502,416","20,934",0
Mayor Scholarships,"193,305","200,000","197,600","2,400","200,000","200,000","200,000",0,0
Mayor's Office of Community Services,0,0,0,0,0,0,0,0,0
Mayor's Office of Transportation,"482,014","349,410","373,753","(24,343)","500,000","480,000","480,000","20,000",0
Mural Arts Program,"973,182","848,500","817,603","30,897","1,000,000","960,000","960,000","40,000",0
Off. of Behavioral Hith./Mental Retard. Svcs.,"14,238,870","13,851,735","13,656,500","195,235","14,271,572","14,271,572","14,271,572",0,0
Office of Housing and Comm. Developmt.,"2,800,000","1,781,000","1,781,000",0,"2,800,000","1,820,000","1,820,000","980,000",0
Office of Human Resources,"4,047,043","3,629,385","3,405,354","224,031","5,185,757","4,978,327","5,055,127","130,630","(76,800)"
Office of Property Assessment,0,"4,347,862","3,613,353",o,0,0,"6,108,530","(6,108,530)","(6,108,530)"
Office of Supportive Housing,"38,386,664","34,727,906","34,287,668","440,238","38,473,558","36,466,253","36,466,253","2,007,305",0
Parks and Recreation,"32,802,685","35,392,573","35,093,591","298,982","49,828,904","44,787,749","44,787,748","5,041,156",1
