0,1,2,3,4,5,6,7,8,9
Art Museum Subsidy,"2,585,000","637,500","637,500",0,"2,550,000","2,550,000","2,550,000",0,0
Atwater Kent Museum,"230,906","118,562","118,562",0,"293,498","293,498","293,498",0,0
Auditing (City Controller's Office),"8,271,589","2,092,958","2,092,958",0,"8,295,335","8,295,335","8,295,335",0,0
Board of Ethics,"898,226","207,591","207,591",0,"1,066,989","1,066,989","1,066,989",0,0
Board of Revision of Taxes,"1,035,977","240,710","240,710",0,"855,554","855,554","855,554",0,0
City Commissioners (Election Board),"9,219,448","1,850,283","1,850,283",0,"9,663,243","9,663,243","9,663,243",0,0
City Council,"14,635,452","3,844,327","3,844,327",0,"41,725,293","16,725,293","16,725,293","25,000,000",0
City Planning Commission,"2,278,413","618,756","618,756",0,"2,504,778","2,504,778","2,504,778",0,0
City Representative,"1,024,105","104,208","104,208",0,"1,033,931","1,033,931","1,033,931",0,0
City Treasurer,"924,877","333,584","333,584",0,"1,126,357","1,126,357","1,126,357",0,0
Civil Service Commission,"183,692","66,761","66,761",0,"177,937","177,937","177,937",0,0
Commerce,"7,885,115","4,985,035","4,985,035",0,"6,763,346","6,763,346","8,206,024","(1,442,678)","(1,442,678)"
Commerce-Convention Center Subsidy,"15,000,000","15,000,000","15,000,000",0,"15,000,000","15,000,000","15,000,000",0,0
Commerce-Economic Stimulus,"1,294,448",0,0,0,"1,294,448","1,294,448","1,294,448",0,0
District Attorney,"35,561,390","9,077,717","9,077,717",0,"35,482,214","35,482,214","35,482,214",0,0
Finance,"22,318,952","7,189,971","7,189,971",0,"17,658,655","17,658,655","17,658,655",0,0
Finance-Community College Subsidy,"26,909,207","30,309,207","30,309,207",0,"30,309,207","30,309,207","30,309,207",0,0
Finance - Employee Benefits,"1,099,541,937","130,805,703","130,805,703",0,"1,172,182,395","1,172,182,395","1,172,182,395",0,0
Unemployment Compensation,"2,544,017",707.111,"707,111",0,"4,580,260","4,580,260","4,580,260",0,0
Employee Disability,"57,326,888","22,032,379","22,032,379",0,"58,088,800","58,088,800","58,088,800",0,0
Pension Obligation Bonds,"107,746,154","(417,789)","(417,789)",0,"113,270,454","113.270,454","113,270,454",0,0
Pension,450.522.994,"(10,246,342)","(10,246,342)",0,"498,430,800","498,430,800","498,430,800",0,0
FICA,"71,150,707","17,618,558","17,618,558",0,"72,431,454","72,431,454","72,431,454",0,0
Flex Cash Payments,"593,623",0,0,0,"800,000","800,000","800,000",0,0
Health/Medical,"394,558,639","98,038,925","98,038,925",0,"411,484,132","411,484,132","411,484,132",0,0
Group Life Insurance,"7,285,066","1,902,466","1,902,466",0,"8,100,386","8,100,386","8,100,386",0,0
Group Legal,"7,708,649","1,170,395","1,170,395",0,"4,849,842","4,849,842","4,849,842",0,0
Tool Allowance,"105,200",0,0,0,"146,267",146.267,146.267,0,0
Finance-Hero Scholarship Awards,"18,000","18,000","18,000",0,"25,000","25,000","25,000",0,0
Finance-Indemnities,0,"10,060,035","10,060,035",0,"38,000,000","38,000,000","38,000,000",0,0
Finance-Refunds,2,0,0,0,"250,000","250,000","250,000",0,0
Finance-School District Contribution,"69,110,300",0,0,0,"79,184,673","104,184,673","104,184,673","(25,000,000)",0
Finance-Witness Fees,"121,005","21,910","21,910",0,"171,518","171,518","171,518",0,0
Fire,"232,526,640","58,081,190","58,681,190","(600,000)","219,082,796","219,082,796","226,224,624","(7,141,828)","(7,141,828)"
First Judicial District,"117,976,545","24,671,325","24,671,325",0,"110,315,300","110,315,300","110,315,300",0,0
Common Pleas Court,"77,544,657","16,429,787","16,429,787",0,"75.912,492",75.912.492,75.912.492,0,0
Office of Court Administrator,"25,951,524","4,972,747","4,972,747",0,"19,844,540","19,844,540",19.844.540,0,0
Municipal Court,"9,229,450","2,051,666","2,051,666",0,"8,994,459","8,994,459","8,994,459",0,0
Traffic Court,"5,250,914",1.217.125,"1,217,125",0,"5,563,809","5,563,809","5,563,809",0,0
Fleet Management,"48,718,467","23,735,632","23,735,632",0,"46,612,500","46,612,500","46,778,465","(165,965)","(165,965)"
Fleet Management Vehicle Purchases,"11,946,483","8,635,049","8,635,049",0,"14,965,000","14,965,000","14,965,000",0,0
Free Library,"40,668,870","10,512,942","10,512,942",0,"40,100,988","40,100,988","40,100,988",0,0
Historical Commission,"384,361","71,262","71,262",0,"424,560","424,560","424,560",0,0
Human Relations Commission,"1,823,081","445,804","445,804",0,"2,147,096","2,147,096","2,147,096",0,0
Human Services,"96,543,925","50,172,727","50,172,727",0,"102,729,321","102,729,321","102,729,321",0,0
Administration & Management,"7,536,617","1,752,493","1.752,493",0,11.209.165,"11.209,165",11.209.165,0,0
Performance Management & Accountability,"648,652",0,0,0,"1,841,920","1,841,920","1,841,920",0,0
Juvenile Justice Services,"33,940,901","22,092,315","22,092,315",0,"28,368,540","28,368,540","28,368,540",0,0
Children & Youth (Child Welfare),"54,417,755","26,327,919","26,327,919",0,"61,309,696","61,309,696","61,309,696",0,0
Labor Relations,"667,481","118,742","118,742",0,"572,466","572,466","572,466",0,0
