0,1,2,3,4,0,1,2,3,4
Art Museum Subsidy,"2,350,000","2,300,000","2,300,000",o,"2,300,000","2,300,000","2,300,000",o,o
Atwater Kent Museum,"267,101","159,315","154,008","5,307","268,630","268,630","268,630",o,o
Auditing (City Controller's Office),"7,839,698","3,637,105","3,535,725","101,380","7,556,052","7,449,931","7,449,931","106,121",0
Board of Building Standards,"61,163","33,102","28,696","4,406","71,601","70,169","70,169","1,432",o
Board of Ethics,"680,783","350,806","322,917","27,889","810,000","854,000","854,000","(44,000)",o
Board of L & Review,"135,740","71,850","63,499","8,351","155,721","152,607","152,607","3,114",o
Board of Revision of Taxes,"1,879,866","296,315","237,550","58,765","723,000","708,540","708,540","14,460",o
City Commissioners (Election Board),"8,804,511","4,833,232","4,413,651","419,581","9,104,177","8,922,093","8,922,093","182,084",o
City Council,"13,772,226","7,524,486","6,713,183","811,303","15,049,272","15,049,272","15,049,272",o,o
City Planning Commission,"2,248,238","1,011,301","1,120,233","(108,932)","2,257,200","2,212,057","2,212,057","45,143",0
City Representative,"903,905","303,470","666,831","(363,361)","907,766","889,611","889,611","18,155",0
City Treasurer,"760,712","479,974","486,951","(6,977)","904,699","886,605","886,605","18,094",0
Civil Service Commission,"167,909","95,180","95,210",(30),"170,309","166,903","166,903","3,406",o
Commerce,"1,950,658","1,065,275","920,193","145,082","2,274,813","2,271,813","2,271,813","3,000",0
Commerce-Economic Stimulus,"1,372,143",o,"1,294,448","(1,294,448)","1,372,143","1,294,448","1,294,448","77,695",o
Community College Subsidy,"25,409,207","25,409,207","25,409,207",0,"25,409,207","25,409,207","25,409,207",o,o
Convention Center Subsidy,"15,000,000","15,000,000","15,000,000",o,"15,000,000","15,000,000","15,000,000",o,o
District Attorney,"30,503,120","15,284,666","14,663,012","621,654","31,054,996","31,054,996","31,054,996",o,0
Finance,"16,360,143","8,705,616","8,735,779","(30,163)","12,703,760","12,464,685","12,464,685","239,075",o
Finance Contribution to the School District,"38,600,000",0,o,o,"48,930,000","48,930,000","48,930,000",o,0
Finance Employee Benefits,"967,058,680","316,054,839","316,054,839",0,"1,022,702,609","1,022,702,609","1,027,902,609","(5,200,000)","(5,200,000)"
Employee Disability,"55,122,313","31,567,367","31,567,367",o,"55,853,503","55,853,503","55,853,503",o,o
FICA,"64,599,482","33,283,318","33,283,318",o,"62,145,805","62,145,805","64,945,805","(2,800,000)","(2,800,000)"
Flex Cash Payments,"742,077","751,360","751,360",o,"1,000,000","1,000,000","1,000,000",o,o
Group Legal,"4,050,926","1,904,232","1,904,232",o,"4,133,938","4,133,938","4,133,938",o,o
Group Life Insurance,"7,727,138","3,377,392","3,377,392",o,"7,690,367","7,690,367","7,690,367",o,o
Health / Medical,"343,612,891","162,591,234","162,591,234",o,"346,140,249","346,140,249","346,140,249",o,o
Pension,"387,554,117","70,009,388","70,009,388",o,"452,250,487","452,250,487","452,250,487",o,o
Pension Obligation Bonds,"97,654,191","11,325,532","11,325,532",o,"102,075,000","102,075,000","102,075,000",o,o
Tool Allowance,"120,650","91,825","91,825",o,"100,000","100,000","100,000",o,o
Unemployment Compensation,"5,874,895","1,153,191","1,153,191",o,"3,180,260","3,180,260","5,580,260","(2,400,000)","(2,400,000)"
Anticipated Workforce Savings (1),o,o,o,o,"(11,867,000)","(11,867,000)","(11,867,000)",o,o
Finance PGW Rental Reimbursement,"1,700,000",0,o,o,o,o,o,o,o
Fire,"193,766,312","88,212,099","90,050,135","(1,838,036)","190,031,950","190,031,950","194,031,950","(4,000,000)","(4,000,000)"
First Judicial District,"115,239,201","52,319,925","56,818,490","(4,498,565)","110,817,323","110,817,323","110,817,323",o,o
Common Pleas Court,"75,832,442","37,304,154","38,800,537","(1,496,383)","79,165,282","79,165,282","79,165,282",o,o
Municipal Court,"8,234,033","3,415,089","4,002,333","(587,244)","7,331,577","7,331,577","7,331,577",o,o
Office of the Exec. Administrator,"25,963,809","9,286,523","11,375,514","(2,088,991)","19,382,250","19,382,250","19,382,250",o,o
Traffic Court,"5,208,917","2,314,159","2,640,106","(325,947)","4,938,214","4,938,214","4,938,214",o,o
Fleet Management,"47,594,973","25,899,670","27,677,883","(1,778,213)","45,151,989","44,909,814","49,909,814","(4,757,825)","(5,000,000)"
Fleet Management Vehicle Purchases,"4,499,955","1,604,010","1,731,800","(127,790)","8,500,000","6,289,135","6,289,135","2,210,865",0
Free Library,"32,505,284","16,621,989","16,333,514","288,475","33,863,362","33,353,362","33,353,362","510,000",o
Historical Commission,"377,336","180,261","185,277","(5,016)","387,784","387,784","387,784",o,o
Hero Award,"35,000","25,000","25,000",o,"25,000","25,000","25,000",o,o
Human Relations Commission,"1,941,724","969,718","884,836","84,882","2,039,260","1,998,475","1,998,475","40,785",o
Human Services,"542,877,321","6,029,888","6,029,888",o,"111,934,770","110,108,096","110,108,096","1,826,674",o
Administration & Management,"13,568,582","63,245","63,245",o,"9,698,378","9,698,378","9,698,378",o,0
Contract Admin. & Program Evaluation,"5,898,217",o,o,o,"647,756","647,756","647,756",o,o
Juvenile Justice Services,"135,598,652","639,911","639,911",o,"29,024,615","29,197,941","29,197,941","(173,326)",o
Children & Youth (Child Welfare),"309,909,159","5,089,504","5,089,504",o,"46,002,047","44,002,047","44,002,047","2,000,000",o
Community Based Prevention Services,"77,902,711","237,228","237,228",o,"26,561,974","26,561,974","26,561,974",o,o
