0,1,2,3,4,5,6,7,8,9
Art Museum Subsidy,"2,620,000","1,275,000","1,275,000",0,"2,550,000","2,550,000","2,550,000",0,0
Atwater Kent Museum,"273,470","115,037","115,537",(500),"294,817","295,965","298,444","(3,627)","(2,479)"
Auditing (City Controller's Office),"8,411,871","3,980,372","3,988,872","(8,500)","8,431,962","8,452,911","8,492,547","(60,585)","(39,636)"
Board of Ethics,"924,707","445,643","446,143",(500),"1,071,403","1,072,566","1,082,118","(10,715)","(9,552)"
Board of Revision of Taxes,"995,224","518,212","519,212","(1,000)","955,554","957,733","968,712","(13,158)","(10,979)"
City Commissioners (Election Board),"10,095,472","6,538,684","6,575,184","(36,500)","10,039,785","10,623,404","10,679,262","(639,477)","(55,858)"
City Council,"15,512,500","7,428,616","7,428,616",0,"16,725,293","16,725,293","16,884,565","(159,272)","(159,272)"
City Planning Commission,"2,390,786","1,171,968","1,172,468",(500),"2,539,728","2,537,296","2,537,796","1,932",(500)
City Representative,"1,068,844","371,849","372,349",(500),"1,125,111","921,188","925,906","199,205","(4,718)"
City Treasurer,"1,114,956","536,692","537,692","(1,000)","1,180,726","1,180,174","1,188,766","(8,040)","(8,592)"
Civil Service Commission (1),"179,973","103,640","104,140",(500),"10,179,476","8,452,687","181,205","9,998,271","8,271,482"
Commerce,"4,668,598","3,532,749","3,533,749","(1,000)","4,809,700","4,757,793","4,914,026","(104,326)","(156,233)"
Commerce-Convention Center Subsidy,"15,000,000","15,000,000","15,000,000",0,"15,000,000","15,000,000","15,000,000",0,0
Commerce-Economic Stimulus,"3,294,448","3,354,448","3,354,448",0,"3,354,448","3,354,448","3,354,448",0,0
District Attorney,"35,698,216","16,890,070","16,915,070","(25,000)","36,944,070","36,997,160","37,022,160","(78,090)","(25,000)"
Finance,"19,434,815","7,526,544","7,542,544","(16,000)","12,979,577","12,952,596","12,957,841","21,736","(5,245)"
Finance-Community College Subsidy,"30,909,207","29,909,207","29,909,207",0,"29,909,207","29,909,207","29,909,207",0,0
Finance - Employee Benefits,"1,183,853,805","343,212,602","343,212,602",0,"1,229,793,961","1,250,764,270","1,258,611,363","(28,817,402)","(7,847,093)"
Unemployment Compensation,"2,367,934","1,508,584","1,508,584",0,"4,580,260","4,580,260","4,580,260",0,0
Employee Disability,"62,904,761","32,477,696","32,477,696",0,"65,669,340","65,669,340","65,669,340",0,0
Pension Obligation Bonds,"109,940,160","8,815,466","8,815,466",0,"110,791,652","110,791,652","110,791,652",0,0
Pension,"502,481,202","43,074,721","43,074,721",0,"510,978,618","521,792,018","521,792,018","(10,813,400)",0
Pension-Sales Tax,"9,691,425",0,0,0,"13,739,426","16,084,426","18,292,078","(4,552,652)","(2,207,652)"
Pension-Plan 10,"9,901","81,275","81,275",0,0,"100,000","100,000","(100,000)",0
FICA,"71,705,312","37,571,042","37,571,042",0,"74,590,495","75,366,262","75,366,262","(775,767)",0
Flex Cash Payments,"594,405",0,0,0,"800,000","800,000","800,000",0,0
Health/Medical,"411,452,807","212.475,727","212,475,727",0,"435,547,675","442,483,817","448,123,258","(12,575,583)","(5,639,441)"
Group Life Insurance,"7,922,115","4,815,548","4,815,548",0,"8,100,386","8,100,386","8,100,386",0,0
Group Legal,"4,672,858","2,268,543","2,268,543",0,"4,849,842","4,849,842","4,849,842",0,0
Tool Allowance,"110,925","124,000","124,000",0,"146,267","146,267","146,267",0,0
Finance-Hero Scholarship Awards,"18,000","15,000","15,000",0,"25,000","25,000","25,000",0,0
Finance-Indemnities,0,"20,337,500","17,943,740","2,393,760","40,675,000","40,675,000","40,675,000",0,0
Finance-Refunds,0,0,0,0,"250,000","250,000","250,000",0,0
Finance-School District Contribution,"104,184,673",0,0,0,"104,263,617","104,263,617","104,263,617",0,0
Finance-Witness Fees,"136,175","55,298","55,298",0,"171,518","171,518","171,518",0,0
Fire,"246,241,653","108,266,427","108,306,927","(40,500)","221,812,329","233,908,183","235,485,337","(13,673,008)","(1,577,154)"
First Judicial District,"117,886,691","53,836,454","53,836,454",0,"110,303,140","110,804,022","109,365,577","937,563","1,438,445"
Fleet Management,"44,454,602","28,718,902","28,607,902","111,000","48,180,887","48,248,720","48,366,466","(185,579)","(117,746)"
Fleet Management - Vehicle Purchases,"17,297,984","10,044,735","10,044,735",0,"12,965,000","12,965,000","13,120,000","(155,000)","(155,000)"
Free Library,"39,764,426","21,343,363","21,153,863","189,500","40,080,990","40,402,145","40,591,645","(510,655)","(189,500)"
Historical Commission,"343,279","188,626","188,626",0,"431,732","431,732","431,732",0,0
Human Relations Commission,"1,901,754","939,253","941,253","(2,000)","2,190,207","2,193,115","2,195,115","(4,908)","(2,000)"
Human Services,"98,108,341","75,651,973","75,651,973",0,"103,219,500","102,548,932","102,713,432","506,068","(164,500)"
Administration & Management,"11,581,333","4,875,663","4,875,663",0,"11,388,725","10,718,157","10,882,657","506,068","(164,500)"
Performance Management & Accountability,"1,345,385",0,0,0,"1,413,988","1,413,988","1,413,988",0,0
Juvenile Justice Services,"33,080,085","21,278,164","21,278,164",0,"35,238,665","35,238,665","35,238,665",0,0
Children & Youth (Child Welfare),"52,101,538","49,498,146","49,498,146",0,"55,178,122","55,178,122","55,178,122",0,0
Labor,"509,434","394,861","394,861",0,"1,096,229","1,095,229","1,095,229","1,000",0
Law,"14,573,200","9,206,506","9,216,006","(9,500)","16,592,715","16,438,179","16,686,279","(93,564)","(248,100)"
Licenses & Inspections,"30,606,285","14,493,393","14,599,893","(106,500)","33,612,119","33,772,028","34,817,528","(1,205,409)","(1,045,500)"
L&I-Board of Building Standards,"67,890","33,315","33,315",0,"75,419","75,419","75,419",0,0
