0,1,2,3,4,5,6,7,8,9
Art Museum Subsidy,"2,620,000","1,912,500","1,912,500",0,"2,550,000","2,550,000","2,550,000",0,0
Atwater Kent Museum,"273,470","232,386","232,386",0,"294,817","298,444","298,444","(3,627)",0
Auditing (City Controller's Office),"8,411,871","6,214,461","6,214,461",0,"8,431,962","8,492,547","8,492,547","(60,585)",0
Board of Ethics,"924,707","697,816","697,816",0,"1,071,403","1,082,118","1,082,118","(10,715)",0
Board of Revision of Taxes,"995,224","758,196","758,196",0,"955,554","968,712","968,712","(13,158)",0
City Commissioners (Election Board),"10,095,472","8,039,060","8,039,060",0,"10,039,785","10,679,262","10,679,262","(639,477)",0
City Council,"15,512,500","11,378,467","11,378,467",0,"16,725,293","16,884,565","16,884,565","(159,272)",0
City Planning Commission,"2,390,786","1,803,131","1,803,131",0,"2,539,728","2,537,796","2,537,796","1,932",0
City Representative,"1,068,844","519,322","519,322",0,"1,125,111","1,005,906","1,005,906","119,205",0
City Treasurer,"1,114,956","787,880","787,880",0,"1,180,726","1,188,766","1,188,766","(8,040)",0
Civil Service Commission (1),"179,973","147,551","147,551",0,"10,179,476","181,205","181,205","9,998,271",0
Commerce,"4,668,598","4,317,864","4,317,864",0,"4,809,700","4,914,026","4,914,026","(104,326)",0
Commerce-Convention Center Subsidy,"15,000,000","15,000,000","15,000,000",0,"15,000,000","15,000,000","15,000,000",0,0
Commerce-Economic Stimulus,"3,294,448","3,354,448","3,354,448",0,"3,354,448","3,354,448","3,354,448",0,0
District Attorney,"35,698,216","26,491,509","25,966,509","525,000","36,944,070","37,022,160","36,422,160","521,910","600,000"
Finance,"22,023,621","9,512,714","9,437,714","75,000","12,979,577","12,957,841","12,857,841","121,736","100,000"
Finance-Community College Subsidy,"30,909,207","29,909,207","29,909,207",0,"29,909,207","29,909,207","29,909,207",0,0
Finance - Employee Benefits,"1,181,264,999","953,248,972","953,248,972",0,"1,229,793,961","1,258,611,363","1,258,611,363","(28,817,402)",0
Unemployment Compensation,"2,367,934","2,244,744","2,244,744",0,"4,580,260","4,580,260","4,580,260",0,0
Employee Disability,"60,315,955","47,877,358","47,877,358",0,"65,669,340","65,669,340","65,669,340",0,0
Pension Obligation Bonds,"109,940,160","3,921,879","3,921,879",0,"110,791,652","110,791,652","110,791,652",0,0
Pension,"502,481,202","513,445,572","513,445,572",0,"510,978,618","521,792,018","521,792,018","(10,813,400)",0
Pension-Sales Tax,"9,691,425",0,0,0,"13,739,426","18,292,078","18,292,078","(4,552,652)",0
Pension-Plan 10,"9,901","81,275","81,275",0,0,"100,000","100,000","(100,000)",0
FICA,"71,705,312","56,828,350","56,828,350",0,"74,590,495","75,366,262","75,366,262","(775,767)",0
Flex Cash Payments,"594,405","599,546","599,546",0,"800,000","800,000","800,000",0,0
Health/Medical,"411,452,807","317,935,474","317,935,474",0,"435,547,675","448,123,258","448,123,258","(12,575,583)",0
Group Life Insurance,"7,922,115","6,749,395","6,749,395",0,"8,100,386","8,100,386","8,100,386",0,0
Group Legal,"4,672,858","3,441,379","3,441,379",0,"4,849,842","4,849,842","4,849,842",0,0
Tool Allowance,"110,925","124,000","124,000",0,"146,267","146,267","146,267",0,0
Finance-Hero Scholarship Awards,"18,000","15,000","15,000",0,"25,000","25,000","25,000",0,0
Finance-Indemnities,0,"30,035,990","30,035,990",0,"40,675,000","40,675,000","40,675,000",0,0
Finance-Refunds,0,0,0,0,"250,000","250,000","250,000",0,0
Finance-School District Contribution,"104,184,673",0,0,0,"104,263,617","104,263,617","104,263,617",0,0
Finance-Witness Fees,"136,175","74,605","74,605",0,"171,518","171,518","171,518",0,0
Fire,"246,241,653","168,606,379","168,956,379","(350,000)","221,812,329","235,485,337","235,985,337","(14,173,008)","(500,000)"
First Judicial District,"117,886,691","76,741,718","76,741,718",0,"110,303,140","109,365,577","109,365,577","937,563",0
Fleet Management,"44,454,602","35,779,879","35,504,879","275,000","48,180,887","48,366,466","47,866,466","314,421","500,000"
Fleet Management - Vehicle Purchases,"17,297,984","13,086,098","13,086,098",0,"12,965,000","13,120,000","13,120,000","(155,000)",0
Free Library,"39,764,426","29,687,484","29,512,484","175,000","40,080,990","40,591,645","40,391,645","(310,655)","200,000"
Historical Commission,"343,279","281,658","281,658",0,"431,732","431,732","431,732",0,0
Human Relations Commission,"1,901,754","1,476,328","1,476,328",0,"2,190,207","2,195,115","2,195,115","(4,908)",0
Human Services,"98,108,341","79,123,821","79,123,821",0,"103,219,500","105,692,876","105,692,876","(2,473,376)",0
Administration & Management,"11,581,333","5,194,853","5,194,853",0,"11,388,725","10,882,657","10,882,657","506,068",0
Performance Management & Accountability,"1,345,385",0,0,0,"1,413,988","1,413,988","1,413,988",0,0
Juvenile Justice Services,"33,080,085","23,565,070","23,565,070",0,"35,238,665","35,238,665","35,238,665",0,0
Children & Youth (Child Welfare),"52,101,538","50,363,898","50,363,898",0,"55,178,122","58,157,566","58,157,566","(2,979,444)",0
Labor,"509,434","647,013","647,013",0,"1,096,229","1,095,229","1,095,229","1,000",0
Law,"14,573,200","13,091,149","13,016,149","75,000","16,592,715","16,686,279","16,586,279","6,436","100,000"
Licenses & Inspections,"30,606,285","22,382,314","21,932,314","450,000","33,612,119","34,817,528","34,217,528","(605,409)","600,000"
L&I-Board of Building Standards,"67,890","52,499","52,499",0,"75,419","75,419","75,419",0,0
