0,1,2,3,4,5,6,7,8,9
Art Museum Subsidy,"2,585,000","1,912,500","1,912,500",0,"2,550,000","2,550,000","2,550,000",0,0
Atwater Kent Museum,"230,906","217,574","217,574",0,"293,498","293,498","293,498",0,0
Auditing (City Controller's Office),"8,271,589","6,039,515","6,039,515",0,"8,295,335","8,615,335","8,615,335","(320,000)",0
Board of Ethics,"898,226","675,655","675,655",0,"1,066,989","1,066,989","1,066,989",0,0
Board of Revision of Taxes,"1,035,977","685,093","685,093",0,"855,554","855,554","855,554",0,0
City Commissioners (Election Board),"9,219,448","6,945,922","6,945,922",0,"9,663,243","9,838,243","9,838,243","(175,000)",0
City Council,"14,635,452","10,955,254","10,955,254",0,"41,725,293","16,725,293","16,725,293","25,000,000",0
City Planning Commission,"2,278,413","1,745,794","1,745,794",0,"2,504,778","2,504,778","2,504,778",0,0
City Representative,"1,024,105","358,336","358,336",0,"1,033,931","1,083,931","1,083,931","(50,000)",0
City Treasurer,"924,877","850,643","850,643",0,"1,126,357","1,126,357","1,126,357",0,0
Civil Service Commission,"183,692","143,069","143,069",0,"177,937","177,937","177,937",0,0
Commerce,"7,885,115","4,064,852","4,064,852",0,"4,763,346","6,206,024","6,206,024","(1,442,678)",0
Commerce-Convention Center Subsidy,"15,000,000","15,000,000","15,000,000",0,"15,000,000","15,000,000","15,000,000",0,0
Commerce-Economic Stimulus,"1,294,448","3,294,448","3,294,448",0,"3,294,448","3,294,448","3,294,448",0,0
District Attorney,"35,561,390","26,826,087","26,826,087",0,"35,482,214","35,482,214","35,520,792","(38,578)","(38,578)"
Finance,"22,318,952","16,267,341","16,267,341",0,"17,658,655","19,958,655","19,958,655","(2,300,000)",0
Finance-Community College Subsidy,"26,909,207","30,309,207","30,309,207",0,"30,309,207","30,309,207","30,309,207",0,0
Finance Employee Benefits,"1,099,541,937","1,012,572,141","1,012,572,141",0,"1,172,182,395","1,180,231,073","1,180,231,073","(8,048,678)",0
Unemployment Compensation,"2,544,017","1,995,238","1,995,238",0,"4,580,260","4,580,260","4,580,260",0,0
Employee Disability,"57,326,888","47,403,732","47,403,732",0,"58,088,800","58,088,800","58,088,800",0,0
Pension Obligation Bonds,"107,746,154","121,707,168","121,707,168",0,"113,270,454","113,270,454","113,270,454",0,0
Pension,"450,522,994","492,772,187","492,772,187",0,"498,430,800","507,479,478","507,479,478","(9,048,678)",0
FICA,"71,150,707","52,421,761","52,421,761",0,"72,431,454","72,431,454","72,431,454",0,0
Flex Cash Payments,"593,623","594,405","594,405",0,"800,000","800,000","800,000",0,0
Health/Medical,"394,558,639","286,772,885","286,772,885",0,"411,484,132","410,484,132","410,484,132","1,000,000",0
Group Life Insurance,"7,285,066","5,297,961","5,297,961",0,"8,100,386","8,100,386","8,100,386",0,0
Group Legal,"7,708,649","3,495,879","3,495,879",0,"4,849,842","4,849,842","4,849,842",0,0
Tool Allowance,"105,200","110,925","110,925",0,"146,267","146,267","146,267",0,0
Finance-Hero Scholarship Awards,"18,000","18,000","18,000",0,"25,000","25,000","25,000",0,0
Finance-Indemnities,0,"30,066,774","31,166,774","(1,100,000)","38,000,000","40,100,000","41,200,000","(3,200,000)","(1,100,000)"
Finance-Refunds,2,0,0,0,"250,000","250,000","250,000",0,0
Finance-School District Contribution,"69,110,300","35,000,000","35,000,000",0,"79,184,673","104,184,673","104,184,673","(25,000,000)",0
Finance-Witness Fees,"121,005","82,956","82,956",0,"171,518","171,518","171,518",0,0
Fire,"232,526,640","167,576,431","173,599,219","(6,022,788)","219,082,796","229,224,624","237,253,000","(18,170,204)","(8,028,376)"
First Judicial District,"117,976,545","75,989,152","75,989,152",0,"110,315,300","110,315,300","110,315,300",0,0
Common Pleas Court,"77,544,657","51,187,348","51,187,348",0,"75,912,492","75,912,492","75,912,492",0,0
Office of Court Administrator,"25,951,524","14,513,377","14,513,377",0,"19,844,540","19,844,540","19,844,540",0,0
Municipal Court,"9,229,450","6,533,329","6,533,329",0,"8,994,459","8,994,459","8,994,459",0,0
Traffic Court,"5,250,914","3,755,098","3,755,098",0,"5,563,809","5,563,809","5,563,809",0,0
Fleet Management,"48,718,467","37,217,768","37,217,768",0,"46,612,500","46,778,465","46,778,465","(165,965)",0
Fleet Management - Vehicle Purchases,"11,946,483","14,608,710","14,608,710",0,"14,965,000","14,965,000","14,965,000",0,0
Free Library,"40,668,870","29,268,383","29,268,383",0,"40,100,988","40,100,988","40,100,988",0,0
Historical Commission,"384,361","242,612","242,612",0,"424,560","424,560","424,560",0,0
Human Relations Commission,"1,823,081","1,368,525","1,368,525",0,"2,147,096","2,147,096","2,147,096",0,0
Human Services,"96,543,925","79,773,769","79,773,769",0,"102,729,321","102,729,321","102,729,321",0,0
Administration & Management,"7,536,617","4,444,889","4,444,889",0,"11,209,165","11,209,165","11,209,165",0,0
Performance Management & Accountability,"648,652",0,0,0,"1,841,920","1,841,920","1,841,920",0,0
Juvenile Justice Services,"33,940,901","27,938,035","27,938,035",0,"28,368,540","28,368,540","28,368,540",0,0
Children & Youth (Child Welfare),"54,417,755","47,390,845","47,390,845",0,"61,309,696","61,309,696","61,309,696",0,0
Labor Relations,"667,481","382,934","382,934",0,"572,466","572,466","572,466",0,0
