0,1,2,3,4,5,6,7,8,9
,,,FISCAL YEAR 2016 YEAR TO DATE,,,,FISCAL YEAR 2016 FULL YEAR,,
DEPARTMENT,FY 2015 ACTUAL,TARGET BUDGET PLAN,ACTUAL,ACTUAL (OVER) UNDER TARGET BUDGET,ORIGINAL ADOPTED BUDGET,TARGET BUDGET,CURRENT PROJECTION,CURRENT (OVER) ADOPTED BUDGET,PROJECTION UNDER TARGET
Law,"15,742,910","3,994,085","3,994,085",0,"14,642,276","14,642,276","14,976,276","(334,000)","(334,000)"
Licenses & Inspections,"29,811,576","7,380,408","7,380,408",0,"31,476,558","31,476,558","31,476,558",0,0
L&I-Board of Building Standards,"63,025","15,486","15,486",0,"73,970","73,970","73,970",0,0
L&I-Board of L & I Review,"137,857","33,034","33,034",0,"167,790","167,790","167,790",0,0
L&I-Zoning Board of Adjustment,"373,802","83,458","83,458",0,"372,290","372,290","372,290",0,0
Managing Director's Office,"35,106,107","13,775,686","13,775,686",0,"35,595,543","35,595,543","36,350,496","(754,953)","(754,953)"
Managing Director-Legal Services,"42,923,209","21,716,456","21,716,456",0,"43,159,131","43,159,131","44,695,131","(1,536,000)","(1,536,000)"
Mayor's Office,"5,000,680","1,664,928","1,664,928",0,"5,031,625","5,031,625","5,031,625",0,0
Mayor's Office-Scholarships,"199,500","200,000","200,000",0,"200,000","200,000","200,000",0,0
Mayor's Office-Comm. Empowerment & Opp.,"500,000","500,000","500,000",0,"605,000","605,000","1,030,000","(425,000)","(425,000)"
Mayor's Office of Transportation & Utilities,"798,692","399,911","399,911",0,"734,270","734,270","734,270",0,0
Mural Arts Program,"1,458,245","1,282,563","1,282,563",0,"1,646,016","1,646,016","1,646,016",0,0
Office of Arts and Culture,"3,968,576","289,117","289,117",0,"4,172,855","4,172,855","4,172,855",0,0
Off. of Behavioral Hlth & Intellectual disAbility,"13,967,356","12,766,217","12,766,217",0,"13,975,576","13,975,576","13,975,576",0,0
Office of Housing and Comm. Development,"2,600,068","2,984,500","2,984,500",0,"3,590,000","3,590,000","3,590,000",0,0
Office of Human Resources,"5,938,890","1,515,695","1,515,695",0,"6,433,623","6,433,623","6,433,623",0,0
Office of Innovation and Technology-Base,"51,917,083","16,451,435","16,451,435",0,"53,379,584","53,379,584","53,867,582","(487,998)","(487,998)"
Office of Innovation and Technology-911,"11,956,848","3,700,737","3,700,737",0,"30,502,878","30,502,878","30,502,878",,
Office of the Inspector General,"1,486,801","572,308","572,308",0,"1,668,811","1,668,811","1,668,811",0,0
Office of Property Assessment,"12,570,273","2,999,462","2,999,462",0,"13,285,146","13,285,146","13,285,146",0,0
Office of Supportive Housing,"45,178,263","27,230,530","27,230,530",0,"45,544,382","45,544,382","45,564,323","(19,941)","(19,941)"
Office of Sustainability,0,"118,750","118,750",0,"835,327","835,327","835,327",,
Parks and Recreation,"56,719,070","22,788,533","22,788,533",0,"57,874,883","57,874,883","58,205,968","(331,085)","(331,085)"
Police,"632,692,801","168,047,675","168,047,675",0,"643,009,937","643,009,937","652,380,424","(9,370,487)","(9,370,487)"
Prisons,"246,159,162","118,137,734","118,137,734",0,"253,791,576","253,791,576","252,413,576","1,378,000","1,378,000"
Procurement,"4,857,830","1,680,468","1,680,468",0,"4,837,672","4,837,672","4,837,672",0,0
Public Health,"113,479,766","59,792,532","59,792,532",0,"116,292,446","116,292,446","116,292,446",0,0
Ambulatory Health Services,"49,471,071","13,725,105","13,725,105",0,"48,304,448","48,304,448","48,304,448",0,0
"Early Childhood, Youth & Women's Health","1,760,954","38,661","38,661",0,"558,082","558,082","558,082",0,0
Phila. Nursing Home,"36,384,405","36,400,123","36,400,123",0,"39,006,773","39,006,773","39,006,773",0,0
Environmental Protection Services,"5,851,633","2,078,946","2,078,946",0,"8,154,642","8,154,642","8,154,642",0,0
Administration and Support Svcs,"7,830,201","2,330,032",2.330.032,0,"7,550,598","7.550,598","7,550,598",0,0
Medical Examiner's Office,"4,312,063","1,768,136",1.768.136,0,"4,368,921",4.368.921,"4.368,921",0,0
Infectious Disease Control,"5,702,133","2,604,334","2,604,334",0,"5,948,214","5,948,214",5.948.214,0,0
Chronic Disease Control,"2,167,306","847,195","847,195",0,"2,400,768","2,400,768","2,400,768",0,0
Public Property,"67,593,515","24,625,627","24,875,627","(250,000)","60,007,332","60,007,332","60,816,501","(809,169)","(809,169)"
Public Property-SEPTA Subsidy,"70,415,000","18,553,750","18,553,750",0,"74,215,000","74,215,000","74,215,000",0,0
Public Property-Space Rentals,"19,871,298","20,624,429","20,624,429",0,"20,624,429","20,624,429","20,624,429",0,0
Public Property-Utilities,"31,355,461","32,313,202","32,313,202",0,"32,978,334","32,978,334","32,978,334",0,0
Records,"4,495,535","2,012,560","2,012,560",0,"4,822,825","4,822,825","4,822,825",0,0
Register of Wills,3.608.407,"854,928","854,928",0,"3,522,195","3,522,195","3,522,195",0,0
Revenue,"23,022,718","6,903,176","6,903,176",0,"25,771,489","25,771,489","26,179,489","(408,000)","(408,000)"
Sheriff,"22,187,839","6,025,842","6,025,842",0,"19,203,247","19,203,247","19,203,247",0,0
Sinking Fund Commission (Debt Service),"238,388,830","107,998,273","107,998,273",0,"245,945,126","245,945,126","245,945,126",0,0
Streets-Sanitation,"107,128,376","51,652,095","52,002,095","(350,000)","92,064,259","92,064,259","93,478,331","(1,414,072)","(1,414,072)"
Streets-Transportation,"37,463,661","8,624,793","8,624,793",0,"33,342,461","33,342,461","33,342,461",0,0
Youth Commission,"72,413","22,839","22,839",0,"142,740","142,740","142,740",0,0
TOTAL GENERAL FUND,"3,831,515,337","1,164,360,713","1,165,560,713","(1,200,000)","3,998,103,000","3,998,103,000","4,021,366,176","(23,263,176)","(23,263,176)"
