0,1,2,3,4,5,6,7,8,9
Art Museum Subsidy,"2,550,000","1,275,000","1,275,000",0,"2,550,000","2,550,000","2,550,000",0,0
Atwater Kent Museum,"277,307","135,920","135,920",0,"284,719","293,200","293,200","(8,481)",0
Auditing (City Controller's Office),"7,461,087","4,030,209","4,029,851",358,"8,072,137","8,335,478","8,335,478","(263,341)",0
Board of Ethics,"767,906","411,693","411,693",0,"1,004,854","1,028,580","1,028,580","(23,726)",0
Board of Revision of Taxes,"1,053,347","506,286","506,286",0,"832,587","855,860","1,015,860","(183,273)","(160,000)"
City Commissioners (Election Board),"8,690,810","4,990,552","4,859,808","130,744","9,419,814","9,736,352","9,736,352","(316,538)",0
City Council,"14,473,677","7,420,759","7,420,759",0,"16,314,559","16,656,700","16,656,700","(342,141)",0
City Planning Commission,"2,302,078","1,118,502","1,100,462","18,040","2,372,828","2,379,667","2,379,667","(6,839)",0
City Representative,"969,947","650,775","650,775",0,"1,019,088","1,029,351","1,029,351","(10,263)",0
City Treasurer,"894,143","449,702","484,514","(34,812)","920,790","942,687","942,687","(21,897)",0
Civil Service Commission (1),"176,380","103,081","103,081",0,"53,011,268","18,009,197","3,589,394","49,421,874","14,419,803"
Commerce,"2,697,175","1,700,024","1,748,745","(48,721)","2,750,102","2,785,960","2,785,960","(35,858)",0
Commerce-Convention Center Subsidy,"15,000,000","15,000,000","15,000,000",0,"15,000,000","15,000,000","15,000,000",0,0
Commerce-Economic Stimulus,"1,294,448","1,294,448","1,294,448",0,"1,294,448","1,294,448","1,294,448",0,0
District Attorney,"32,807,921","17,368,752","17,368,752",0,"34,082,283","35,124,161","35,583,476","(1,501,193)","(459,315)"
Finance,"19,326,930","12,831,263","12,569,442","261,821","18,852,781","19,223,888","19,223,888","(371,107)",0
Finance-Community College Subsidy,"26,409,207","26,909,207","26,909,207",0,"26,909,207","26,909,207","26,909,207",0,0
Finance Employee Benefits,"1,194,090,202","327,877,129","327,877,129",0,"1,817,314,257","1,837,743,113","1,121,659,020","695,655,237","716,084,093"
Unemployment Compensation,"2,857,176","1,651,119","1,651,119",0,"5,080,260","5,080,260","5,080,260",0,0
Employee Disability,"56,043,748","31,485,261","31,485,261",0,"64,103,778","59,327,709","56,000,000","8,103,778","3,327,709"
Pension Obligation Bonds,"211,014,165","8,811,454","8,811,454",0,"110,413,101","110,413,101","110,413,101",0,0
Pension,"435.378,465",38.715.740,"38,715,740",0,"1,167,961,775",1.167.013.428,"465,640,390","702.321,385","701,373,038"
FICA,"67,451,109","34,380,756","34,380,756",0,"68,825,236",68.825.236,"71,092,563","(2,267,327)","(2,267,327)"
Flex Cash Payments,"581,845","593,623","593,623",0,"1,000,000","1,000,000","1,000,000",0,0
Health /Medical,"409,437,520","204,079,841","204,079,841",0,"387,871,657","411,272,031","396,406,492","(8,534,835)","14,865,539"
Group Life Insurance,"7,124,743","3,552,538","3,552,538",0,"7,750,000","7,760,151","7,925,193","(175,193)","(165,042)"
Group Legal,"4,107,181","4,501,597","4,501,597",0,"4,183,450","6,915,564","7,965,388","(3,781,938)","(1,049,824)"
Tool Allowance,"94,250","105,200","105,200",0,"125,000","135,633","135,633","(10,633)",0
Finance-Hero Scholarship Awards,"18,000","18,000","18,000",0,"25,000","25,000","25,000",0,0
Finance-Indemnities,0,"25,077,529","25,077,529",0,"33,660,000","33,660,000","39,660,000","(6,000,000)","(6,000,000)"
Finance-Refunds,"100,000",0,0,0,"250,000","250,000","250,000",0,0
Finance-School District Contribution,"114,050,100",0,0,0,"69,110,300","69,110,300","69,110,300",0,0
Finance-Witness Fees,"101,452","51,499","51,499",0,"171,518","171,518","171,518",0,0
Fire,"247,991,912","97,139,866","97,139,866",0,"206,759,668","203,168,035","224,332,346","(17,572,678)","(21,164,311)"
First Judicial District,"108,716,187","55,005,363","55,005,363",0,"106,251,123","108,859,727","109,459,727","(3,208,604)","(600,000)"
Common Pleas Court,"70,703,180","37,048,490","37,048,490",0,"72,448,315",74.248.315,"74,248,315","(1,800,000)",0
Office of Court Administrator,"23.925,430","10,509,393","10,509,393",0,"19,244,540","19,644,540","20,244,540","(1,000,000)","(600,000)"
Municipal Court,"9,007,920","4,643,116","4,643,116",0,"8,994,459","9,244,459","9,244,459","(250,000)",0
Traffic Court,"5,079,657","2,804,364","2,804,364",0,"5,563,809",5.722.413,5.722.413,"(158,604)",0
Fleet Management,"50,062,898","34,912,566","34,912,566",0,"47,808,114","48,840,155","48,840,155","(1,032,041)",0
Fleet Management - Vehicle Purchases,"12,548,186","9,217,351","9,217,351",0,"11,965,000","11,965,000","11,965,000",0,0
Free Library,"35,736,303","22,312,186","22,281,054","31,132","38,674,193","40,198,080","40,198,080","(1,523,887)",0
Historical Commission,"349,704","199,877","188,068","11,809","412,330","419,781","419,781","(7,451)",0
Human Relations Commission,"1,783,651","863,340","863,340",0,"2,099,907","2,116,623","2,116,623","(16,716)",0
Human Services,"100,241,130","75,576,013","75,576,013",0,"99,480,256","99,480,256","102,776,689","(3,296,433)","(3,296,433)"
Administration & Management,7.722.100,4.136.264,4.136.264,0,"10,702,102",10.702.102,10.702.102,0,0
Performance Management & Accountability,"1,060,691","424,697","424,697",0,"1,949,507","1,949,507","1,949,507",0,0
Juvenile Justice Services,"35,467,445","28,633,789","28,633,789",0,"35,302,177",35.302.177,"35,302,177",0,0
Children & Youth (Child Welfare) (1) Includes Provision for Future Labor Obligations,"55,990,894","42,381,263","42,381,263",0,"51,526,470","51,526,470","54,822,903","(3,296,433)","(3,296,433)"
