0,1,2,3,4,5,6,7,8,9
L&I-Board of L & I Review,"157,864","38,183","38,183",0,"171,785","168,349","168,349","3,436",0
L&I-Zoning Board of Adjustment,"344,504",0,0,0,0,0,0,0,0
Managing Director's Office,"38,699,744","15,262,109","15,262,109",0,"40,285,836","39,346,048","42,342,612","(2,056,776)","(2,996,564)"
Managing Director-Legal Services,"46,490,832","46,247,390","46,247,390",0,"48,414,381","48,414,381","48,824,041","(409,660)","(409,660)"
Mayor's Office,"4,807,236","1,101,719","1,101,719",0,"4,634,141","4,425,997","4,425,997","208,144",0
Mayor's Office-Scholarships,"200,000","170,000","170,000",0,"200,000","200,000","200,000",0,0
Mayor's Office-Comm. Empowerment & Opp.,"679,347","976,846","976,846",0,"1,675,000","1,641,500","2,141,500","(466,500)","(500,000)"
Mayor's Office of Transportation & Utilities,0,0,0,0,0,0,0,0,0
Mural Arts Program,"1,673,843","126,775","126,775",0,"1,924,602","1,909,016","1,909,016","15,586",0
Office of Arts and Culture,"4,139,300","755,388","755,388",0,"4,179,966","4,152,056","4,152,056","27,910",0
Office of Behavioral Hith & Intellectual disAbility,"14,131,779","12,775,294","12,775,294",0,"14,218,574","14,200,404","14,200,404","18,170",0
Office of the Chief Administrative Officer,"5,437,723","1,740,249","1,740,249",0,"5,753,587","5,541,455","5,541,455","212,132",0
Office of Community Schools and Pre-K,"13,876,366","20,774,272","20,774,272",0,"42,551,677","42,499,175","42,499,175","52,502",0
Office of Homeless Services,"46,784,518","15,322,437","15,322,437",0,"48,247,957","48,012,584","48,012,584","235,373",0
Office of Housing and Comm. Development,"3,373,000",0,0,0,0,0,0,0,0
Office of Human Resources,"6,188,896","1,192,726","1,192,726",0,"6,011,608","5,867,729","5,867,729","143,879",0
Office of Innovation and Technology-Base,"56,458,858","19,067,816","19,067,816",0,"63,131,600","61,894,584","61,894,584","1,237,016",0
Office of Innovation and Technology-911,"20,453,737","8,213,642","8,213,642",0,"20,605,908","20,605,908","20,605,908",0,0
Office of the Inspector General,"1,483,102","342,757","342,757",0,"1,648,011","1,606,311","1,636,311","11,700","(30,000)"
Office of Planning and Development,"976,527",0,0,0,0,0,0,0,0
Office of Property Assessment,"12,694,377","3,158,267","3,158,267",0,"13,923,826","13,615,630","13,615,630","308,196",0
Office of Sustainability,"800,940","151,440","151,440",0,"969,138","929,944","929,944","39,194",0
Parks and Recreation,"61,134,109","23,324,868","23,324,868",0,"61,733,041","61,058,911","61,058,911","674,130",0
Planning & Development,0,"3,811,622","3,811,622",0,"8,195,882","8,003,706","8,003,706","192,176",0
Police,"666,275,720","166,275,019","166,275,019",0,"652,106,097","679,000,170","679,000,170","(26,894,073)",0
Prisons,"260,892,091","132,706,340","132,706,340",0,"258,958,360","257,922,056","257,922,056","1,036,304",0
Procurement,"4,803,825","1,252,890","1,252,890",0,"4,932,053","4,881,345","4,881,345","50,708",0
Public Health,"132,974,083","70,483,782","70,483,782",0,"136,362,067","136,325,462","136,325,462","36,605",0
Public Property,"63,941,277","10,511,572","10,511,572",0,"65,448,723","65,180,347","65,180,347","268,376",0
Public Property-SEPTA Subsidy,"79,720,000","20,687,000","20,687,000",0,"82,749,000","82,749,000","82,749,000",0,0
Public Property-Space Rentals,"19,816,086","18,661,337","18,661,337",0,"20,950,268","20,950,268","24,450,268","(3,500,000)","(3,500,000)"
Public Property-Utilities,"29,294,870","11,625,178","11,625,178",0,"24,655,024","24,655,024","24,655,024",0,0
Records,"4,439,439","1,948,073","1,948,073",0,"4,878,928","4,774,091","4,774,091","104,837",0
Register of Wills,"3,916,424","933,319","933,319",0,"4,244,282","4,240,393","4,240,393","3,889",0
Revenue,"29,160,445","7,349,136","7,349,136",0,"30,492,518","30,044,546","30,044,546","447,972",0
Sheriff,"26,388,399","6,650,912","6,650,912",0,"23,071,824","23,034,111","23,874,111","(802,287)","(840,000)"
Sinking Fund Commission (Debt Service),"238,367,244","126,357,915","126,357,915",0,"296,019,214","296,019,214","296,019,214",0,0
Streets,"142,280,366","60,317,856","60,317,856",0,"137,332,424","136,202,512","136,202,512","1,129,912",0
Youth Commission,0,0,0,0,0,0,0,0,0
TOTAL GENERAL FUND,"4,139,791,161","1,250,647,444","1,250,647,444",0,"4,437,709,000","4,421,658,596","4,432,370,090","5,338,910","(10,711,494)"
