0,1,2,3,4,5,6,7,8,9
,,,FISCAL YEAR 2021 YEAR TO DATE,,,,FISCAL YEAR 2021 FULL YEAR,,
DEPARTMENT,FY 2020 UNAUDITED ACTUAL,TARGET BUDGET PLAN,ACTUAL,ACTUAL (OVER) UNDER TARGET BUDGET,ORIGINAL ADOPTED BUDGET,TARGET BUDGET,CURRENT PROJECTION,CURRENT (OVER) UNDER ADOPTED BUDGET,PROJECTION TARGET
Art Museum Subsidy,"2,550,000","510,000","510,000",0,"2,040,000","2,040,000","2,040,000",0,0
Auditing (City Controller's Office),"9,983,963","2,305,956","2,305,956",0,"9,568,289","9,568,289","9,568,289",0,0
Board of Ethics,"968,750","176,469","176,469",0,"975,196","975,196","975,196",0,0
Board of Revision of Taxes,"1,106,373","249,630","249,630",0,"1,043,214","1,043,214","1,043,214",0,0
City Commissioners (Election Board),"14,183,398","4,003,501","4,003,501",0,"12,297,852","12,297,852","22,044,682","(9,746,830)","(9,746,830)"
City Council,"17,406,469","4,030,043","4,030,043",0,"42,282,973","42,282,973","42,282,973",0,0
City Representative,"1,029,060",0,0,0,0,0,0,0,0
City Treasurer,"1,456,308","384,713","384,713",0,"1,583,938","1,583,938","1,948,938","(365,000)","(365,000)"
Civil Service Commission,"190,826","81,879","81,879",0,"207,742","207,742","207,742",0,0
Commerce,"10,227,130","4,243,002","4,243,002",0,"3,637,148","3,637,148","3,184,826","452,322","452,322"
Commerce-Convention Center Subsidy,"15,000,000","15,000,000","15,000,000",0,"15,000,000","15,000,000","15,000,000",0,0
Commerce-Economic Stimulus,"5,654,666",0,0,0,"3,015,000","3,015,000","3,015,000",0,0
District Attorney,"45,281,660","11,220,663","11,220,663",0,"33,376,659","33,376,659","37,631,659","(4,255,000)","(4,255,000)"
Finance,"99,287,977","4,819,557","4,819,557",0,"38,724,672","38,724,672","39,970,029","(1,245,357)","(1,245,357)"
Finance-Budget Stabilization Reserve,"34,276,000",0,0,0,0,0,0,0,0
Finance-Disability-Reg #32 Payroll,"1,092,451","372,597","372,597",0,"2,650,000","2,650,000","2,650,000",0,0
Finance-Federal Grant Reserve,0,0,0,0,"25,000,000","25,000,000","25,000,000",0,0
Finance-Community College Subsidy,"36,059,207","19,654,604","19,654,604",0,"44,110,159","44,110,159","44,110,159",0,0
Finance - Employee Benefits,"1,363,379,632","160,881,206","160,881,206",0,"1,287,159,003","1,287,159,003","1,290,884,993","(3,725,990)","(3,725,990)"
Unemployment Compensation,"4,687,316","2,710,385","2,710,385",0,"4,080,260","4,080,260","4,080,260",0,0
Employee Disability,"61,343,339","21,350,324","21,350,324",0,"74,028,253","74,028,253","74,028,253",0,0
Pension Obligation Bonds,"110,070,681","20,767,558","20,767,558",0,"34,847,911","34,847,911","34,937,703","(89,792)","(89,792)"
Pension,"606,363,107","(858,954)","(858,954)",0,"587,780,712","587,780,712","591,416,910","(3,636,198)","(3,636,198)"
Pension-Sales Tax,"42,731,949",0,0,0,"27,253,908","27,253,908","27,253,908",0,0
Pension-Plan 10,"344,685",0,0,0,"300,000","300,000","300,000",0,0
FICA,"80,102,612","19,306,242","19,306,242",0,"84,264,776","84,264,776","84,264,776",0,0
Flex Cash Payments,"911,356",(936),(936),0,"800,000","800,000","800,000",0,0
Health/Medical,"443,747,420","95,609,543","95,609,543",0,"459,268,183","459,268,183","459,268,183",0,0
Group Life Insurance,"4,878,548","878,442","878,442",0,"8,850,000","8,850,000","8,850,000",0,0
Group Legal,"8,010,344","1,118,602","1,118,602",0,"5,535,000","5,535,000","5,535,000",0,0
Tool Allowance,"188,275",0,0,0,"150,000","150,000","150,000",0,0
Finance-Hero Scholarship Awards,0,0,0,0,"25,000","25,000","25,000",0,0
Finance-Indemnities,"7,238,981","11,259,503","11,259,503",0,"49,246,000","49,246,000","49,246,000",0,0
Finance-Refunds,"11,660","6,503","6,503",0,"250,000","250,000","250,000",0,0
Finance-School District Contribution,"227,106,410",0,0,0,"252,578,558","252,578,558","252,578,558",0,0
Finance-Witness Fees,"94,904",30,30,0,"171,518","171,518","171,518",0,0
Fire,"330,899,509","74,345,285","79,560,080","(5,214,795)","315,056,258","315,056,258","339,056,258","(24,000,000)","(24,000,000)"
First Judicial District,"116,576,528","24,005,254","24,005,254",0,"116,036,029","116,036,029","116,036,029",0,0
Fleet Management,"46,073,994","13,402,484","13,402,484",0,"46,803,724","46,803,724","46,803,724",0,0
Fleet Management - Vehicle Purchases,"18,274,884","7,053,232","7,053,232",0,"9,797,739","9,797,739","9,797,739",0,0
Free Library,"46,268,851","11,047,798","11,047,798",0,"39,650,733","39,650,733","39,650,733",0,0
Human Relations Commission,"2,332,700","524,377","524,377",0,"2,422,973","2,422,973","2,422,973",0,0
Human Services,"112,543,973","52,368,907","52,368,907",0,"163,090,633","163,090,633","164,544,253","(1,453,620)","(1,453,620)"
Labor,"2,217,240","479,172","479,172",0,"2,839,104","2,839,104","2,839,104",0,0
Law,"16,572,642","4,345,496","4,345,496",0,"15,014,106","15,014,106","15,014,106",0,0
Licenses & Inspections,"38,894,319","7,887,106","7,887,106",0,"38,251,694","38,251,694","38,251,694",0,0
L&I-Board of Building Standards,"79,592","18,737","18,737",0,"82,018","82,018","82,018",0,0
L&I-Board of L & I Review,"136,765","29,777","29,777",0,"176,071","176,071","176,071",0,0
