0,1,2,3,4,5,6,7,8,9
,,,FISCAL YEAR 2018 YEAR TO DATE,,,,FISCAL YEAR 2018 FULL YEAR,,
DEPARTMENT,FY 2017 ACTUAL,TARGET BUDGET PLAN,ACTUAL,ACTUAL (OVER) UNDER TARGET BUDGET,ORIGINAL ADOPTED BUDGET,TARGET BUDGET,CURRENT PROJECTION,CURRENT (OVER) UNDER ADOPTED BUDGET,PROJECTION TARGET
Art Museum Subsidy,"2,550,000","637,500","637,500",0,"2,550,000","2,550,000","2,550,000",0,0
Atwater Kent Museum,"298,440","107,895","107,895",0,"301,897","297,148","297,148","4,749",0
Auditing (City Controller's Office),"8,477,318","1,988,983","1,988,983",0,"8,949,215","8,695,504","8,695,504","253,711",0
Board of Ethics,"950,743","223,130","223,130",0,"1,095,489","1,073,764","1,073,764","21,725",0
Board of Revision of Taxes,"1,024,765","217,989","217,989",0,"1,048,926","1,024,977","1,024,977","23,949",0
City Commissioners (Election Board),"10,983,892","2,113,429","2,113,429",0,"9,911,167","9,877,982","9,877,982","33,185",0
City Council,"15,604,515","4,031,804","4,031,804",0,"17,707,946","17,325,693","17,325,693","382,253",0
City Planning Commission,"2,514,423",0,0,0,0,0,0,0,0
City Representative,"858,744","110,352","110,352",0,"1,217,420","1,182,949","1,182,949","34,471",0
City Treasurer,"1,092,563","291,098","291,098",0,"1,203,537","1,161,245","1,161,245","42,292",0
Civil Service Commission (1),"190,912","64,414","64,414",0,"20,196,970","193,031","193,031","20,003,939",0
Commerce,"5,658,560","2,378,435","2,378,435",0,"5,667,596","5,449,795","5,617,326","50,270","(167,531)"
Commerce-Convention Center Subsidy,"15,000,000","15,000,000","15,000,000",0,"15,000,000","15,000,000","15,000,000",0,0
Commerce-Economic Stimulus,"2,794,448","2,794,448","2,794,448",0,"2,794,448","2,794,448","2,854,448","(60,000)","(60,000)"
District Attorney,"36,257,653","9,249,196","9,249,196",0,"37,810,487","37,199,364","37,324,364","486,123","(125,000)"
Finance,"12,482,995","4,871,310","4,871,310",0,"14,861,198","14,557,786","14,557,786","303,412",0
Finance-Disability-Reg #32 Payroll,"1,987,825","491,312","491,312",0,0,"2,650,000","2,650,000","(2,650,000)",0
Finance-Federal Grant Reserve,0,0,0,0,"50,893,000","50,893,000","50,893,000",0,0
Finance-Community College Subsidy,"29,909,207","30,409,207","30,409,207",0,"30,409,207","30,409,207","30,409,207",0,0
Finance - Employee Benefits,"1,240,988,145","155,091,256","155,091,256",0,"1,307,799,345","1,296,249,040","1,296,249,040","11,550,305",0
Unemployment Compensation,"1,970,599",0,0,0,"4,080,260","4,080,260","4,080,260",0,0
Employee Disability,"56,192,257","17,948,059","17,948,059",0,"67,087,798","64,437,798","64,437,798","2,650,000",0
Pension Obligation Bonds,"109,480,673","1,992,596","1,992,596",0,"111,330,520","111,330,520","111,330,520",0,0
Pension,"536,570,498",0,0,0,"544,877,667","544,877,667","544,877,667",0,0
Pension-Sales Tax,"19,177,417",0,0,0,"24,041,450","24,041,450","24,041,450",0,0
Pension-Plan 10,"81,476","201,237","201,237",0,0,0,0,0,0
FICA,"75,096,960","21,808,301","21,808,301",0,"76,057,992","76,057,992","76,057,992",0,0
Flex Cash Payments,"599,546",0,0,0,"800,000","800,000","800,000",0,0
Health/Medical,"429,069,103","110,047,267","110,047,267",0,"466,427,163","457,526,858","457,526,858","8,900,305",0
Group Life Insurance,"7,986,237","1,940,323","1,940,323",0,"8,100,386","8,100,386","8,100,386",0,0
Group Legal,"4,639,379","1,153,473","1,153,473",0,"4,849,842","4,849,842","4,849,842",0,0
Tool Allowance,"124,000",0,0,0,"146,267","146,267","146,267",0,0
Finance-Hero Scholarship Awards,"15,000","2,000","2,000",0,"25,000","25,000","25,000",0,0
Finance-Indemnities,0,"9,377,541","9,377,541",0,"44,920,000","44,920,000","44,920,000",0,0
Finance-Refunds,0,0,0,0,"250,000","250,000","250,000",0,0
Finance-School District Contribution,"104,263,617",0,0,0,"104,348,281","104,348,281","104,348,281",0,0
Finance-Witness Fees,"107,655","11,966","11,966",0,"171,518","171,518","171,518",0,0
Fire,"236,274,906","60,802,194","60,802,194",0,"247,546,034","247,517,239","247,517,239","28,795",0
First Judicial District,"109,120,853","24,355,800","24,355,800",0,"111,442,508","109,365,577","109,365,577","2,076,931",0
Fleet Management,"41,824,587","10,963,591","10,963,591",0,"49,576,866","48,870,252","48,870,252","706,614",0
Fleet Management - Vehicle Purchases,"18,994,042","11,726,625","11,726,625",0,"13,965,000","13,965,000","16,047,739","(2,082,739)","(2,082,739)"
Free Library,"40,470,907","10,736,030","10,736,030",0,"40,937,562","40,102,030","40,102,030","835,532",0
Historical Commission,"400,662",0,0,0,0,0,0,0,0
Human Relations Commission,"2,004,001","454,947","454,947",0,"2,204,279","2,154,570","2,154,570","49,709",0
Human Services,"103,046,621","68,799,004","68,799,004",0,"109,035,530","109,035,530","109,035,530",0,0
Labor,"937,484","335,429","335,429",0,"1,617,396","1,558,598","1,558,598","58,798",0
Law,"16,465,732","4,790,682","4,790,682",0,"15,743,191","15,215,686","15,215,686","527,505",0
Licenses & Inspections,"32,913,392","7,899,970","7,899,970",0,"35,755,266","35,428,244","35,428,244","327,022",0
L&I-Board of Building Standards,"69,683","5,778","5,778",0,"75,419","73,911","73,911","1,508",0
