0,1,2,3,4,5,6,7,8,9
Art Museum Subsidy,"2,550,500","1,912,500","1,912,500",0,"2,550,000","2,550,000","2,550,000",0,0
Atwater Kent Museum,"306,771","187,500","187,500",0,"250,000","250,000","250,000",0,0
Auditing (City Controller's Office),"8,762,254","6,533,467","6,533,467",0,"8,893,008","9,209,745","9,209,745","(316,737)",0
Board of Ethics,"974,344","677,568","677,568",0,"1,074,792","1,098,971","1,098,971","(24,179)",0
Board of Revision of Taxes,"952,531","719,096","719,096",0,"1,046,903","1,071,422","1,071,422","(24,519)",0
City Commissioners (Election Board),"10,124,526","6,951,324","6,951,324",0,"10,351,881","13,753,477","15,928,677","(5,576,796)","(2,175,200)"
City Council,"16,959,076","12,187,732","12,187,732",0,"17,225,693","17,807,973","17,807,973","(582,280)",0
City Planning Commission,0,0,0,0,0,0,0,0,0
City Representative,"1,116,837","810,862","810,862",0,"1,158,249","1,223,288","1,223,288","(65,039)",0
City Treasurer,"1,177,474","1,322,887","1,322,887",0,"1,692,315","1,725,724","1,725,724","(33,409)",0
Civil Service Commission (1),"193,463","151,789","151,789",0,"16,645,428","201,591","201,591","16,443,837",0
Commerce,"5,581,442","5,198,823","5,198,823",0,"6,013,658","7,415,783","7,415,783","(1,402,125)",0
Commerce-Convention Center Subsidy,"15,000,000","15,000,000","15,000,000",0,"15,000,000","15,000,000","15,000,000",0,0
Commerce-Economic Stimulus,"2,854,448","1,154,121","1,154,121",0,"2,397,004","1,242,883","1,242,883","1,154,121",0
District Attorney,"35,520,200","27,755,941","27,755,941",0,"41,792,293","41,832,195","41,832,195","(39,902)",0
Finance,"44,263,571","37,148,082","37,148,082",0,"24,790,260","44,592,419","64,892,419","(40,102,159)","(20,300,000)"
Finance-Budget Stabilization Reserve,0,0,0,0,0,"20,000,000",0,0,"20,000,000"
Finance-Disability-Reg #32 Payroll,"2,556,892","1,838,573","1,838,573",0,"2,650,000","2,650,000","2,650,000",0,0
Finance-Federal Grant Reserve,0,0,0,0,"53,573,000","53,573,000","53,573,000",0,0
Finance-Community College Subsidy,"30,409,207","31,909,207","31,909,207",0,"32,409,207","32,409,207","32,409,207",0,0
Finance - Employee Benefits,"1,314,021,386","1,126,217,634","1,126,217,634",0,"1,360,238,207","1,375,589,153","1,375,589,153","(15,350,946)",0
Unemployment Compensation,"3,492,886","2,719,630","2,719,630",0,"4,080,260","4,080,260","4,080,260",0,0
Employee Disability,"56,011,219","52,833,772","52,833,772",0,"61,799,849","61,799,849","61,799,849",0,0
Pension Obligation Bonds,"110,159,328","104,392,439","104,392,439",0,"110,077,649","110,077,649","110,077,649",0,0
Pension,"607,875,436","558,816,615","558,816,615",0,"561,418,620","561,418,620","561,418,620",0,0
Pension-Sales Tax,"24,202,319",0,0,0,"48,262,124","45,202,397","45,202,397","3,059,727",0
Pension-Plan 10,"201,237","239,148","239,148",0,0,0,0,0,0
FICA,"80,441,125","61,855,680","61,855,680",0,"78,631,100","78,631,100","78,631,100",0,0
Flex Cash Payments,"645,989","623,539","623,539",0,"800,000","800,000","800,000",0,0
Health/Medical,"418,230,169","334,897,888","334,897,888",0,"481,764,702","500,175,375","500,175,375","(18,410,673)",0
Group Life Insurance,"7,782,681","5,949,187","5,949,187",0,"8,407,794","8,407,794","8,407,794",0,0
Group Legal,"4,769,947","3,782,561","3,782,561",0,"4,849,842","4,849,842","4,849,842",0,0
Tool Allowance,"209,050","107,175","107,175",0,"146,267","146,267","146,267",0,0
Finance-Hero Scholarship Awards,"2,000",0,0,0,"25,000","25,000","25,000",0,0
Finance-Indemnities,0,"29,343,139","29,343,139",0,"48,780,000","48,780,000","48,780,000",0,0
Finance-Refunds,"10,202","18,279","18,279",0,"250,000","250,000","250,000",0,0
Finance-School District Contribution,"104,348,281","135,652,906","135,652,906",0,"180,870,541","180,870,541","185,770,541","(4,900,000)","(4,900,000)"
Finance-Witness Fees,"86,141","70,490","70,490",0,"171,518","171,518","171,518",0,0
Fire,"268,563,285","220,940,524","220,940,524",0,"277,613,180","294,185,387","306,185,387","(28,572,207)","(12,000,000)"
First Judicial District,"114,171,926","79,896,023","79,896,023",0,"109,556,573","112,731,854","112,731,854","(3,175,281)",0
Fleet Management,"45,083,004","36,945,906","36,945,906",0,"49,062,057","49,226,289","49,827,789","(765,732)","(601,500)"
Fleet Management - Vehicle Purchases,"19,340,817","14,040,255","14,040,255",0,"14,797,739","14,797,739","14,797,739",0,0
Free Library,"41,794,729","32,090,886","32,090,886",0,"41,286,517","42,265,871","42,265,871","(979,354)",0
Historical Commission,0,0,0,0,0,0,0,0,0
Human Relations Commission,"2,079,631","1,542,621","1,542,621",0,"2,202,336","2,297,418","2,297,418","(95,082)",0
Human Services,"108,622,882","93,300,139","93,300,139",0,"112,073,598","112,073,598","112,073,598",0,0
Labor,"1,445,501","1,243,148","1,243,148",0,"1,746,946","2,014,103","2,014,103","(267,157)",0
Law,"14,800,512","12,612,865","12,612,865",0,"15,835,164","16,066,096","16,066,096","(230,932)",0
