0,1,2,3,4,5,6,7,8,9
Indemnities,"34,536,970","34,500,000","34,500,000",0,"24,500,000","34,500,000","34,500,000","(10,000,000)",0
Law,"19,256,401","19,548,318","19,548,318",0,"20,768,318","19,548,318","19,548,318","1,220,000",o
Legal Services icl. Defender Association,"37,338,541","35,941,188","35,941,188",0,"35,941,188","35,941,188","35,941,188",0,0
Licenses & Inspections,"26,667,003","24,173,461","24,173,461",0,"24,102,601","24,173,461","24,173,461","(70,860)",0
Managing Director (MDO),"20,129,699","17,743,569","17,743,569",0,"18,786,569","17,743,569","17,743,569","1,043,000",0
Mayor,"5,948,974","3,984,384","3,984,384",o,"4,359,384","3,984,384","3,984,384","375,000",0
Mayor Office of Arts and Culture,0,"3,947,113","3,947,113",0,"3,935,113","3,947,113","3,947,113","(12,000)",0
Mayor Office of the Inspector General,0,"1,309,677","1,309,677",,"1,309,677","1,309,677","1,309,677",0,0
Mayor Office of Labor Relations,"534,790","539,350","539,350",,"485,415","539,350","539,350","(53,935)",0
Mayor Scholarships,"199,982","200,000","200,000",,"200,000","200,000","200,000",0,0
Mayor's Office of Community Services,0,0,0,0,0,0,0,0,0
Mayor's Office of Transportation,"410,517","500,000","500,000",0,"500,000","500,000","500,000",o,0
Mural Arts Program,"763,065","1,000,000","1,000,000",o,"1,000,000","1,000,000","1,000,000",0,o
Off. of Behavioral Hith./Mental Retard. Svcs.,"14,260,395","14,271,572","14,271,572",o,"14,271,572","14,271,572","14,271,572",o,0
Office of Housing and Comm. Developmt.,"4,000,000","2,800,000","2,800,000",0,"2,800,000","2,800,000","2,800,000",o,o
Office of Human Resources,"4,197,540","4,379,301","4,379,301",0,"4,568,301","4,379,301","4,379,301","189,000",0
Office of Supportive Housing,"39,436,609","38,473,558","38,473,558",,"38,473,558","38,473,558","38,473,558",0,0
Police,"534,322,120","527,496,250","527,496,250",0,"522,478,250","527,496,250","527,496,250","(5,018,000)",0
Prisons,"241,304,325","239,835,310","239,835,310",0,"248,835,310","239,835,310","239,835,310","9,000,000",0
Procurement,"4,865,550","4,275,000","4,275,000",o,"3,775,000","4,275,000","4,275,000","(500,000)",0
Public Health,"116,239,900","116,936,577","116,936,577",o,"116,936,576","116,936,577","116,936,577",(1),0
Ambulatory Health Services,"49,295,384","48,168,701","48,168,701",0,"48,168,701","48,168,701","48,168,701",o,o
"Early Childhood, Youth & Women's Health","2,246,984","1,694,245","1,694,245",o,"1,694,245","1,694,245","1,694,245",o,o
Phila. Nursing Home,"38,010,812","40,477,775","40,477,775",0,"40,477,775","40,477,775","40,477,775",0,o
Environmental Protection Services,"8,963,235","9,015,705","9,015,705",o,"9,072,213","9,015,705","9,015,705","56,508",o
Administration and Support Svcs,"8,059,380","7,962,029","7,962,029",o,"7,905,521","7,962,029","7,962,029","(56,508)",o
Medical Examiner's Office,"3,957,419","4,124,030","4,124,030",o,"4,124,030","4,124,030","4,124,030",o,o
Infectious Disease Control,"5,706,686","5,494,092","5,494,092",o,"5,494,091","5,494,092","5,494,092",(1),o
Public Property,"52,640,536","54,380,727","54,380,727",o,"56,359,878","54,380,727","54,380,727","1,979,151",0
Public Property SEPTA Subsidy,"62,937,000","64,164,000","64,164,000",o,"64,164,000","64,164,000","64,164,000",0,0
Public Property Space Rentais,"15,058,094","15,083,108","15,083,108",0,"15,083,108","15,083,108","15,083,108",0,0
Public Property - Telecommunications,"4,303,017",0,0,o,"9,584,598",0,0,"9,584,598",0
Public Property Utilities,"33,134,587","32,520,000","32,520,000",0,"32,520,000","32,520,000","32,520,000",0,o
Records,"6,872,795","5,334,815","5,334,815",0,"5,334,815","5,334,815","5,334,815",0,0
Recreation,"36,462,424","33,869,244","33,869,244",0,"33,619,244","33,869,244","33,869,244","(250,000)",0
Refunds,895,"250,000","250,000",0,"250,000","250,000","250,000",0,0
Register of Wills,"3,598,404","3,399,278","3,399,278",0,"3,399,278","3,399,278","3,399,278",0,0
Revenue,"16,996,753","18,768,209","18,768,209",0,"16,414,209","18,768,209","18,768,209","(2,354,000)",0
Sherlff,"15,581,140","15,288,657","15,288,657",0,"13,066,657","15,288,657","15,288,657","(2,222,000)",0
Sinking Fund (Debt Service),"186,962,665","201,551,192","201,551,192",0,"215,530,786","201,551,192","201,551,192","13,979,594",0
Streets,"31,671,296","46,759,385","46,759,385",0,"26,803,207","46,759,385","46,759,385","(19,956,178)",0
Engineering Design & Surveying,"5,456,546","5,017,166","5,017,166",0,"5,017,166","5,017,166","5,017,166",0,0
General Support,"5,080,705","4,501,664","4,501,664",o,"4,501,664","4,501,664","4,501,664",o,o
Highways,"14,272,166","31,308,898","31,308,898",o,"11,308,898","31,308,898","31,308,898","(20,000,000)",o
Street Lighting,"3,109,048","2,336,957","2,336,957",o,"2,380,779","2,336,957","2,336,957","43,822",o
Traffic Engineering,"3,752,831","3,594,700","3,594,700",o,"3,594,700","3,594,700","3,594,700",o,o
Streets Sanitation,"99,685,521","90,364,673","90,364,673",o,"90,320,851","90,364,673","90,364,673","(43,822)",0
Witness Fees,"116,574","171,518","171,518",0,"171,518","171,518","171,518",0,0
Youth Commission,"51,114","100,000","100,000",0,"100,000","100,000","100,000",0,0
Zoning Board of Adjustment,"358,714","377,871","377,871",0,"377,871","377,871","377,871",0,0
Zoning Code Commission,"382,022","500,000","500,000",o,"500,000","500,000","500,000",0,0
TOTAL GENERAL FUND,"3,915,287,574","3,727,587,394","3,727,587,394",0,"3,693,829,000","3,727,587,394","3,727,587,394","(33,758,394)",0
