0,1,2,3,4,0,1,2,3,4
Art Museum Subsidy,"2,300,000","1,275,000","1,275,000",0,"2,550,000","2,550,000","2,550,000",0,0
Atwater Kent Museum,"270,143","155,184","155,184",0,"270,674","270,674","270,674",0,0
Auditing (City Controller's Office),"7,027,133","3,717,587","3,643,126","74,461","7,696,397","7,696,397","7,696,397",0,0
Board of Ethics,"712,672","394,203","351,281","42,922","1,000,000","1,000,000","1,000,000",0,0
Board of Revision of Taxes,"1,056,069","537,909","537,909",0,"1,050,587","1,050,587","1,357,587","(307,000)","(307,000)"
City Commissioners (Election Board),"8,683,402","4,744,153","4,546,592","197,561","8,889,014","8,889,014","8,889,014",0,0
City Council,"13,430,973","6,718,648","6,718,648",0,"15,814,559","15,814,559","16,164,559","(350,000)","(350,000)"
City Planning Commission,"2,251,986","1,115,280","1,106,863","8,417","2,272,534","2,272,534","2,272,534",0,0
City Representative,"959,503","598,878","216,667","382,211","1,005,915","1,005,915","1,005,915",0,0
City Treasurer,"883,997","471,925","487,751","(15,826)","899,260","899,260","899,260",0,0
Civil Service Commission (1),"170,585","96,944","100,332","(3,388)","84,875,942","37,387,323","37,387,323","47,488,619",0
Commerce,"2,544,250","1,684,118","1,643,814","40,304","2,710,189","2,710,189","2,710,189",0,0
Commerce-Convention Center Subsidy,"15,000,000","15,000,000","15,000,000",0,"15,000,000","15,000,000","15,000,000",0,0
Commerce-Economic Stimulus,"1,294,448",0,0,0,"1,294,448","1,294,448","1,294,448",0,0
District Attorney,"31,449,689","15,873,642","15,817,656","55,986","32,081,616","32,081,616","32,531,616","(450,000)","(450,000)"
Finance,"17,167,409","9,223,842","9,199,367","24,475","17,349,592","17,349,592","17,649,592","(300,000)","(300,000)"
Finance-Community College Subsidy,"25,409,207","26,409,207","26,409,207",0,"26,409,207","26,409,207","26,409,207",o,0
Finance - Employee Benefits,"1,119,074,214","333,436,389","333,436,389",0,"1,177,304,676","1,226,624,409","1,226,624,409","(49,319,733)",0
Unemployment Compensation,"3,491,713","1,458,983","1,458,983",o,"5,580,260","5,580,260","5,580,260",o,o
Employee Disability,"57,372,545","32,635,497","32,635,497",o,"63,316,041","63,316,041","63,316,041",o,o
Pension Obligation Bonds,"196,609,859","10,038,777","10,038,777",o,"105,350,670","105,350,670","105,350,670",o,o
Pension,"422,264,480","40,351,500","40,351,500",o,"562,169,000","562,169,000","562,169,000",o,o
FICA,"64,699,067","32,273,431","32,273,431",o,"65,003,402","65,003,402","65,003,402",o,0
Flex Cash Payments,"726,258","581,339","581,339",o,"1,000,000","1,000,000","1,000,000",o,o
Health/Medical,"363,177,332","210,376,522","210,376,522",o,"362,876,303","411,948,784","411,948,784","(49,072,481)",0
Group Life Insurance,"6,794,025","3,503,665","3,503,665",o,"7,750,000","7,750,000","7,750,000",o,o
Group Legal,"3,845,185","2,122,425","2,122,425",o,"4,134,000","4,381,252","4,381,252","(247,252)",o
Tool Allowance,"93,750","94,250","94,250",0,"125,000","125,000","125,000",o,o
Finance-Hero Scholarship Awards,"21,000","18,000","18,000",0,"25,000","25,000","25,000",0,0
Finance-Indemnities,"30,268,500","24,850,492","24,850,492",0,"32,500,000","32,500,000","41,000,000","(8,500,000)","(8,500,000)"
Finance-Refunds,36,"100,000","100,000",0,"250,000","250,000","250,000",0,0
Finance-School District Contribution,"68,990,000","114,050,100","114,050,100",0,"69,050,100","114,050,100","114,050,100","(45,000,000)",0
Finance-Witness Fees,"132,008","34,740","34,740",0,"171,518","171,518","171,518",0,0
Fire,"200,016,007","133,232,438","133,232,438",0,"197,180,578","244,669,197","244,669,197","(47,488,619)",0
First Judicial District,"110,653,579","53,844,254","53,844,254",0,"104,973,196","104,973,196","105,682,447","(709,251)","(709,251)"
Common Pleas Court,"72,511,914","36,615,198","36,615,198",o,"72,263,126","72,263,126","72,972,377","(709,251)","(709,251)"
Office of Court Administrator,"24,196,169","10,047,390","10,047,390",o,"18,151,802","18,151,802","18,151,802",o,o
Municipal Court,"8,743,120","4,539,887","4,539,887",o,"8,994,459","8,994,459","8,994,459",o,o
Traffic Court,"5,202,376","2,641,779","2,641,779",o,"5,563,809","5,563,809","5,563,809",o,0
Fleet Management,"49,840,244","25,941,321","26,691,427","(750,106)","47,479,779","47,479,779","49,779,779","(2,300,000)","(2,300,000)"
Fleet Management - Vehicle Purchases,"10,947,988","6,030,797","6,422,309","(391,512)","8,965,000","8,965,000","12,565,000","(3,600,000)","(3,600,000)"
Free Library,"33,550,653","19,458,558","19,106,276","352,282","35,258,328","35,258,328","35,258,328",0,o
Historical Commission,"351,708","167,223","163,754","3,469","396,837","396,837","396,837",0,0
Human Relations Commission,"1,688,098","892,830","818,674","74,156","2,013,747","2,013,747","2,013,747",0,0
Human Services,"90,394,071","74,492,412","74,492,412",0,"98,338,951","98,338,951","98,338,951",0,0
Administration & Management,"2,825,751","2,472,233","2,472,233",0,"6,543,077","6,543,077","6,543,077",o,o
Performance Management & Accountability,"600,161","154,281","154,281",o,"1,570,682","1,570,682","1,570,682",o,o
Juvenile Justice Services,"35,533,641","28,829,193","28,829,193",0,"36,788,887","36,788,887","36,788,887",0,o
Children & Youth (Child Welfare),"51,434,518","43,036,705","43,036,705",0,"53,436,305","53,436,305","53,436,305",o,0
