0,1,2,3,4,5,6,7,8,9
Indemnities,"34,536,970","17,250,000","14,685,608","2,564,392","24,500,000","34,500,000","34,500,000","(10,000,000)",0
Law,"19,256,401","10,759,115","10,318,624","440,491","20,768,318","19,548,318","19,548,318","1,220,000",0
Legal Services icl. Defender Association,"37,338,541","35,941,188","35,941,188",0,"35,941,188","35,941,187","35,941,187",1,0
Licenses & Inspections,"26,667,003","11,074,367","11,023,419","50,948","24,102,601","24,173,461","24,173,461","(70,860)",0
Managing Director (MDO),"20,129,699","10,032,463","9,704,877","327,586","18,786,569","17,743,569","17,743,569","1,043,000",o
Mayor,"5,948,974","1,961,255","1,720,044","241,211","4,359,384","3,984,384","3,984,384","375,000",0
Mayor Office of Arts and Culture,o,"3,447,445","3,446,342","1,103","3,935,113","3,947,113","3,947,113","(12,000)",0
Mayor Office of the Inspector General,o,"582,501","578,029",,"1,309,677","1,309,677","1,309,677",0,0
Mayor Office of Labor Relations,"534,790","266,177","255,047",,"485,415","539,350","539,350","(53,935)",0
Mayor Scholarships,"199,982","200,000","192,685",,"200,000","200,000","200,000",0,o
Mayor's Office of Community Services,o,0,0,0,o,o,o,0,o
Mayor's Office of Transportation,"410,517","245,211","349,649","(104,438)","500,000","500,000","500,000",0,o
Mural Arts Program,"763,065","762,500","714,232","48,268","1,000,000","1,000,000","1,000,000",0,0
Off. of Behavioral Hith./Mental Retard. Svcs.,"14,260,395","13,457,784","11,781,338","1,676,446","14,271,572","14,271,572","14,271,572",o,0
Office of Housing and Comm. Developmt.,"4,000,000","2,606,000","2,606,000",0,"2,800,000","2,800,000","2,800,000",o,o
Office of Human Resources,"4,197,540","2,141,381","2,078,647","62,734","4,568,301","4,379,301","4,379,301","189,000",o
Office of Supportive Housing,"39,436,609","34,635,754","32,796,181",,"38,473,558","38,473,558","38,473,558",o,o
Police,"534,322,120","252,862,700","262,191,106","(9,328,406)","522,478,250","527,403,250","527,403,250","(4,925,000)",o
Prisons,"241,304,325","166,111,715","164,948,969","1,162,746","248,835,310","239,835,310","239,835,310","9,000,000",o
Procurement,"4,865,550","1,925,892","1,929,698","(3,806)","3,775,000","4,275,000","4,275,000","(500,000)",0
Public Health,"116,239,900","86,861,695","89,023,844","(2,162,149)","116,936,576","116,936,577","116,936,577",(1),0
Ambulatory Health Services,"49,295,384","31,959,137","34,218,934","(2,259,797)","48,168,701","48,168,701","48,168,701",o,o
"Early Childhood, Youth & Women's Health","2,246,984","772,321","722,690","49,631","1,694,245","1,694,245","1,694,245",o,o
Phila. Nursing Home,"38,010,812","39,863,911","38,108,455","1,755,456","40,477,775","40,477,775","40,477,775",o,o
Environmental Protection Services,"8,963,235","5,930,281","5,848,235","82,046","9,072,213","9,015,705","9,015,705","56,508",o
Administration and Support Svcs,"8,059,380","3,938,576","4,252,535","(313,959)","7,905,521","7,962,029","7,962,029","(56,508)",o
Medical Examiner's Office,"3,957,419","1,968,347","2,391,498","(423,151)","4,124,030","4,124,030","4,124,030",o,o
Infectious Disease Control,"5,706,686","2,429,122","3,481,497","(1,052,375)","5,494,091","5,494,092","5,494,092",(1),o
Public Property,"52,640,536","22,953,263","24,772,604","(1,819,341)","56,359,878","51,880,727","51,880,727","4,479,151",0
Public Property SEPTA Subsidy,"62,937,000","32,246,000","32,245,000","1,000","64,164,000","64,164,000","64,164,000",o,o
Public Property Space Rentals,"15,058,094","15,083,108","14,878,664","204,444","15,083,108","15,083,108","15,083,108",o,0
Public Property Telecommunications,"4,303,017",o,o,o,"9,584,598",o,o,"9,584,598",o
Public Property Utilities,"33,134,587","29,590,713","29,810,713","(220,000)","32,520,000","32,520,000","32,520,000",o,0
Records,"6,872,795","3,394,260","2,955,053","439,207","5,334,815","5,334,815","5,334,815",o,o
Recreation,"36,462,424","17,592,039","17,630,866","(38,827)","33,619,244","33,869,244","33,869,244","(250,000)",o
Refunds,895,"116,250",563,"115,687","250,000","232,500","232,500","17,500",0
Register of Wills,"3,598,404","1,649,805","1,583,777","66,028","3,399,278","3,399,278","3,399,278",o,o
Revenue,"16,996,753","11,178,621","8,378,920","2,799,701","16,414,209","18,768,209","18,768,209","(2,354,000)",o
Sheriff,"15,581,140","6,882,656","7,814,185","(931,529)","13,066,657","15,266,657","15,266,657","(2,200,000)",o
Sinking Fund (Debt Service),"186,962,665","103,644,950","103,644,950",o,"215,530,786","201,551,192","201,551,192","13,979,594",o
Streets,"31,671,296","14,143,167","13,231,861","911,306","26,803,207","38,259,385","38,259,385","(11,456,178)",o
Engineering Design & Surveying,"5,456,546","2,384,720","2,327,030","57,690","5,017,166","5,017,166","5,017,166",o,o
General Support,"5,080,705","2,316,398","2,158,244","158,154","4,501,664","4,501,664","4,501,664",o,o
Highways,"14,272,166","5,632,537","5,060,164","572,373","11,308,898","22,808,898","22,808,898","(11,500,000)",o
Street Lighting,"3,109,048","1,567,379","1,809,894","(242,515)","2,380,779","2,336,957","2,336,957","43,822",o
Traffic Engineering,"3,752,831","2,242,133","1,876,529","365,604","3,594,700","3,594,700","3,594,700",a,o
Streets Sanitation,"99,685,521","64,091,477","62,325,202","1,766,275","90,320,851","87,364,673","87,364,673","2,956,178",o
Witness Fees,"116,574","85,759","38,581","47,178","171,518","171,518","171,518",o,0
Youth Commission,"51,114","50,000","28,909","21,091","100,000","100,000","100,000",o,o
Zoning Board of Adjustment,"358,714","184,832","168,087","16,745","377,871","377,871","377,871",o,0
Zoning Code Commission,"382,022","396,161","363,836","32,325","500,000","500,000","500,000",o,o
TOTAL GENERAL FUND,"3,915,287,574","2,067,171,860","2,075,073,908","(7,902,048)","3,693,829,000","3,727,844,983","3,727,844,983","(34,015,983)"
