0,1,2,3,4,5,6,7,8,9
Art Museum Subsidy,"2,040,000","1,530,000","1,530,000",0,"2,040,000","2,040,000","2,040,000",0,0
Auditing (City Controller's Office),"9,824,760","7,369,031","7,369,031",0,"9,853,289","10,308,438","10,308,438","(455,149)",0
Board of Ethics,"817,525","598,092","598,092",0,"975,196","998,750","998,750","(23,554)",0
Board of Revision of Taxes,"1,049,649","759,997","759,997",0,"1,053,462","1,074,975","1,074,975","(21,513)",0
City Commissioners (Election Board),"20,871,241","12,414,353","12,414,353",0,"18,046,852","22,369,560","22,369,560","(4,322,708)",0
City Council,"17,009,546","12,177,701","12,177,701",0,"18,677,973","18,864,888","19,496,893","(818,920)","(632,005)"
City Treasurer,"1,714,804","2,102,376","2,102,376",0,"4,740,997","4,651,040","4,651,040","89,957",0
Civil Service Commission,"170,033","127,221","127,221",0,"25,207,742","6,960,820","4,286,148","20,921,594","2,674,672"
Commerce,"3,332,692","10,317,319","10,317,319",0,"14,640,094","14,268,497","14,268,497","371,597",0
Commerce-Convention Center Subsidy,"15,000,000","15,000,000","15,000,000",0,"15,000,000","15,000,000","15,000,000",0,0
Commerce-Economic Stimulus,"2,957,678","5,834,550","5,834,550",0,"6,015,000","5,834,550","5,834,550","180,450",0
District Attorney,"42,026,933","32,707,433","32,707,433",0,"40,431,659","42,689,582","42,689,582","(2,257,923)",0
Finance,"56,342,371","23,564,115","23,564,115",0,"41,126,320","43,555,754","43,805,754","(2,679,434)","(250,000)"
Finance-Budget Stabilization Reserve,0,0,0,0,0,0,0,0,0
Finance-Disability-Reg #32 Payroll,"2,167,137","1,840,134","1,840,134",0,"2,293,165","2,293,165","2,293,165",0,0
Finance-Recession Reserve and Reopening,0,0,0,0,"75,000,000","42,500,000","42,500,000","32,500,000",0
Finance-Community College Subsidy,"41,628,751","48,128,075","48,128,075",0,"48,128,075","48,128,075","48,128,075",0,0
Finance - Employee Benefits *,"1,270,300,692","1,241,307,821","1,241,307,821",0,"1,438,592,740","1,504,750,683","1,504,836,775","(66,244,035)","(86,092)"
Unemployment Compensation,"2,208,454","1,573,300","1,573,300",0,"5,465,975","5,465,975","5,465,975",0,0
Employee Disability,"70,087,502","65,087,464","65,087,464",0,"78,457,582","78,457,582","78,457,582",0,0
Pension Obligation Bonds,"27,849,355","104,777,475","104,777,475",0,"91,659,334","91,240,224","91,240,224","419,110",0
Pension,"580,498,802","643,051,504","643,051,504",0,"634,278,330","636,937,708","636,937,708","(2,659,378)",0
Pension-Sales Tax,"55,204,374",0,0,0,"48,212,289","74,219,412","74,219,412","(26,007,123)",0
Pension-Plan 10,"867,102","473,164","473,164",0,"450,000","450,000","450,000",0,0
FICA,"81,513,022","61,332,317","61,332,317",0,"87,771,546","89,305,363","89,391,455","(1,619,909)","(86,092)"
Flex Cash Payments,"567,761","830,862","830,862",0,"1,000,000","3,623,295","3,623,295","(2,623,295)",0
Health/Medical,"440,010,762","356,369,256","356,369,256",0,"476,762,684","510,516,124","510,516,124","(33,753,440)",0
Group Life Insurance,"4,812,435","3,154,127","3,154,127",0,"8,850,000","8,850,000","8,850,000",0,0
Group Legal,"6,501,573","4,489,427","4,489,427",0,"5,535,000","5,535,000","5,535,000",0,0
Tool Allowance,"179,550","168,925","168,925",0,"150,000","150,000","150,000",0,0
Finance-Hero Scholarship Awards,0,"54,000","54,000",0,"25,000","25,000","54,000","(29,000)","(29,000)"
Finance-Indempities,"(5,535,036)","38,876,141","38,876,141",0,"49,246,000","49,246,000","49,246,000",0,0
Finance-Refunds,"14,153","19,694","19,694",0,"250,000","250,000","250,000",0,0
Finance-School District Contribution,"252,578,558","191,964,901","191,964,901",0,"255,953,201","255,953,201","255,953,201",0,0
Finance-Witness Fees,"31,007","148,807","148,807",0,"171,518","171,518","171,518",0,0
Fire,"344,502,428","258,794,960","258,794,960",0,"361,066,229","373,167,463","373,167,463","(12,101,234)",0
First Judicial District,"114,312,315","79,003,779","79,003,779",0,"116,199,029","118,825,285","119,749,157","(3,550,128)","(923,872)"
Fleet Services,"41,916,725","36,626,856","36,626,856",0,"45,346,718","47,236,065","50,074,107","(4,727,389)","(2,838,042)"
Fleet Services - Vehicle Purchases,"13,352,566","9,057,518","9,057,518",0,"9,745,852","9,745,852","9,745,852",0,0
Free Library,"40,116,664","30,435,011","30,435,011",0,"42,786,864","45,326,677","45,326,677","(2,539,813)",0
Human Relations Commission,"2,285,473","1,666,268","1,666,268",0,"2,387,728","2,526,595","2,526,595","(138,867)",0
Human Services,"154,211,458","154,681,113","154,681,113",0,"178,273,808","181,234,022","181,234,022","(2,960,214)",0
Labor,"2,377,751","1,872,074","1,872,074",0,"3,313,659","3,258,494","3,418,494","(104,835)","(160,000)"
Law,"16,219,764","14,764,074","14,764,074",0,"18,947,270","19,259,000","21,872,000","(2,924,730)","(2,613,000)"
Licenses & Inspections,"37,334,864","28,374,786","28,374,786",0,"38,934,445","41,049,086","40,049,086","(1,114,641)","1,000,000"
L&I-Board of Building Standards,"85,061","53,936","53,936",0,"82,018","82,151","82,151",(133),0
L&I-Board of L & I Review,"129,012","101,193","101,193",0,"176,071","181,598","181,598","(5,527)",0
