0,1,2,3,4,5,6,7,8,9
Art Museum Subsidy,"2,040,000","510,000","510,000",0,"2,040,000","2,040,000","2,040,000",0,0
Auditing (City Controller's Office),"10,005,178","2,318,768","2,318,768",0,"10,808,319","10,808,319","10,808,319",0,0
Board of Ethics,"858,769","201,877","201,877",0,"1,181,902","1,181,902","1,181,902",0,0
Board of Revision of Taxes,"1,040,881","235,375","235,375",0,"1,113,237","1,113,237","1,138,237","(25,000)","(25,000)"
City Commissioners (Election Board),"20,505,148","5,476,705","5,476,705",0,"29,061,492","29,061,492","29,061,492",0,0
City Council,"17,069,960","4,131,399","4,131,399",0,"21,876,395","21,876,395","21,876,395",0,0
City Treasurer,"2,617,401","1,215,133","1,215,133",0,"4,718,290","4,718,290","4,718,290",0,0
Civil Service Commission,"170,974","60,209","60,209",0,"54,211,582","54,211,582","33,566,220","20,645,362","20,645,362"
Commerce,"13,160,081","8,213,741","8,213,741",0,"15,508,816","15,508,816","15,436,416","72,400","72,400"
Commerce-Convention Center Subsidy,"15,000,000","15,000,000","15,000,000",0,"15,000,000","15,000,000","15,000,000",0,0
Commerce-Economic Stimulus,"5,834,550","9,512,496","9,512,496",0,"13,334,550","13,334,550","15,334,550","(2,000,000)","(2,000,000)"
District Attorney,"43,732,338","11,454,971","11,454,971",0,"44,344,210","44,344,210","44,904,210","(560,000)","(560,000)"
Finance,"39,946,257","7,191,626","7,191,626",0,"27,724,771","27,724,771","118,374,771","(90,650,000)","(90,650,000)"
Finance-Budget Stabilization Reserve,0,"40,128,000","40,128,000",0,"40,128,000","40,128,000","65,128,000","(25,000,000)","(25,000,000)"
Finance-Disability-Reg #32 Payroll,"2,497,028","842,333","842,333",0,"2,800,000","2,800,000","2,800,000",0,0
Finance-Recession and Inflation Reserve and Reopening,0,0,0,0,"32,000,000","32,000,000","57,000,000","(25,000,000)","(25,000,000)"
Finance-Community College Subsidy,"48,128,075","50,106,653","50,106,653",0,"50,106,653","50,106,653","50,196,653","(90,000)","(90,000)"
Finance Employee Benefits,"1,690,045,986","168,039,216","168,039,216",0,"1,603,509,081","1,603,509,081","1,601,840,046","1,669,035","1,669,035"
Unemployment Compensation,"2,335,123","548,860","548,860",0,"4,500,000","4,500,000","4,500,000",0,0
COVID-19 Funeral Expense,"15,227","10,000","10,000",0,0,0,"50,000","(50,000)","(50,000)"
Employee Disability,"77,977,657","18,405,600","18,405,600",0,"84,625,294","84,625,294","84,575,294","50,000","50,000"
Pension Obligation Bonds,"91,675,287","15,149,731","15,149,731",0,"121,308,551","121,308,551","117,928,233","3,380,318","3,380,318"
Pension,"860,317,557","(7,716,413)","(7,716,413)",0,"641,201,880","641,201,880","637,540,380","3,661,500","3,661,500"
Pension-Sales Tax,"78,844,922",0,0,0,"78,821,106","78,821,106","83,555,387","(4,734,281)","(4,734,281)"
Pension-Plan 10,"564,854","564,853","564,853",0,"1,200,000","1,200,000","1,200,000",0,0
FICA,"81,850,154","22,633,007","22,633,007",0,"94,092,949","94,092,949","94,731,451","(638,502)","(638,502)"
Flex Cash Payments,"835,132",0,0,0,"3,623,295","3,623,295","3,623,295",0,0
Health / Medical,"484,339,297","116,523,934","116,523,934",0,"559,501,006","559,501,006","559,501,006",0,0
Group Life Insurance,"4,540,274","820,361","820,361",0,"8,850,000","8,850,000","8,850,000",0,0
Group Legal,"6,581,577","1,099,283","1,099,283",0,"5,535,000","5,535,000","5,535,000",0,0
Tool Allowance,"168,925",0,0,0,"250,000","250,000","250,000",0,0
Finance-Hero Scholarship Awards,"54,000","24,000","24,000",0,"50,000","50,000","50,000",0,0
Finance-Payment to Housing Trust Fund,0,"29,066,068","29,066,068",0,"29,066,068","29,066,068","29,066,068",0,0
Finance-Indemnities,"2,603,995","17,229,701","17,229,701",0,"67,246,000","67,246,000","67,246,000",0,0
Finance-Refunds,"51,581","25,472","25,472",0,"250,000","250,000","250,000",0,0
Finance-School District Contribution,"255,953,201","67,488,300","67,488,300",0,"269,953,201","269,953,201","269,953,201",0,0
Finance-Witness Fees,"132,374","48,991","48,991",0,"171,518","171,518","171,518",0,0
Fire,"370,064,246","84,250,069","84,250,069",0,"380,890,162","380,890,162","384,440,162","(3,550,000)","(3,550,000)"
First Judicial District,"117,602,127","26,443,456","26,443,456",0,"122,019,892","122,019,892","123,305,669","(1,285,777)","(1,285,777)"
Fleet Services,"47,976,369","22,944,670","22,944,670",0,"58,241,470","58,241,470","59,241,470","(1,000,000)","(1,000,000)"
Fleet Services Vehicle Purchases,"9,745,852","9,714,428","9,714,428",0,"12,507,852","12,507,852","17,507,852","(5,000,000)","(5,000,000)"
Free Library,"41,821,730","12,232,885","12,232,885",0,"58,449,945","58,449,945","61,885,306","(3,435,361)","(3,435,361)"
Human Relations Commission,"2,312,602","529,318","529,318",0,"2,573,736","2,573,736","2,578,736","(5,000)","(5,000)"
Human Services,"172,561,709","108,616,523","108,616,523",0,"189,224,595","189,224,595","189,801,455","(576,860)","(576,860)"
Labor,"2,700,038","651,055","651,055",0,"4,004,336","4,004,336","4,004,336",0,0
Law,"21,424,000","5,341,887","5,341,887",0,"21,876,309","21,876,309","22,026,309","(150,000)","(150,000)"
Licenses & Inspections,"38,135,396","9,532,560","9,532,560",0,"41,626,239","41,626,239","41,626,239",0,0
L&I-Board of Building Standards,"76,786","14,959","14,959",0,"84,116","84,116","84,116",0,0
L&I-Board of L & I Review,"144,949","46,996","46,996",0,"180,813","180,813","180,813",0,0
