0,1,2,3,4,5,6,7,8,9
Art Museum Subsidy,"2,550,000","637,500","637,500",0,"2,550,000","2,550,000","2,550,000",0,0
Atwater Kent Museum,"277,307","88,313","88,313",0,"284,719","293,200","293,200","(8,481)",0
Auditing (City Controller's Office),"7,461,087","1,779,777","1,779,777",0,"8,072,137","8,335,478","8,335,478","(263,341)",0
Board of Ethics,"767,906","173,132","173,132",0,"1,004,854","1,028,580","1,028,580","(23,726)",0
Board of Revision of Taxes,"1,053,347","217,534","217,534",0,"832,587","855,860","855,860","(23,273)",0
City Commissioners (Election Board),"8,690,810","2,185,047","2,185,047",0,"9,419,814","9,736,352","9,736,352","(316,538)",0
City Council,"14,473,677","3,286,927","3,286,927",0,"16,314,559","16,656,700","16,656,700","(342,141)",0
City Planning Commission,"2,302,078","530,340","530,340",0,"2,372,828","2,379,667","2,379,667","(6,839)",0
City Representative,"969,947","361,363","361,363",0,"1,019,088","1,029,351","1,029,351","(10,263)",0
City Treasurer,"894,143","227,501","227,501",0,"920,790","942,687","942,687","(21,897)",0
Civil Service Commission (1),"176,380","62,748","62,748",0,"53,011,268","18,009,197","18,009,197","35,002,071",0
Commerce,"2,697,175","1,173,853","1,173,853",0,"2,750,102","2,785,960","2,785,960","(35,858)",0
Commerce-Convention Center Subsidy,"15,000,000","15,000,000","15,000,000",0,"15,000,000","15,000,000","15,000,000",0,0
Commerce-Economic Stimulus,"1,294,448",0,0,0,"1,294,448","1,294,448","1,294,448",0,0
District Attorney,"32,807,921","8,234,933","8,234,933",0,"34,082,283","35,124,161","35,124,161","(1,041,878)",0
Finance,"19,326,930","9,049,564","9,049,564",0,"18,852,781","19,223,888","19,223,888","(371,107)",0
Finance-Community College Subsidy,"26,409,207","26,909,207","26,909,207",0,"26,909,207","26,909,207","26,909,207",0,0
Finance Employee Benefits,"1,194,090,202","143,817,459","143,817,459",0,"1,817,314,257","1,837,743,113","1,837,743,113","(20,428,856)",0
Unemployment Compensation,"2,857,176","857,955","857,955",0,"5,080,260","5,080,260","5,080,260",0,0
Employee Disability,"56,043,748","18,222,040","18,222,040",0,"64,103,778","59,327,709","59,327,709","4,776,069",0
Pension Obligation Bonds,"211,014,165","1,206,592","1,206,592",0,"110,413,101","110,413,101","110,413,101",0,0
Pension,"435.378,465",0,0,0,"1,167,961,775",1.167.013.428,"1,167,013,428","948,347",0
FICA,"67,451,109","18,171,949","18.171,949",0,"68,825,236",68.825.236,68.825.236,0,0
Flex Cash Payments,"581,845",0,0,0,"1,000,000","1,000,000","1,000,000",0,0
Health /Medical,"409,437,520","100,070,841","100,070,841",0,"387,871,657","411,272,031","411,272,031","(23,400,374)",0
Group Life Insurance,"7,124,743","1,779,910","1,779,910",0,"7,750,000","7,760,151","7,760,151","(10,151)",0
Group Legal,"4,107,181","3,508,172","3,508,172",0,"4,183,450","6,915,564","6,915,564","(2,732,114)",0
Tool Allowance,"94,250",0,0,0,"125,000","135,633","135,633","(10,633)",0
Finance-Hero Scholarship Awards,"18,000","18,000","18,000",0,"25,000","25,000","25,000",0,0
Finance-Indemnities,0,"14,503,409","14,503,409",0,"33,660,000","33,660,000","33,660,000",0,0
Finance-Refunds,"100,000",0,0,0,"250,000","250,000","250,000",0,0
Finance-School District Contribution,"114,050,100",0,0,0,"69,110,300","69,110,300","69,110,300",0,0
Finance-Witness Fees,"101,452","25,085","25,085",0,"171,518","171,518","171,518",0,0
Fire,"247,991,912","44,995,757","44,995,757",0,"206,759,668","203,168,035","203,168,035","3,591,633",0
First Judicial District,"108,716,187","25,538,648","25,538,648",0,"106,251,123","108,859,727","108,859,727","(2,608,604)",0
Common Pleas Court,"70,703,180","17,034,723","17,034,723",0,"72,448,315",74.248.315,"74.248,315","(1,800,000)",0
Office of Court Administrator,"23.925,430","4,992,506","4,992,506",0,"19,244,540","19,644,540","19,644,540","(400,000)",0
Municipal Court,"9,007,920","2,122,179","2,122,179",0,"8,994,459","9,244,459","9,244,459","(250,000)",0
Traffic Court,"5,079,657","1,389,240","1,389,240",0,"5,563,809",5.722.413,5.722.413,"(158,604)",0
Fleet Management,"50,062,898","17,366,859","17,366,859",0,"47,808,114","48,840,155","48,840,155","(1,032,041)",0
Fleet Management - Vehicle Purchases,"12,548,186","11,635,049","11,635,049",0,"11,965,000","11,965,000","11,965,000",0,0
Free Library,"35,736,303","12,778,659","12,778,659",0,"38,674,193","40,198,080","40,198,080","(1,523,887)",0
Historical Commission,"349,704","91,479","91,479",0,"412,330","419,781","419,781","(7,451)",0
Human Relations Commission,"1,783,651","389,652","389,652",0,"2,099,907","2,116,623","2,116,623","(16,716)",0
Human Services,"100,241,130","71,745,093","71,745,093",0,"99,480,256","99,480,256","99,480,256",0,0
Administration & Management,7.722.100,"1.939,947","1,939,947",0,"10,702,102",10.702.102,10.702.102,0,0
Performance Management & Accountability,"1,060,691","94,482","94,482",0,"1,949,507","1,949,507","1,949,507",0,0
Juvenile Justice Services,"35,467,445","25,538,613","25,538,613",0,"35,302,177",35.302.177,"35,302,177",0,0
Children & Youth (Child Welfare) (1) Includes Provision for Future Labor Obligations,"55,990,894","44,172,051","44,172,051",0,"51,526,470","51,526,470","51,526,470",0,0
