0,1,2,3,4,5,6,7,8,9
Art Museum Subsidy,"2,550,000","1,020,000","1,020,000",0,"2,040,000","2,040,000","2,040,000",0,0
Auditing (City Controller's Office),"9,983,963","4,989,476","4,989,476",0,"9,568,289","9,568,289","9,568,289",0,0
Board of Ethics,"968,750","378,938","378,938",0,"975,196","975,196","975,196",0,0
Board of Revision of Taxes,"1,106,373","527,795","527,795",0,"1,043,214","1,043,214","1,043,214",0,0
City Commissioners (Election Board),"14,183,398","9,716,466","9,716,466",0,"12,297,852","22,044,682","22,044,682","(9,746,830)",0
City Council,"17,406,469","8,459,571","8,459,571",0,"42,282,973","42,282,973","32,211,973","10,071,000","10,071,000"
City Representative,"1,029,060",0,0,0,0,0,0,0,0
City Treasurer,"1,456,308","1,058,806","1,058,806",0,"1,583,938","1,948,938","1,948,938","(365,000)",0
Civil Service Commission,"190,826","112,758","112,758",0,"207,742","207,742","207,742",0,0
Commerce,"10,227,130","4,888,179","4,888,179",0,"3,637,148","3,184,826","3,334,826","302,322","(150,000)"
Commerce-Convention Center Subsidy,"15,000,000","15,000,000","15,000,000",0,"15,000,000","15,000,000","15,000,000",0,0
Commerce-Economic Stimulus,"5,654,666",0,0,0,"3,015,000","3,015,000","3,015,000",0,0
District Attorney,"45,281,660","22,403,194","22,403,194",0,"33,376,659","37,631,659","37,631,659","(4,255,000)",0
Finance,"99,287,977","28,241,882","28,241,882",0,"38,724,672","39,970,029","62,970,029","(24,245,357)","(23,000,000)"
Finance-Budget Stabilization Reserve,"34,276,000",0,0,0,0,0,0,0,0
Finance-Disability-Reg #32 Payroll,"1,092,451","1,149,835","1,149,835",0,"2,650,000","2,650,000","2,650,000",0,0
Finance-Federal Grant Reserve,0,0,0,0,"25,000,000","25,000,000","25,000,000",0,0
Finance-Community College Subsidy,"36,059,207","29,481,905","29,481,905",0,"44,110,159","44,110,159","44,110,159",0,0
Finance - Employee Benefits,"1,363,379,632","400,103,898","400,103,898",0,"1,287,159,003","1,290,884,993","1,290,884,993","(3,725,990)",0
Unemployment Compensation,"4,687,316","3,413,918","3,413,918",0,"4,080,260","4,080,260","4,080,260",0,0
Employee Disability,"61,343,339","39,776,697","39,776,697",0,"74,028,253","74,028,253","74,028,253",0,0
Pension Obligation Bonds,"110,070,681","24,451,933","24,451,933",0,"34,847,911","34,937,703","34,937,703","(89,792)",0
Pension,"606,363,107","79,294,960","79,294,960",0,"587,780,712","591,416,910","591,416,910","(3,636,198)",0
Pension-Sales Tax,"42,731,949",0,0,0,"27,253,908","27,253,908","27,253,908",0,0
Pension-Plan 10,"344,685",0,0,0,"300,000","300,000","300,000",0,0
FICA,"80,102,612","41,209,138","41,209,138",0,"84,264,776","84,264,776","84,264,776",0,0
Flex Cash Payments,"911,356",(936),(936),0,"800,000","800,000","800,000",0,0
Health/Medical,"443,747,420","206,555,169","206,555,169",0,"459,268,183","459,268,183","459,268,183",0,0
Group Life Insurance,"4,878,548","2,095,143","2,095,143",0,"8,850,000","8,850,000","8,850,000",0,0
Group Legal,"8,010,344","3,158,576","3,158,576",0,"5,535,000","5,535,000","5,535,000",0,0
Tool Allowance,"188,275","149,300","149,300",0,"150,000","150,000","150,000",0,0
Finance-Hero Scholarship Awards,0,0,0,0,"25,000","25,000","25,000",0,0
Finance-Indemnities,"7,238,981","17,620,791","17,620,791",0,"49,246,000","49,246,000","49,246,000",0,0
Finance-Refunds,"11,660","12,195","12,195",0,"250,000","250,000","250,000",0,0
Finance-School District Contribution,"227,106,410","126,289,279","126,289,279",0,"252,578,558","252,578,558","252,578,558",0,0
Finance-Witness Fees,"94,904","7,000","7,000",0,"171,518","171,518","171,518",0,0
Fire,"330,899,509","168,034,562","170,035,557","(2,000,995)","315,056,258","339,056,258","339,056,258","(24,000,000)",0
First Judicial District,"116,576,528","54,156,095","54,156,095",0,"116,036,029","116,036,029","116,036,029",0,0
Fleet Management,"46,073,994","21,364,761","21,364,761",0,"46,803,724","46,803,724","46,803,724",0,0
Fleet Management - Vehicle Purchases,"18,274,884","7,164,339","7,164,339",0,"9,797,739","9,797,739","9,797,739",0,0
Free Library,"46,268,851","21,615,041","21,615,041",0,"39,650,733","39,650,733","39,650,733",0,0
Human Relations Commission,"2,332,700","1,149,767","1,149,767",0,"2,422,973","2,422,973","2,422,973",0,0
Human Services,"112,543,973","117,503,622","117,503,622",0,"163,090,633","164,544,253","164,544,253","(1,453,620)",0
Labor,"2,217,240","1,070,987","1,070,987",0,"2,839,104","2,839,104","2,839,104",0,0
Law,"16,572,642","9,201,680","9,201,680",0,"15,014,106","15,014,106","15,014,106",0,0
Licenses & Inspections,"38,894,319","17,866,031","17,866,031",0,"38,251,694","38,251,694","38,251,694",0,0
L&I-Board of Building Standards,"79,592","40,070","40,070",0,"82,018","82,018","82,018",0,0
L&I-Board of L & I Review,"136,765","73,235","73,235",0,"176,071","176,071","176,071",0,0
