0,1,2,3,4,5,6,7,8,9
,,,FISCAL YEAR 2019 YEAR TO DATE,,,,FISCAL YEAR 2019 FULL YEAR,,
DEPARTMENT,FY 2018 ACTUAL,TARGET BUDGET PLAN,ACTUAL,ACTUAL (OVER) UNDER TARGET BUDGET,ORIGINAL ADOPTED BUDGET,TARGET BUDGET,CURRENT PROJECTION,CURRENT (OVER) UNDER ADOPTED BUDGET,PROJECTION TARGET
Licenses & Inspections,"35,400,379","27,601,917","27,601,917",0,"37,507,876","37,979,690","37,979,690","(471,814)",0
L&I-Board of Building Standards,"67,339","59,647","59,647",0,"75,419","78,574","78,574","(3,155)",0
L&I-Board of L & I Review,"153,135","107,455","107,455",0,"172,720","172,720","172,720",0,0
L&I-Zoning Board of Adjustment,0,0,0,0,0,0,0,0,0
Managing Director's Office,"43,263,090","33,410,826","33,410,826",0,"46,633,137","51,457,908","51,457,908","(4,824,771)",0
Managing Director-Legal Services,"48,824,041","49,289,541","49,289,541",0,"50,375,841","51,075,841","51,574,391","(1,198,550)","(498,550)"
Mayor's Office,"4,097,960","3,953,248","3,953,248",0,"5,316,168","5,528,157","5,528,157","(211,989)",0
Mayor's Office-Scholarships,"170,500","181,000","181,000",0,"200,000","200,000","200,000",0,0
Mayor's Office-Comm. Empowerment & Opp.,"2,146,763","90,000","90,000",0,"90,000","90,000","90,000",0,0
Mural Arts Program,"1,921,140","1,872,388","1,872,388",0,"2,034,016","2,084,602","2,084,602","(50,586)",0
Office of Arts and Culture,"4,132,910","4,172,959","4,172,959",0,"4,172,855","4,335,840","4,335,840","(162,985)",0
Office of Behavioral Hith & Intellectual disAbility,"14,683,674","16,385,883","16,385,883",0,"14,202,289","17,131,339","17,131,339","(2,929,050)",0
Office of the Chief Administrative Officer,"5,894,030","4,922,272","4,922,272",0,"6,619,329","6,548,985","6,548,985","70,344",0
Office of Education,"23,073,129","25,371,595","25,371,595",0,"24,949,452","29,510,497","29,510,497","(4,561,045)",0
Office of Homeless Services,"48,016,836","51,581,148","51,581,148",0,"52,761,498","56,816,894","56,816,894","(4,055,396)",0
Office of Housing and Comm. Development,0,0,0,0,0,0,0,0,0
Office of Human Resources,"5,626,437","4,303,263","4,303,263",0,"6,343,869","6,535,350","6,535,350","(191,481)",0
Office of Innovation and Technology-Base,"61,598,068","47,180,233","47,180,233",0,"65,491,927","66,596,229","66,596,229","(1,104,302)",0
Office of Innovation and Technology-911,"14,748,137","11,335,897","11,335,897",0,"35,380,008","35,380,008","35,380,008",0,0
Office of the Inspector General,"1,487,259","1,107,319","1,107,319",0,"1,636,311","1,680,441","1,680,441","(44,130)",0
Office of Property Assessment,"13,434,758","10,248,487","10,248,487",0,"14,216,425","14,714,490","14,714,490","(498,065)",0
Office of Sustainability,"908,498","795,923","795,923",0,"949,327","963,258","963,258","(13,931)",0
Parks and Recreation,"64,066,064","48,830,284","48,830,284",0,"66,062,181","67,198,713","67,198,713","(1,136,532)",0
Planning & Development,"8,216,495","8,713,655","8,713,655",0,"12,811,669","12,973,533","12,973,533","(161,864)",0
Police,"712,744,848","502,378,606","502,378,606",0,"709,492,944","711,140,370","711,140,370","(1,647,426)",0
Prisons,"258,968,396","194,751,935","194,751,935",0,"249,371,806","250,152,237","250,152,237","(780,431)",0
Procurement,"4,789,509","3,898,369","3,898,369",0,"4,938,442","5,014,187","5,014,187","(75,745)",0
Public Health,"135,237,848","107,644,474","107,644,474",0,"156,633,875","140,042,886","140,042,886","16,590,989",0
Public Property,"63,077,078","32,029,701","32,029,701",0,"67,881,546","68,581,774","68,581,774","(700,228)",0
Public Property-SEPTA Subsidy,"81,946,000","63,456,000","63,456,000",0,"84,608,000","84,608,000","84,608,000",0,0
Public Property-Space Rentals,"21,553,679","21,046,079","21,046,079",0,"22,457,948","22,457,948","22,457,948",0,0
Public Property-Utilities,"24,580,646","17,749,660","17,749,660",0,"25,008,269","25,008,269","25,008,269",0,0
Records,"4,429,732","3,355,516","3,355,516",0,"4,768,507","4,826,755","4,826,755","(58,248)",0
Register of Wills,"4,126,862","3,142,920","3,142,920",0,"4,438,881","4,438,881","4,438,881",0,0
Revenue,"29,308,141","23,058,222","23,058,222",0,"30,707,541","31,251,491","31,251,491","(543,950)",0
Sheriff,"28,432,276","21,464,224","21,464,224",0,"26,150,422","26,212,604","26,212,604","(62,182)",0
Sinking Fund Commission (Debt Service),"265,503,720","245,986,534","245,986,534",0,"295,032,504","295,032,504","295,032,504",0,0
Streets-Disposal,"40,077,018","38,162,382","38,162,382",0,"39,490,785","42,440,785","42,440,785","(2,950,000)",0
Streets,"112,473,629","70,899,141","70,899,141",0,"102,490,485","104,278,956","104,278,956","(1,788,471)",0
TOTAL GENERAL FUND,"4,402,853,857","3,635,912,990","3,635,912,990",0,"4,725,497,339","4,803,492,961","4,823,968,211","(98,470,872)","(20,475,250)"
