0,1,2,3,4,5,6,7,8,9
Indemnities,"29,786,468","35,619,915","34,536,970","1,082,945","25,613,915","35,619,915","35,619,915","(10,006,000)",0
"Information Services, Mayor's Office of","34,036,863","37,680,898","37,521,928","158,970","38,147,598","37,680,898","37,680,898","466,700",0
Labor Relations,"524,095","544,350","535,218","9,132","549,350","544,350","544,350","5,000",0
Law,"21,090,936","20,917,618","20,711,362","206,256","15,848,318","20,917,618","20,917,618","(5,069,300)",0
Legal Services icl. Defender Association,"37,259,093","37,338,074","37,338,541",(467),"37,506,660","37,338,074","37,338,074","168,586",o
Licenses & Inspections,"20,114,242","19,057,561","18,909,273","148,288","19,635,668","19,057,561","19,057,561","578,107",o
Licenses & Inspections Demolitions,"10,140,597","8,250,000","8,250,000",o,"8,000,000","8,250,000","8,250,000","(250,000)",0
Managing Director (MDO),"15,734,861","21,107,020","20,812,221","294,799","21,953,914","21,107,020","21,107,020","846,894",o
Mayor,"5,657,925","6,643,727","6,463,966","179,761","7,101,767","6,643,727","6,643,727","458,040",0
Mayor Scholarships,"199,860","200,000","199,982",18,"200,000","200,000","200,000",o,o
Mayor's Office of Community Services,"3,540,164",o,o,,o o,o,0,o,o
Mayor's Office of Transportation,o,"500,000","500,000",o,"500,000","500,000","500,000",o,o
Mural Arts Program,"1,128,875","1,000,000","956,146","43,854","1,000,000","1,000,000","1,000,000",o,o
Off. of Behavioral Hlth./Mental Retard. Svcs.,"14,136,399","14,276,252","14,276,252",0,"14,261,952","14,276,252","14,276,252","(14,300)",0
Office of Housing and Comm. Developmt.,"5,200,000","4,000,000","4,000,000",o,"5,000,000","4,000,000","4,000,000","1,000,000",o
Office of Supportive Housing,"40,544,073","39,650,143","39,466,361","183,782","40,210,085","39,650,143","39,650,143","559,942",0
Personnel,"4,684,931","4,761,408","4,673,154","88,254","4,732,808","4,761,408","4,761,408","(28,600)",o
Police,"523,965,930","536,442,088","536,344,627","97,461","524,001,749","536,442,088","536,442,088","(12,440,339)",o
Prisons,"222,013,102","243,458,119","243,048,984","409,135","230,001,319","243,458,119","243,458,119","(13,456,800)",o
Procurement,"4,983,699","4,762,424","5,011,543","(249,119)","5,222,603","4,762,424","4,762,424","460,179",o
Public Health,"112,695,423","121,062,235","118,560,064","2,502,171","122,778,884","121,062,235","121,062,235","1,716,649",o
Ambulatory Health Services,"47,584,498","49,063,556","49,494,878","(431,322)","48,386,159","49,063,556","49,063,556","(677,397)",o
"Early Childhood, Youth & Women's Health","2,475,765","3,280,556","2,822,231","458,325","3,783,521","3,280,556","3,280,556","502,965",o
Phila. Nursing Home,"36,596,842","40,722,425","38,036,707","2,685,718","40,970,775","40,722,425","40,722,425","248,350",o
Environmental Protection Services,"8,744,494","9,217,833","9,217,609",224,"9,218,213","9,217,833","9,217,833",380,o
Administration and Support Svcs,"8,211,514","8,635,155","8,721,892","(86,737)","10,008,699","8,635,155","8,635,155","1,373,544",o
Medical Examiner's Office,"3,480,540","4,036,365","4,096,648","(60,283)","4,040,353","4,036,365","4,036,365","3,988",o
Infectious Disease Control,"5,601,770","5,956,345","6,032,681","(76,336)","6,071,164","5,956,345","5,956,345","114,819",o
Chronic Disease,o,"150,000","137,418","12,582","300,000","150,000","150,000","150,000",o
Public Property,"53,054,886","58,716,329","58,914,848","(198,519)","61,742,541","58,716,329","58,716,329","3,026,212",o
Public Property SEPTA Subsidy,"61,339,000","63,077,000","62,937,000","140,000","63,077,000","63,077,000","63,077,000",0,o
Public Property Space Rentais,"15,546,843","15,788,554","15,058,094","730,460","16,543,000","15,788,554","15,788,554","754,446",o
Public Property Telecommunications,"2,551,431","2,741,000","2,956,495","(215,495)","3,000,000","2,741,000","2,741,000","259,000",o
Public Property Utilities,"33,127,551","32,490,000","34,099,993","(1,609,993)","32,490,000","32,490,000","32,490,000",o,o
Records,"7,633,941","6,952,884","6,934,993","17,891","7,679,871","6,952,884","6,952,884","726,987",o
Recreation,"38,769,657","38,714,869","38,615,860","99,009","40,395,732","38,714,869","38,714,869","1,680,863",o
Refunds,"234,892","244,500",895,"243,605","250,000","244,500","244,500","5,500",o
Register of Wills,"3,522,395","3,588,127","3,568,738","19,389","3,776,976","3,588,127","3,588,127","188,849",o
Revenue,"16,370,599","17,398,570","17,243,752","154,818","17,197,437","17,398,570","17,398,570","(201,133)",o
Sheriff,"15,218,436","15,220,138","15,212,310","7,828","15,271,619","15,220,138","15,220,138","51,481",o
Sinking Fund (Debt Service),"172,220,972","199,866,010","199,866,010",0,"202,567,604","199,866,010","199,866,010","2,701,594",o
Streets,"33,583,751","32,355,385","31,595,455","759,930","42,520,085","32,355,385","32,355,385","10,164,700",0
Engineering Design & Surveying,"5,453,250","5,845,238","5,839,428","5,810","5,760,978","5,845,238","5,845,238","(84,260)",o
General Support,"5,122,762","5,327,817","5,163,612","164,205","5,393,357","5,327,817","5,327,817","65,540",o
Highways,"9,159,740","13,707,725","13,746,815","(39,090)","23,411,365","13,707,725","13,707,725","9,703,640",o
Street Lighting,"10,350,741","3,568,728","3,051,933","516,795","4,074,468","3,568,728","3,568,728","505,740",o
Traffic Engineering,"3,497,258","3,905,877","3,793,667","112,210","3,879,917","3,905,877","3,905,877","(25,960)",o
Streets Sanitation,"95,005,450","100,832,895","100,457,755","375,140","102,572,395","100,832,895","100,832,895","1,739,500",0
Witness Fees,"131,769","171,518","116,574","54,944","171,518","171,518","171,518",0,o
Youth Commission,o,"100,000","68,042","31,958","100,000","100,000","100,000",o,o
Zoning Board of Adjustment,"342,536","449,110","447,945","1,165","445,810","449,110","449,110","(3,300)",o
Zoning Code Commission,"239,444","500,000","471,709","28,291","500,000","500,000","500,000",0,o
TOTAL GENERAL FUND,"3,919,842,396","3,953,251,991","3,942,585,688","10,666,303","4,031,712,000","3,953,251,991","3,953,251,991","78,460,009",o
