0,1,2,3,4,5,6,7,8,9
Art Museum Subsidy,"2,040,000","1,530,000","1,530,000",0,"2,040,000","2,040,000","2,040,000",0,0
Auditing (City Controller's Office),"10,005,178","4,794,944","4,794,944",0,"10,808,319","10,808,319","10,808,319",0,0
Board of Ethics,"858,769","476,013","476,013",0,"1,181,902","1,181,902","1,181,902",0,0
Board of Revision of Taxes,"1,040,881","487,719","487,719",0,"1,113,237","1,138,237","1,138,237","(25,000)",0
City Commissioners (Election Board),"20,505,148","13,370,566","13,370,566",0,"29,061,492","29,061,492","29,061,492",0,0
City Council,"17,069,960","8,691,744","8,691,744",0,"21,876,395","21,876,395","21,876,395",0,0
City Treasurer,"2,617,401","2,083,598","2,083,598",0,"4,718,290","4,718,290","4,718,290",0,0
Civil Service Commission,"170,974","103,645","103,645",0,"54,211,582","33,566,220","21,625,020","32,586,562","11,941,200"
Commerce,"13,160,081","8,133,285","8,133,285",0,"15,508,816","15,436,416","15,536,416","(27,600)","(100,000)"
Commerce-Convention Center Subsidy,"15,000,000","15,000,000","15,000,000",0,"15,000,000","15,000,000","15,000,000",0,0
Commerce-Economic Stimulus,"5,834,550","10,677,946","10,677,946",0,"13,334,550","15,334,550","15,334,550","(2,000,000)",0
District Attorney,"43,732,338","24,227,803","24,227,803",0,"44,344,210","44,904,210","47,968,810","(3,624,600)","(3,064,600)"
Finance,"39,946,257","16,244,178","16,244,178",0,"27,724,771","118,374,771","123,449,771","(95,725,000)","(5,075,000)"
Finance-Budget Stabilization Reserve,0,"40,128,000","40,128,000",0,"40,128,000","65,128,000","65,128,000","(25,000,000)",0
Finance-Disability-Reg #32 Payroll,"2,497,028","2,134,977","2,134,977",0,"2,800,000","2,800,000","2,800,000",0,0
Finance-Recession and Inflation Reserve and Reopening,0,0,0,0,"32,000,000","57,000,000","57,000,000","(25,000,000)",0
Finance-Community College Subsidy,"48,128,075","50,106,653","50,106,653",0,"50,106,653","50,196,653","50,196,653","(90,000)",0
Finance Employee Benefits,"1,690,045,986","430,709,248","430,709,248",0,"1,603,509,081","1,601,840,046","1,600,261,059","3,248,022","1,578,987"
Unemployment Compensation,"2,335,123","1,149,963","1,149,963",0,"4,500,000","4,500,000","4,500,000",0,0
COVID-19 Funeral Expense,"15,227","22,885","22,885",0,0,"50,000","50,000","(50,000)",0
Employee Disability,"77,977,657","46,866,250","46,866,250",0,"84,625,294","84,575,294","84,575,294","50,000",0
Pension Obligation Bonds,"91,675,287","13,389,419","13,389,419",0,"121,308,551","117,928,233","117,928,233","3,380,318",0
Pension,"860,317,557","67,126,200","67,126,200",0,"641,201,880","637,540,380","637,540,380","3,661,500",0
Pension-Sales Tax,"78,844,922",0,0,0,"78,821,106","83,555,387","80,285,000","(1,463,894)","3,270,387"
Pension-Plan 10,"564,854","564,853","564,853",0,"1,200,000","1,200,000","1,200,000",0,0
FICA,"81,850,154","44,877,523","44,877,523",0,"94,092,949","94,731,451","94,731,451","(638,502)",0
Flex Cash Payments,"835,132",0,0,0,"3,623,295","3,623,295","3,623,295",0,0
Health / Medical,"484,339,297","249,939,377","249,939,377",0,"559,501,006","559,501,006","559,501,006",0,0
Group Life Insurance,"4,540,274","3,520,068","3,520,068",0,"8,850,000","8,850,000","8,850,000",0,0
Group Legal,"6,581,577","3,096,960","3,096,960",0,"5,535,000","5,535,000","7,226,400","(1,691,400)","(1,691,400)"
Tool Allowance,"168,925","155,750","155,750",0,"250,000","250,000","250,000",0,0
Finance-Hero Scholarship Awards,"54,000","24,000","24,000",0,"50,000","50,000","50,000",0,0
Finance-Payment to Housing Trust Fund,0,"29,066,068","29,066,068",0,"29,066,068","29,066,068","29,066,068",0,0
Finance-Indemnities,"2,603,995","36,147,403","36,147,403",0,"67,246,000","67,246,000","67,246,000",0,0
Finance-Refunds,"51,581","53,113","53,113",0,"250,000","250,000","250,000",0,0
Finance-School District Contribution,"255,953,201","134,976,601","134,976,601",0,"269,953,201","269,953,201","269,953,201",0,0
Finance-Witness Fees,"132,374","90,050","90,050",0,"171,518","171,518","171,518",0,0
Fire,"370,064,246","179,526,013","179,526,013",0,"380,890,162","384,440,162","384,440,162","(3,550,000)",0
First Judicial District,"117,602,127","54,100,455","54,100,455",0,"122,019,892","123,305,669","123,305,669","(1,285,777)",0
Fleet Services,"47,976,369","37,523,978","37,523,978",0,"58,241,470","59,241,470","59,241,470","(1,000,000)",0
Fleet Services Vehicle Purchases,"9,745,852","9,944,884","9,944,884",0,"12,507,852","17,507,852","17,507,852","(5,000,000)",0
Free Library,"41,821,730","22,184,886","22,184,886",0,"58,449,945","61,885,306","61,885,306","(3,435,361)",0
Human Relations Commission,"2,312,602","1,208,888","1,208,888",0,"2,573,736","2,578,736","2,578,736","(5,000)",0
Human Services,"172,561,709","141,245,036","141,245,036",0,"189,224,595","189,801,455","189,801,455","(576,860)",0
Labor,"2,700,038","1,611,015","1,611,015",0,"4,004,336","4,004,336","4,004,336",0,0
Law,"21,424,000","12,254,447","12,254,447",0,"21,876,309","22,026,309","22,026,309","(150,000)",0
Licenses & Inspections,"38,135,396","18,831,425","18,831,425",0,"41,626,239","41,626,239","41,626,239",0,0
L&I-Board of Building Standards,"76,786","37,468","37,468",0,"84,116","84,116","84,116",0,0
L&I-Board of L & | Review,"144,949","94,759","94,759",0,"180,813","180,813","180,813",0,0
