0,1,2,3,4,5,6,7,8,9
Art Museum Subsidy,"2,300,000","1,150,000","1,150,000",0,"2,300,000","2,300,000","2,300,000",0,
Atwater Kent Museum,"265,694","155,442","155,077",365,"268,630","270,163","270,163","(1,533)",
Auditing (City Controller's Office),"7,288,507","3,682,219","3,236,022","446,197","7,449,931","7,665,486","7,665,486","(215,555)",
Board of Building Standards,"57,935","30,968","27,168","3,800","70,169","70,941","70,941",(772),
Board of Ethics,"682,572","421,851","339,609","82,242","898,000","908,942","908,942","(10,942)",
Board of L & I Review,"124,443","67,618","58,854","8,764","152,607","159,296","159,296","(6,689)",
Board of Revision of Taxes,"539,709","343,274","240,070","103,204","708,540","715,175","715,175","(6,635)",
City Commissioners (Election Board),"8,535,361","4,326,305","4,652,801","(326,496)","8,847,093","8,878,534","8,878,534","(31,441)",
City Council,"13,758,182","7,535,969","6,252,407","1,283,562","35,549,272","15,635,737","15,635,737","19,913,535",
City Planning Commission,"2,209,210","1,157,636","1,164,770","(7,134)","2,212,057","2,257,415","2,257,415","(45,358)",
City Representative,"878,647","634,494","587,759","46,735","889,611","1,012,690","1,012,690","(123,079)",
City Treasurer,"825,035","490,606","492,353","(1,747)","886,605","896,096","896,096","(9,491)",
Civil Service Commission,"166,720","93,874","96,621","(2,747)","166,903","167,682","167,682",(779),
Commerce,"2,067,253","1,633,238","1,441,758","191,480","2,681,813","2,676,277","2,676,277","5,536",
Commerce-Economic Stimulus,"1,294,448",0,0,0,"1,294,448","1,294,448","1,294,448",0,
Community College Subsidy,"25,409,207","25,409,207","25,409,207",0,"25,409,207","25,409,207","25,409,207",0,
Convention Center Subsidy,"15,000,000","15,000,000","15,000,000",0,"15,000,000","15,000,000","15,000,000",0,
District Attorney,"30,632,240","15,510,178","14,752,481","757,697","31,054,996","31,489,711","31,489,711","(434,715)",
Finance,"15,395,169","8,568,201","8,441,439","126,762","12,980,135","13,994,697","13,994,697","(1,014,562)",
Finance - Contribution to the School District,"48,930,000","38,000,000","38,000,000",0,"48,990,000","68,990,000","68,990,000","(20,000,000)",
Finance Employee Benefits,"1,066,249,915","297,307,139","297,307,139",0,"1,118,256,727","1,120,784,538","1,124,584,538","(6,327,811)","(3,800,000)"
Employee Disability,"54,291,538","35,528,412","35,528,412",o,"58,294,301","58,294,301","58,294,301",o,
FICA,"67,180,975","32,846,358","32,846,358",0,"64,893,903","64,893,903","64,893,903",o,
Flex Cash Payments,"666,203","726,258","726,258",o,"1,000,000","1,000,000","1,000,000",o,
Group Legal,"3,871,727","1,903,530","1,903,530",o,"4,134,000","4,134,000","4,134,000",o,
Group Life Insurance,"7,758,985","3,754,672","3,754,672",o,"7,750,000","7,750,000","7,750,000",o,
Health / Medical,"379,419,925","167,626,121","167,626,121",o,"357,440,044","368,507,855","368,507,855","(11,067,811)",
Pension,"447,700,184","45,807,148","45,807,148",o,"522,007,030","512,207,030","512,207,030","9,800,000",
Pension Obligation Bonds,"100,103,959","6,479,801","6,479,801",o,"107,099,189","107,099,189","107,099,189",0,
Tool Allowance,"91,825","93,750","93,750",0,"125,000","125,000","125,000",o,
Unemployment Compensation,"5,164,594","2,541,089","2,541,089",o,"5,580,260","5,580,260","5,580,260",o,
Anticipated Workforce Savings (1),0,0,0,0,"(10,067,000)","(8,807,000)","(5,007,000)","(5,060,000)","(3,800,000)"
Finance PGW Rental Reimbursement,0,0,0,0,0,0,0,0,
Fire,"195,049,508","89,933,965","94,084,919","(4,150,954)","189,305,204","189,348,110","196,548,110","(7,242,906)","(7,200,000)"
First Judicial District,"116,949,256","52,537,876","53,260,438","(722,562)","101,370,322","102,823,911","108,273,911","(6,903,589)","(5,450,000)"
Common Pleas Court,"79,914,609","34,657,853","35,357,275","(699,422)","67,718,281","69,171,870","74,621,870","(6,903,589)","(5,450,000)"
Municipal Court,"8,494,504","3,594,632","4,062,620","(467,988)","7,331,577","7,331,577","7,331,577",o,
Office of the Exec. Administrator,"23,219,438","11,792,460","11,277,277","515,183","21,382,250","21,382,250","21,382,250",o,
Traffic Court,"5,320,705","2,492,932","2,563,266","(70,334)","4,938,214","4,938,214","4,938,214",o,
Fleet Management,"49,626,911","25,982,067","26,576,013","(593,946)","44,909,814","44,962,288","49,962,288","(5,052,474)","(5,000,000)"
Fleet Management Vehicle Purchases,"6,288,709","6,021,358","6,042,983","(21,625)","10,465,000","10,965,000","10,965,000","(500,000)",
Free Library,"33,268,796","17,465,027","17,355,430","109,597","33,682,773","33,998,189","33,998,189","(315,416)",
Historical Commission,"358,585","161,908","161,911",(3),"387,784","394,574","394,574","(6,790)",
Hero Award,"28,000","21,000","21,000",0,"25,000","25,000","25,000",0,
Human Relations Commission,"1,829,869","923,728","807,976","115,752","1,998,475","2,004,933","2,004,933","(6,458)",
Human Services,"101,929,326","77,291,237","69,477,256","7,813,981","111,037,535","101,660,912","101,660,912","9,376,623",
Administration & Management,"4,844,392","1,860,601","1,500,490","360,111","13,406,708","3,010,849","3,010,849","10,395,859",
Performance Management & Accountability,"1,338,609","267,499","151,652","115,847","1,142,775","466,463","466,463","676,312",
Juvenile Justice Services,"34,173,527","32,027,246","28,610,720","3,416,526","25,137,387","38,237,003","38,237,003","(13,099,616)",
Children & Youth (Child Welfare),"47,226,493","43,135,891","39,214,394","3,921,497","50,066,546","59,673,715","59,673,715","(9,607,169)",
Community Based Prevention Services,"14,346,305",0,o,0,"21,284,119",o,0,"21,284,119",
