0,1,2,3,4,5,6,7,8,9
,,,FISCAL YEAR 2018 YEAR TO DATE,,,,FISCAL YEAR 2018 FULL YEAR,,
DEPARTMENT,FY 2017 ACTUAL,TARGET BUDGET PLAN,ACTUAL,ACTUAL (OVER) UNDER TARGET BUDGET,ORIGINAL ADOPTED BUDGET,TARGET BUDGET,CURRENT PROJECTION,CURRENT (OVER) ADOPTED BUDGET,PROJECTION UNDER TARGET
Art Museum Subsidy,"2,550,000","1,912,500","1,912,500",0,"2,550,000","2,550,000","2,550,000",0,0
Atwater Kent Museum,"298,440","234,401","234,401",0,"301,897","297,148","297,148","4,749",0
Auditing (City Controller's Office),"8,477,318","6,235,871","6,235,871",0,"8,949,215","8,695,504","8,695,504","253,711",0
Board of Ethics,"950,743","704,483","704,483",0,"1,095,489","1,073,764","1,073,764","21,725",0
Board of Revision of Taxes,"1,024,765","697,246","697,246",0,"1,048,926","1,024,977","1,024,977","23,949",0
City Commissioners (Election Board),"10,983,892","7,023,470","7,023,470",0,"9,911,167","9,877,982","9,877,982","33,185",0
City Council,"15,604,515","11,966,940","11,966,940",0,"17,707,946","17,325,693","17,325,693","382,253",0
City Planning Commission,"2,514,423",0,0,0,0,0,0,0,0
City Representative,"858,744","783,723","783,723",0,"1,217,420","1,212,949","1,212,949","4,471",0
City Treasurer,"1,092,563","862,547","862,547",0,"1,203,537","1,161,245","1,161,245","42,292",0
Civil Service Commission (1),"190,912","147,021","147,021",0,"20,196,970","193,031","20,388,367","(191,397)","(20,195,336)"
Commerce,"5,098,560","4,875,445","4,875,445",0,"5,667,596","5,617,326","5,617,326","50,270",0
Commerce-Convention Center Subsidy,"15,000,000","15,000,000","15,000,000",0,"15,000,000","15,000,000","15,000,000",0,0
Commerce-Economic Stimulus,"3,354,448","2,794,448","2,794,448",0,"2,794,448","2,854,448","2,854,448","(60,000)",0
District Attorney,"36,257,653","26,945,197","26,295,197","650,000","37,810,487","37,324,364","36,524,364","1,286,123","800,000"
Finance,"12,482,995","11,141,869","11,141,869",0,"14,861,198","14,557,786","14,557,786","303,412",0
Finance-Disability-Reg #32 Payroll,"1,987,825","1,648,503","1,648,503",0,0,"2,650,000","2,650,000","(2,650,000)",0
Finance-Federal Grant Reserve,0,0,0,0,"50,893,000","50,893,000","50,893,000",0,0
Finance-Community College Subsidy,"29,909,207","30,409,207","30,409,207",0,"30,409,207","30,409,207","30,409,207",0,0
Finance - Employee Benefits,"1,240,988,145","1,069,682,167","1,069,682,167",0,"1,307,799,345","1,299,433,756","1,299,433,756","8,365,589",0
Unemployment Compensation,"1,970,599","2,315,475","2,315,475",0,"4,080,260","4,080,260","4,080,260",0,0
Employee Disability,"56,192,257","40,434,862","40,434,862",0,"67,087,798","64,437,798","64,437,798","2,650,000",0
Pension Obligation Bonds,"109,480,673","121,310,419","121,310,419",0,"111,330,520","111,330,520","111,330,520",0,0
Pension,"536,570,498","538,934,019","538,934,019",0,"544,877,667","544,877,667","544,877,667",0,0
Pension-Sales Tax,"19,177,417",0,0,0,"24,041,450","27,226,166","27,226,166","(3,184,716)",0
Pension-Plan 10,"81,476","201,237","201,237",0,0,0,0,0,0
FICA,"75,096,960","59,549,978","59,549,978",0,"76,057,992","76,057,992","76,057,992",0,0
Flex Cash Payments,"599,546","645,989","645,989",0,"800,000","800,000","800,000",0,0
Health/Medical,"429,069,103","296,748,524","296,748,524",0,"466,427,163","457,526,858","457,526,858","8,900,305",0
Group Life Insurance,"7,986,237","5,799,737","5,799,737",0,"8,100,386","8,100,386","8,100,386",0,0
Group Legal,"4,639,379","3,532,877","3,532,877",0,"4,849,842","4,849,842","4,849,842",0,0
Tool Allowance,"124,000","209,050","209,050",0,"146,267","146,267","146,267",0,0
Finance-Hero Scholarship Awards,"15,000","2,000","2,000",0,"25,000","25,000","25,000",0,0
Finance-Indemnities,0,"29,885,914","29,885,914",0,"44,920,000","44,920,000","44,920,000",0,0
Finance-Refunds,0,"9,120","9,120",0,"250,000","250,000","250,000",0,0
Finance-School District Contribution,"104,263,617",0,0,0,"104,348,281","104,348,281","104,348,281",0,0
Finance-Witness Fees,"107,655","48,600","48,600",0,"171,518","171,518","171,518",0,0
Fire,"236,274,906","179,954,967","181,579,967","(1,625,000)","247,546,034","257,717,239","260,017,239","(12,471,205)","(2,300,000)"
First Judicial District,"109,120,853","77,483,709","77,483,709",0,"111,442,508","109,498,628","109,498,628","1,943,880",0
Fleet Management,"41,824,587","34,270,414","34,270,414",0,"49,576,866","48,870,252","48,870,252","706,614",0
Fleet Management - Vehicle Purchases,"18,994,042","15,912,082","15,912,082",0,"13,965,000","16,047,739","16,047,739","(2,082,739)",0
Free Library,"40,470,907","30,562,239","30,937,239","(375,000)","40,937,562","40,602,030","41,102,030","(164,468)","(500,000)"
Historical Commission,"400,662",0,0,0,0,0,0,0,0
Human Relations Commission,"2,004,001","1,456,534","1,456,534",0,"2,204,279","2,154,570","2,154,570","49,709",0
Human Services,"103,046,621","82,570,584","82,570,584",0,"109,035,530","109,035,530","109,035,530",0,0
Labor,"937,484","1,048,316","1,048,316",0,"1,617,396","1,558,598","1,558,598","58,798",0
Law,"16,465,732","11,741,168","11,741,168",0,"15,743,191","15,215,686","15,215,686","527,505",0
Licenses & Inspections,"32,913,392","24,527,193","24,527,193",0,"35,755,266","35,428,244","35,428,244","327,022",0
L&I-Board of Building Standards,"69,683","43,248","43,248",0,"75,419","73,911","73,911","1,508",0
