0,1,2,3,4,5,6,7,8,9
,,,FISCAL YEAR 2017 YEAR TO DATE,,,,FISCAL YEAR 2017 FULL YEAR,,
DEPARTMENT,FY 2016 UNAUDITED ACTUAL,TARGET BUDGET PLAN,ACTUAL,ACTUAL (OVER) UNDER TARGET BUDGET,ORIGINAL ADOPTED BUDGET,TARGET BUDGET,CURRENT PROJECTION,CURRENT (OVER) UNDER ADOPTED BUDGET,PROJECTION TARGET
L&I-Board of L & I Review,"150,198","84,536","85,036",(500),"169,637","170,695","171,195","(1,558)",(500)
L&I-Zoning Board of Adjustment,"361,362","159,740","161,740","(2,000)","372,290","376,673","378,673","(6,383)","(2,000)"
Managing Director's Office,"37,253,573","21,653,661","21,679,661","(26,000)","39,048,607","38,889,714","39,251,669","(203,062)","(361,955)"
Managing Director-Legal Services,"44,695,131","45,643,831","45,643,831",0,"45,793,831","45,793,831","46,490,831","(697,000)","(697,000)"
Mayor's Office,"5,326,597","2,033,610","2,033,610",0,"4,261,140","4,250,774","4,348,883","(87,743)","(98,109)"
Mayor's Office-Scholarships,"200,000","190,000","190,000",0,"200,000","200,000","200,000",0,0
Mayor's Office-Comm. Empowerment & Opp.,"938,500","500,000","500,000",0,"2,525,318","2,525,318","2,525,318",0,0
Mayor's Office of Transportation & Utilities,"691,258",0,0,0,0,0,0,0,0
Mural Arts Program,"1,650,828","1,392,900","1,401,535","(8,635)","1,679,016","1,679,016","1,685,510","(6,494)","(6,494)"
Office of Arts and Culture,"4,151,022","3,962,420","3,944,961","17,459","4,172,855","4,134,254","4,137,217","35,638","(2,963)"
Office of Behavioral Hith & Intellectual disAbility,"13,970,663","13,467,097","13,468,097","(1,000)","14,136,076","14,138,208","14,131,779","4,297","6,429"
Office of the Chief Administrative Officer,0,"3,295,030","3,299,530","(4,500)","5,616,490","5,607,259","5,652,201","(35,711)","(44,942)"
Office of Community Schools and Pre-K,0,"12,659,216","12,507,075","152,141","27,469,925","27,469,925","27,139,948","329,977","329,977"
Office of Homeless Services,"45,692,125","32,377,222","32,407,722","(30,500)","46,657,206","46,655,968","46,886,207","(229,001)","(230,239)"
Office of Housing and Comm. Development,"3,589,647","2,553,500","2,553,500",0,"2,865,000","2,865,000","3,365,000","(500,000)","(500,000)"
Office of Human Resources,"6,230,345","3,100,974","3,113,974","(13,000)","6,425,580","6,434,445","6,447,445","(21,865)","(13,000)"
