0,1,2,3,4,5,6,7,8,9,10,11
,,,,,FY 2021 YEAR TO DATE,,,,FY 2021 FULL YEAR,,
Department/Category,FY 18 Year End Actual,FY 19 Year End Actual,FY 20 Unaudited Actual,Target Budget Plan,Actual,Actual (Over) Under Target Budget,Adopted Budget,Target Budget,Year End Departmental Projection,Departmental (Over) Adopted Budget,Projection Under Target Budget
Licenses & Inspections,,,,,,,,,,,
Full-Time Positions,396,372,394,399,399,0,423,423,423,0,0
Class 100 Total Oblig./Approp.,"22,292,655","23,626,633","24,986,716","11,971,526","11,971,526",0,"23,970,217","23,970,217","23,970,217",0,0
Class 100 Overtime Oblig./Approp.,"1,306,891","1,432,352","1,408,144","660,607","322,362","338,245","1,331,213","1,321,213","1,321,213","10,000",0
L&I-Board of Building Standards,,,,,,,,,,,
Full-Time Positions,1,1,1,1,1,0,1,1,1,0,0
Class 100 Total Oblig./Approp.,"67,339","83,562","79,592","40,070","40,070",0,"82,018","82,018","82,018",0,0
Class 100 Overtime Oblig./Approp.,0,0,0,0,0,0,0,0,0,0,0
L&I-Board of L & I Review,,,,,,,,,,,
Full-Time Positions,2,2,2,2,2,0,2,2,2,0,0
Class 100 Total Oblig./Approp.,"143,207","129,561","126,329","62,799","62,799",0,"165,635","165,635","165,635",0,0
Class 100 Overtime Oblig./Approp.,"1,372","1,164",35,0,0,0,0,0,0,0,0
Managing Director,,,,,,,,,,,
Full-Time Positions,307,307,287,287,287,0,317,317,317,0,0
Class 100 Total Oblig./Approp.,"20,292,249","20,519,487","40,052,290","12,741,540","12,741,540",0,"36,119,907","35,454,287","45,819,287","(9,699,380)","(10,365,000)"
Class 100 Overtime Oblig./Approp.,"471,245","501,777","1,088,557","489,855","215,361","274,494","660,000","979,709","979,709","(319,709)",0
Mayor's Office,,,,,,,,,,,
Full-Time Positions,41,51,61,60,57,3,65,65,65,0,0
Class 100 Total Oblig./Approp.,"3,487,719","4,779,593","5,526,098","2,793,602","2,793,602",0,"5,775,991","5,808,491","5,808,491","(32,500)",0
Class 100 Overtime Oblig./Approp.,0,0,88,0,0,0,0,0,0,0,0
Mayor's Office of Community Empowerment and Opportunity,,,,,,,,,,,
Full-Time Positions,2,0,0,0,0,0,0,0,0,0,0
Class 100 Total Oblig./Approp.,"233,263","90,000","90,000",0,0,0,"45,000","45,000","45,000",0,0
Class 100 Overtime Oblig./Approp.,0,0,0,0,0,0,0,0,0,0,0
Mural Arts Program,,,,,,,,,,,
Full-Time Positions,11,11,10,10,10,0,10,10,10,0,0
Class 100 Total Oblig./Approp.,"545,525","587,931","598,178","250,633","250,633",0,"578,952","578,952","578,952",0,0
Class 100 Overtime Oblig./Approp.,"28,588","16,444","11,874","17,907","1,566","16,341","35,814","35,814","25,814","10,000","10,000"
