0,1,2,3,4,5,6,7,8,9,10,11
,,,,,FY 2020 YEAR TO DATE,,,,FY 2020 FULL YEAR,,
Department/ Category,FY 17 Year End,FY 18 Year End,FY 19 Unaudited,Target Budget,,Actual (Over) Under,Adopted,Target,Year End Departmental,Departmental (Over),Projection Under
,Actual,Actual,Actual,Plan,Actual,Target Budget,Budget,Budget,Projection,Adopted Budget,Target Budget
Finance Reg #32 Disability,,,,,,,,,,,
Full-Time Positions,0,0,0,0,0,0,0,0,0,0,0
Class 100 Total Oblig./Approp.,"1,987,825","2,556,892","2,409,171","188,514","188,514",0,"2,650,000","2,650,000","2,650,000",0,0
Class 100 Overtime Oblig./Approp.,0,0,0,0,0,0,0,0,0,0,0
Fire,,,,,,,,,,,
Full-Time Positions,"2,281","2,511","2,530","2,564","2,564",0,"2,704","2,704","2,704",0,0
Class 100 Total Oblig./Approp.,"214,434,520","244,026,657","283,319,650","57,174,412","57,174,412",0,"273,966,292","287,757,292","287,757,292","(13,791,000)",0
Class 100 Overtime Oblig./Approp.,"25,016,458","36,673,566","50,943,620","12,903,589","14,527,009","(1,623,420)","37,823,353","51,614,353","51,614,353","(13,791,000)",0
First Judicial District,,,,,,,,,,,
Full-Time Positions,"1,856","1,867","1,842","1,850","1,851",(1),"1,850","1,850","1,850",0,0
Class 100 Total Oblig./Approp.,"94,649,818","98,343,914","100,719,400","22,237,299","22,237,299",0,"104,792,068","105,279,568","105,279,568","(487,500)",0
Class 100 Overtime Oblig./Approp.,"7,095","25,034","24,242","23,710","16,734","6,976","94,840","94,840","94,840",0,0
Fleet Management,,,,,,,,,,,
Full-Time Positions,270,281,286,285,285,0,310,310,310,0,0
Class 100 Total Oblig./Approp.,"16,491,089","17,532,835","18,501,080","3,860,104","3,860,104",0,"19,416,871","19,416,871","19,416,871",0,0
Class 100 Overtime Oblig./Approp.,"2,126,729","2,249,940","2,406,919","578,970","438,259","140,711","2,315,880","2,315,880","2,315,880",0,0
Free Library,,,,,,,,,,,
Full-Time Positions,643,649,651,683,683,0,737,737,737,0,0
Class 100 Total Oblig./Approp.,"35,905,717","36,929,841","38,004,616","8,418,325","8,418,325",0,"40,633,647",40.633.647,"40,633,647",0,0
Class 100 Overtime Oblig./Approp.,"1,762,275","1,576,070","1,667,956","332,790","458,388","(125,598)","1,331,159","1,331,159","1,331,159",0,0
Historical Commission,,,,,,,,,,,
Full-Time Positions,6,0,0,0,0,0,0,0,0,0,0
Class 100 Total Oblig./Approp.,"400,662",0,0,0,0,0,0,0,0,0,0
Class 100 Overtime Oblig./Approp.,0,0,0,0,0,0,0,0,0,0,0
