0,1,2,3,4,5,6,7,8,9,10,11
,,,,,FY 2022 YEAR TO DATE,,,,FY 2022 FULL YEAR,,
Department/Category,FY 19 Year End Actual,FY 20 Year End Actual,FY 21 Unaudited Actual,Target Budget Plan,Actual,Actual (Over) Under Target Budget,Adopted Budget,Target Budget,Year End Departmental Projection,Departmental (Over) Adopted Budget,Projection Under Target Budget
Civil Service Commission,,,,,,,,,,,
Full-Time Positions,2,2,1,2,2,0,2,2,2,0,0
Class 100 Total Oblig./Approp.,"168,597","160,826","140,533","25,796","25,796",0,"177,148","177,148","177,148",0,0
Class 100 Overtime Oblig./Approp.,0,0,0,0,0,0,0,0,0,0,0
Commerce,,,,,,,,,,,
Full-Time Positions,48,44,37,32,32,0,51,51,51,0,0
Class 100 Total Oblig./Approp.,"3,028,159","3,453,180","2,499,341","649,524","649,524",0,"3,614,341","3,614,341","3,614,341",0,0
Class 100 Overtime Oblig./Approp.,"5,257","6,816",0,"2,500",0,"2,500","10,000","10,000","10,000",0,0
District Attorney,,,,,,,,,,,
Full-Time Positions,491,545,521,540,564,(24),540,540,540,0,0
Class 100 Total Oblig./Approp.,"34,265,564","38,029,618","38,421,902","8,381,774","8,381,774",0,"36,562,904","36,562,904","37,962,904","(1,400,000)","(1,400,000)"
Class 100 Overtime Oblig./Approp.,"155,103","135,138","141,860","41,000","50,458","(9,458)","164,000","164,000","164,000",0,0
Finance,,,,,,,,,,,
Full-Time Positions,116,119,119,117,117,0,132,132,129,3,3
Class 100 Total Oblig./Approp.,"7,756,138","9,222,201","9,293,924","2,087,527","2,087,527",0,"10,185,891","10,185,891","9,974,320","211,571","211,571"
Class 100 Overtime Oblig./Approp.,"74,302","74,119","128,747","21,315","22,387","(1,072)","85,259","85,259","137,689","(52,430)","(52,430)"
Finance Reg #32 Disability,,,,,,,,,,,
Full-Time Positions,0,0,0,0,0,0,0,0,0,0,0
Class 100 Total Oblig./Approp.,"2,413,758","1,092,451","2,167,137","505,300","505,300",0,"2,293,165","2,293,165","2,293,165",0,0
Class 100 Overtime Oblig./Approp.,0,0,0,0,0,0,0,0,0,0,0
Fire,,,,,,,,,,,
Full-Time Positions,"2,530","2,628","2,678","2,653","2,653",0,"3,368","3,368","2,928",440,440
Class 100 Total Oblig./Approp.,"283,319,650","303,857,650","318,512,653","69,430,631","69,430,631",0,"332,992,022","332,992,022","330,437,819","2,554,203","2,554,203"
Class 100 Overtime Oblig./Approp.,"50,943,620","63,932,091","62,597,682","17,446,068","14,272,333","3,173,735","69,784,271","69,784,271","69,784,271",0,0
First Judicial District,,,,,,,,,,,
Full-Time Positions,"1,842","1,825","1,773","1,740","1,741",(1),"1,822","1,822","1,822",0,0
Class 100 Total Oblig./Approp.,"100,719,400","103,276,427","102,667,998","24,258,101","24,258,101",0,"105,324,122","105,324,122","106,324,122","(1,000,000)","(1,000,000)"
Class 100 Overtime Oblig./Approp.,"24,242","47,641","12,832","23,710","1,322","22,388","94,840","94,840","94,840",0,0
