0,1,2,3,4,5,6,7,8
,,,,,,FY 2019 FULL YEAR,,
Department/ Category,FY 16 Year End,FY 17 Year End,FY 18 Year End,Adopted,Target,Year End Departmental,Departmental (Over),Projection Under
,Actual,Actual,Actual,Budget,Budget,Projection,Adopted Budget,Target Budget
Revenue,,,,,,,,
Full-Time Positions,378,402,414,437,437,405,32,32
Class 100 Total Oblig./Approp.,"18,570,671","20,417,912","21,536,327","22,156,816","22,700,766","22,700,766","(543,950)",0
Class 100 Overtime Oblig./Approp.,"748,665","597,862","414,990","505,000","288,000","368,000","137,000","(80,000)"
Sheriff,,,,,,,,
Full-Time Positions,330,348,364,410,410,355,55,55
Class 100 Total Oblig./Approp.,"22,280,203","25,144,829","27,179,518","24,570,248","24,632,430","24,632,430","(62,182)",0
Class 100 Overtime Oblig./Approp.,"5,677,451","5,748,984","5,934,927","2,276,187","5,900,000","6,164,000","(3,887,813)","(264,000)"
Streets,,,,,,,,
Full-Time Positions,"1,676","1,702","1,738","1,912","1,912","1,736",176,176
Class 100 Total Oblig./Approp.,"76,874,569","76,897,341","79,636,511","84,297,081","85,085,552","85,085,552","(788,471)",0
Class 100 Overtime Oblig./Approp.,"14,565,821","13,942,643","16,200,539","9,298,300","14,457,784","15,500,000","(6,201,700)","(1,042,216)"
Youth Commission,,,,,,,,
Full-Time Positions,1,0,0,0,0,0,0,0
Class 100 Total Oblig./Approp.,"92,488",0,0,0,0,0,0,0
Class 100 Overtime Oblig./Approp.,0,0,0,0,0,0,0,0
,,,,,,,,
,,,,,,,,
TOTAL GENERAL FUND,,,,,,,,
Full-Time Positions,"21,427","21,610","22,226","23,458","23,515","22,210","1,248","1,305"
Class 100 Total Oblig./Approp.,"1,562,629,197","1,589,003,244","1,690,080,953","1,738,440,262","1,771,524,860","1,771,524,860","(33,084,598)",0
Class 100 Overtime Oblig./Approp.,"170,783,318","163,245,876","179,380,151","154,863,464","181,914,407","178,798,527","(23,935,063)","3,115,880"
