0,1,2,3,4,5,6,7,8
,,,,,,FISCAL YEAR 2012,,
,,,,,,FULL YEAR,,
Department/Category,FY 09 Year End,FY 10 Year End,FY 11 Year End,Adopted,Target,Year End Departmental,Departmental (Over),Projection Under
,Actual,Actual,Actual,Budget,Budget,Projection,Adopted Budget,Target Budget
Administration and Support Svcs.,,,,,,,,
Full-Time Positions,98,98,87,100,101,91,9,10
Class 100 Total Oblig./Approp.,"6,162,555","5,871,568","4,984,511","5,737,400","5,788,400","5,788,400","(51,000)",0
Class 100 Overtime Oblig./Approp.,"436,973","459,508","492,932","428,351","428,351","502,956","(74,605)","(74,605)"
Medical Examiner's Office,,,,,,,,
Full-Time Positions,44,47,48,52,52,47,5,5
Class 100 Total Oblig./Approp.,"3,172,723","3,101,393","3,060,172","3,194,123","3,194,123","3,194,123",0,0
Class 100 Overtime Oblig./Approp.,"413,298","272,704","226,662","233,607","225,607","316,299","(82,692)","(90,692)"
Infectious Disease Control,,,,,,,,
Full-Time Positions,48,46,46,54,53,50,4,3
Class 100 Total Oblig./Approp.,"2,642,223","2,391,827","2,346,778","2,950,411","2,685,292","2,685,292","265,119",0
Class 100 Overtime Oblig./Approp.,"140,192","104,366","127,849","139,952","139,952","125,607","14,345","14,345"
Chronic Disease Control,,,,,,,,
Full-Time Positions,0,0,0,0,0,12,(12),(12)
Class 100 Total Oblig./Approp.,0,0,0,0,"167,499",o,0,"167,499"
Class 100 Overtime Oblig./Approp.,,,,,,,0,0
Public Property,,,,,,,,
Full-Time Positions,135,123,126,129,131,122,7,9
Class 100 Total Oblig./Approp.,"7,727,548","6,646,774","6,379,553","6,734,507","6,734,507","6,734,507",0,0
Class 100 Overtime Oblig./Approp.,"936,229","442,869","435,089","344,088","376,432","517,357","(173,269)","(140,925)"
