0,1,2,3,4,5,6,7,8
,,,,,,FY 2016 FULL YEAR,,
Department/ Category,FY 13 Year End,FY 14 Year End,FY 15 Year End,Adopted,Target,Year End Departmental,Departmental (Over),Projection Under
,Actual,Actual,Actual,Budget,Budget,Projection,Adopted Budget,Target Budget
Children & Youth,,,,,,,,
Full-Time Positions,295,130,127,142,142,142,0,0
Class 100 Total Oblig./Approp.,"17,438,367","10,090,953","5,886,488","7,793,603","7,793,603","7,793,603",0,0
Class 100 Overtime Oblig./Approp.,"558,125","576,202","2,037,375","923,681","923,681","923,681",0,0
Labor Relations,,,,,,,,
Full-Time Positions,7,7,7,8,8,7,1,1
Class 100 Total Oblig./Approp.,"534,553","468,177","657,403","559,029","559,029","559,029",0,0
Class 100 Overtime Oblig./Approp.,"3,732","6,253","3,289","13,949","3,949",0,"13,949","3,949"
Law,,,,,,,,
Full-Time Positions,138,146,152,154,124,126,28,(2)
Class 100 Total Oblig./Approp.,"6,511,482","6,683,364","6,952,307","7,383,566","7,717,566","7,717,566","(334,000)",0
Class 100 Overtime Oblig./Approp.,43,47,70,"5,000","5,000",99,"4,901","4,901"
Licenses & Inspections,,,,,,,,
Full-Time Positions,292,296,335,384,384,335,49,49
Class 100 Total Oblig./Approp.,"14,071,418","15,002,935","17,339,944","19,770,711","19,770,711","19,770,711",0,0
Class 100 Overtime Oblig./Approp.,"569,964","900,347","1,510,382","465,000","1,565,214","1,812,827","(1,347,827)","(247,613)"
L&I-Board of Building Standards,,,,,,,,
Full-Time Positions,1,1,1,1,1,1,0,0
Class 100 Total Oblig./Approp.,"57,140","62,431","63,025","73,970","73,970","73,970",0,0
Class 100 Overtime Oblig./Approp.,0,348,417,0,500,220,(220),280
L&I-Board of L & I Review,,,,,,,,
Full-Time Positions,1,2,2,2,2,2,0,0
Class 100 Total Oblig./Approp.,"118,245","125,229","127,421","157,354","157,354","157,354",0,0
Class 100 Overtime Oblig./Approp.,33,377,"2,364",0,"2,000","1,788","(1,788)",212
L&I-Zoning Board of Adjustment,,,,,,,,
Full-Time Positions,5,5,5,5,5,5,0,0
Class 100 Total Oblig./Approp.,"331,167","322,552","339,261","337,749","337,749","337,749",0,0
Class 100 Overtime Oblig./Approp.,0,952,984,0,500,"2,131","(2,131)","(1,631)"
Managing Director,,,,,,,,
Full-Time Positions,156,279,257,266,272,258,8,14
Class 100 Total Oblig./Approp.,"14,893,261","15,697,636","16,162,124","16,819,293","17,319,293","17,319,293","(500,000)",0
Class 100 Overtime Oblig./Approp.,"675,264","651,824","502,416","397,676","453,893","537,197","(139,521)","(83,304)"
Mayor's Office,,,,,,,,
Full-Time Positions,36,44,51,49,49,48,1,1
Class 100 Total Oblig./Approp.,"3,078,511","3,956,370","4,099,398","3,941,124","3,941,124","3,941,124",0,0
Class 100 Overtime Oblig ./Approp.,102,0,0,0,0,0,0,0
