0,1,2,3,4,5,6,7,8
,,,,,,,,
,,,,,,FULL YEAR,,
Department / Category,FY 11 Year End,FY 12 Year End,FY 13 Year End,Adopted,Target,Year End Departmental,Departmental (Over),Projection Under
,Actual,Actual,Actual,Budget,Budget,Projection,Adopted Budget,Target Budget
Free Library,,,,,,,,
Full-Time Positions,619,608,609,654,654,609,45,45
Class 100 Total Oblig./Approp.,"29,004,685","28,981,009","29,154,178","30,703,592","31,212,558","30,812,558","(108,966)","400,000"
Class 100 Overtime Oblig./Approp.,"745,424","791,993","1,097,007","987,372","1,346,624","1,252,356","(264,984)","94,268"
Historical Commission,,,,,,,,
Full-Time Positions,6,4,5,6,6,6,0,0
Class 100 Total Oblig./Approp.,"375,835","357,778","350,685","395,048","406,921","406,921","(11,873)",0
Class 100 Overtime Oblig./Approp.,0,0,0,0,0,0,0,0
Human Relations Commission,,,,,,,,
Full-Time Positions,30,29,29,34,34,30,4,4
Class 100 Total Oblig./Approp.,"1,908,658","1,787,026","1,649,350","1,966,059","2,029,599","2,029,599","(63,540)",0
Class 100 Overtime Oblig./Approp.,0,0,0,0,0,0,0,0
Human Services,,,,,,,,
Full-Time Positions,"1,668",804,377,442,448,382,60,66
Class 100 Total Oblig./Approp.,"92,981,141","23,237,096","22,265,266","18,937,840","21,647,426","21,647,426","(2,709,586)",0
Class 100 Overtime Oblig./Approp.,"8,687,587","536,744","1,226,747","2,299,123","2,832,901","2,832,901","(533,778)",0
Administration & Management,,,,,,,,
Full-Time Positions,226,117,19,109,114,100,9,14
Class 100 Total Oblig./Approp.,"10,607,301","3,805,987","1,122,016","2,652,812","3,444,138","3,444,138","(791,326)",0
Class 100 Overtime Oblig./Approp.,"415,314","47,583","48,300","148,794","267,084","267,084","(118,290)",0
