0,1,2,3,4,5,6,7,8,9,10,11
,,,,,,,FISCAL,YEAR 2009,,,
,,,,,YEAR TO DATE,,,,FULL YEAR,,
Department/ Category,FY 06 Year End Actual,FY 07 Year End Actual,FY 08 Year End Actual,Target Budget Plan,Actual,Actual (Over) Under Target Budgt.,Adopted Budget,Target Budget,Year End Departmental Projection,Departmental (Over) Adopted Budget,Projection Under Target Budget
"Information Services, Mayor's Office of",,,,,,,,,,,
Full-Time Positions,96,112,141,152,146,6,156,152,146,10,6
Class 100 Total Oblig./Approp.,"6,140,711","6,699,907","9,634,660","9,310,472","9,310,472",0,"9,252,172","9,310,472","9,310,472","(58,300)",o
Class 100 Overtime Oblig./Approp.,"23,807","26,852","268,625","119,321","134,528","(15,207)","117,000","119,321","134,528","(17,528)","(15,207)"
"Labor Relations, Mayor's Office of",,,,,,,,,,,
Full-Time Positions,7,7,7,7,7,o,7,7,7,0,0
Class 100 Total Oblig./Approp.,"567,778","495,014","498,189","511,436","511,436",o,"511,436","511,436","511,436",0,o
Class 100 Overtime Oblig /Approp.,495,"7,020","7,341","9,172","8,911",261,"4,557","9,172","8,911","(4,354)",261
Law,,,,,,,,,,,
Full-Time Positions,175,193,192,204,182,22,220,204,182,38,22
Class 100 Total Oblig./Approp.,"9,455,099","10,091,089","10,872,968","11,484,683","11,484,683",0,"11,415,383","11,484,683","11,484,683","(69,300)",0
Class 100 Overtime Oblig./Approp.,"4,474","9,360","14,384","4,100","1,623","2,477","12,000","4,100","1,623","10,377","2,477"
Licenses & Inspections,,,,,,,,,,,
Full-Time Positions,355,351,356,326,309,17,374,326,309,65,17
Class 100 Total Oblig./Approp.,"16,439,330","16,511,531","17,773,107","16,823,707","16,823,707",0,"17,204,314","16,823,707","16,823,707","380,607",0
Class 100 Overtime Oblig./Approp.,"729,822","767,225","1,164,539","870,792","578,879","291,913","995,792","870,792","578,879","416,913","291,913"
Managing Director,,,,,,,,,,,
Full-Time Positions,87,102,95,163,128,35,163,163,128,35,35
Class 100 Total Oblig./Approp.,"7,057,558","8,117,286","8,034,882","12,569,564","12,569,564",0,"10,643,679","12,569,564","12,569,564","(1,925,885)",o
Class 100 Overtime Oblig./Approp.,"445,965","473,765","91,631","550,000","928,801","(378,801)","424,331","550,000","928,801","(504,470)","(378,801)"
Mayor,,,,,,,,,,,
Full-Time Positions,55,56,72,70,71,(1),84,77,71,13,6
Class 100 Total Oblig./Approp.,"3,784,126","4,277,032","4,793,689","5,734,265","5,734,265",o,"6,192,305","5,734,265","5,734,265","458,040",o
Class 100 Overtime Oblig./Approp.,"2,678","5,639","1,731",0,0,0,o,o,o,o,0
Mayor's Office of Community Services,,,,,,,,,,,
Full-Time Positions,21,o,22,o,87,(87),0,o,87,(87),(87)
Class 100 Total Oblig./Approp.,"3,068",0,"3,540,164",0,0,0,0,0,0,0,0
Class 100 Overtime Oblig./Approp.,0,0,"216,946",o,o,0,o,0,0,0,0
