0,1,2,3,4,5,6,7,8
,,,,,,FY 2019 FULL YEAR,,
Department/ Category,FY 16 Year End,FY 17 Year End,FY 18 Year End,Adopted,Target,Year End Departmental,Departmental (Over),Projection Under
,Actual,Actual,Actual,Budget,Budget,Projection,Adopted Budget,Target Budget
Parks and Recreation,,,,,,,,
Full-Time Positions,593,607,629,750,750,647,103,103
Class 100 Total Oblig./Approp.,"42,943,935","43,978,477","47,030,321","49,347,561","50,412,093","50,412,093","(1,064,532)",0
Class 100 Overtime Oblig./Approp.,"3,538,293","3,525,788","3,720,838","2,452,430","3,562,430","3,540,000","(1,087,570)","22,430"
Planning and Development,,,,,,,,
Full-Time Positions,0,0,49,58,58,56,2,2
Class 100 Total Oblig./Approp.,0,0,"3,894,669","4,651,095","4,812,959","4,812,959","(161,864)",0
Class 100 Overtime Oblig./Approp.,0,0,"15,829",0,"16,101","15,000","(15,000)","1,101"
Police,,,,,,,,
Full-Time Positions,"6,942","6,986","7,172","7,371","7,371","7,241",130,130
Class 100 Total Oblig./Approp.,"626,772,728","631,459,043","670,260,752","688,759,185","689,431,611","689,431,611","(672,426)",0
Class 100 Overtime Oblig./Approp.*,"63,967,116","66,360,482","68,238,535","68,626,000","66,810,663","63,200,000","5,426,000","3,610,663"
*Police OT is abated as reimbursements occur,,,,,,,,
Prisons,,,,,,,,
Full-Time Positions,"2,289","2,277","2,177","2,325","2,325","2,130",195,195
Class 100 Total Oblig./Approp.,"141,068,023","148,514,858","149,461,785","145,430,918","146,211,349","146,211,349","(780,431)",0
Class 100 Overtime Oblig./Approp.,"29,578,749","31,197,142","33,450,882","30,039,861","25,239,598","24,200,000","5,839,861","1,039,598"
Procurement,,,,,,,,
Full-Time Positions,42,44,46,50,50,41,9,9
Class 100 Total Oblig./Approp.,"2,278,649","2,420,035","2,450,043","2,573,121","2,648,866","2,648,866","(75,745)",0
Class 100 Overtime Oblig./Approp.,"28,309","28,835","8,930","35,000","10,140","5,600","29,400","4,540"
Public Health,,,,,,,,
Full-Time Positions,653,687,711,834,834,752,82,82
Class 100 Total Oblig./Approp.,"49,832,624","51,023,872","54,999,157","54,853,461","56,262,472","56,262,472","(1,409,011)",0
Class 100 Overtime Oblig./Approp.,"2,443,424","2,266,394","2,300,499","1,964,000","2,355,828","2,320,000","(356,000)","35,828"
Public Property,,,,,,,,
Full-Time Positions,135,146,135,150,150,135,15,15
Class 100 Total Oblig./Approp.,"8,347,891","8,654,937","8,797,024","8,659,293","8,834,521","8,834,521","(175,228)",0
Class 100 Overtime Oblig./Approp.,"914,639","636,933","855,977","682,160","785,382","838,000","(155,840)","(52,618)"
Records,,,,,,,,
Full-Time Positions,57,57,57,59,59,55,4,4
Class 100 Total Oblig./Approp.,"2,943,408","2,822,489","3,004,442","3,084,514","3,142,762","3,142,762","(58,248)",0
Class 100 Overtime Oblig./Approp.,"230,005","106,687","80,622","107,333","77,333","63,000","44,333","14,333"
Register of Wills,,,,,,,,
Full-Time Positions,69,72,71,70,71,70,0,1
Class 100 Total Oblig./Approp.,"3,550,052","3,842,824","4,021,761","4,173,645","4,173,645","4,173,645",0,0
Class 100 Overtime Oblig./Approp.,0,0,0,0,0,"1,500","(1,500)","(1,500)"
