0,1,2,3,4,5,6,7,8
,,,,,,,,
,,,,,,FULL YEAR,,
Department / Category,FY 11 Year End,FY 12 Year End,FY 13 Year End,Adopted,Target,Year End Departmental,Departmental (Over),Projection Under
,Actual,Actual,Actual,Budget,Budget,Projection,Adopted Budget,Target Budget
Law,,,,,,,,
Full-Time Positions,160,105,138,147,152,146,1,6
Class 100 Total Oblig./Approp.,"9,232,600","6,370,891","6,511,482","6,563,545","6,834,138","6,834,138","(270,593)",0
Class 100 Overtime Oblig./Approp.,"1,670",286,43,"5,000","5,000",47,"4,953","4,953"
Licenses & Inspections,,,,,,,,
Full-Time Positions,290,298,292,320,320,296,24,24
Class 100 Total Oblig./Approp.,"13,663,965","13,919,022","14,071,418","15,171,959","15,408,651","15,008,651","163,308","400,000"
Class 100 Overtime Oblig./Approp.,"514,771","531,314","569,964","479,642","479,642","903,258","(423,616)","(423,616)"
L&I-Board of Building Standards,,,,,,,,
Full-Time Positions,1,1,1,1,1,1,0,0
Class 100 Total Oblig./Approp.,"61,104","57,935","57,140","71,198","71,597","71,597",(399),0
Class 100 Overtime Oblig./Approp.,0,0,0,0,51,348,(348),(297)
L&I-Board of L & I Review,,,,,,,,
Full-Time Positions,2,2,1,2,2,2,0,0
Class 100 Total Oblig./Approp.,"126,917","117,161","118,245","151,598","152,106","152,106",(508),0
Class 100 Overtime Oblig./Approp.,952,0,33,0,0,377,(377),(377)
L&I-Zoning Board of Adjustment,,,,,,,,
Full-Time Positions,5,5,5,5,5,5,0,0
Class 100 Total Oblig./Approp.,"299,145","333,162","331,167","322,856","322,856","322,856",0,0
Class 100 Overtime Oblig./Approp.,"1,994",12,0,0,0,952,(952),(952)
