0,1,2,3,4,5,6,7,8,9,10,11
,,,,,FY 2021 YEAR TO DATE,,,,FY 2021 FULL YEAR,,
Department/ Category,FY 18 Year End Actual,FY 19 Year End Actual,FY 20 Unaudited Actual,Target Budget Plan,Actual,Actual (Over) Under Target Budget,Adopted Budget,Target Budget,Year End Departmental Projection,Departmental (Over) Adopted Budget,Projection Under Target Budget
Office of Innovation and Technology,,,,,,,,,,,
Full-Time Positions,284,277,317,310,310,0,358,358,360,(2),(2)
Class 100 Total Oblig./Approp.,"20,852,810","20,875,286","24,148,702","5,391,561","5,391,561",0,"24,163,694","24,163,694","24,828,634","(664,940)","(664,940)"
Class 100 Overtime Oblig./Approp.,"561,859","489,644","486,875","136,630","58,351","78,279","546,520","546,520","403,770","142,750","142,750"
OIT-Base,,,,,,,,,,,
Full-Time Positions,282,265,301,295,295,0,342,342,344,(2),(2)
Class 100 Total Oblig./Approp.,"19,828,255","19,846,610","22,772,627","5,124,927","5,124,927",0,"22,822,147","22,822,147","23,487,087","(664,940)","(664,940)"
Class 100 Overtime Oblig./Approp.,"485,509","454,207","448,945","124,503","51,906","72,597","498,011","498,011","380,261","117,750","117,750"
OIT-911,,,,,,,,,,,
Full-Time Positions,2,12,16,15,15,0,16,16,16,0,0
Class 100 Total Oblig./Approp.,"1,024,555","1,028,676","1,376,075","266,634","266,634",0,"1,341,547","1,341,547","1,341,547",0,0
Class 100 Overtime Oblig./Approp.,"76,350","35,437","37,930","12,127","6,445","5,682","48,509","48,509","23,509","25,000","25,000"
Office of the Inspector General,,,,,,,,,,,
Full-Time Positions,19,18,16,16,16,0,19,19,19,0,0
Class 100 Total Oblig./Approp.,"1,409,169","1,415,627","1,397,115","276,260","276,260",0,"1,472,481","1,472,481","1,472,481",0,0
Class 100 Overtime Oblig./Approp.,0,0,0,0,0,0,0,0,0,0,0
Office of Property Assessment,,,,,,,,,,,
Full-Time Positions,193,196,195,194,194,0,220,220,230,(10),(10)
Class 100 Total Oblig./Approp.,"11,852,174","12,500,926","13,142,246","2,983,719","2,983,719",0,"12,918,061","12,918,061","13,428,399","(510,338)","(510,338)"
Class 100 Overtime Oblig./Approp.,"29,688","94,062","73,955","12,500","9,293","3,207","50,000","50,000","34,812","15,188","15,188"
Office of Sustainability,,,,,,,,,,,
Full-Time Positions,9,9,7,7,7,0,12,12,14,(2),(2)
Class 100 Total Oblig./Approp.,"498,576","548,133","566,858","113,538","113,538",0,"603,814","603,814","679,853","(76,039)","(76,039)"
Class 100 Overtime Oblig./Approp.,495,139,79,0,0,0,0,0,200,(200),(200)
Parks and Recreation,,,,,,,,,,,
Full-Time Positions,629,647,647,645,645,0,748,748,748,0,0
Class 100 Total Oblig./Approp.,"47,030,321","48,579,951","50,465,519","9,228,506","9,228,506",0,"46,921,787","46,921,787","46,921,787",0,0
Class 100 Overtime Oblig./Approp.,"3,720,838","3,538,131","3,182,453","691,589","439,228","252,361","2,766,357","2,766,357","2,631,357","135,000","135,000"
