0,1,2,3,4,5,6,7,8,9,10,11
,,,,,FY 2021 YEAR TO DATE,,,,FY 2021 FULL YEAR,,
Department / Category,FY 18 Year End Actual,FY 19 Year End Actual,FY 20 Actual,Target Budget Plan,Actual,Actual (Over) Under Target Budget,Adopted Budget,Target Budget,Year End Departmental Projection,Departmental (Over) Adopted Budget,Projection Under Target Budget
Register of Wills,,,,,,,,,,,
Full-Time Positions,71,70,66,70,68,2,70,70,70,0,0
Class 100 Total Oblig./Approp.,"4,021,761","4,262,942","4,523,524","3,024,979","3,024,979",0,"3,956,193","3,956,193","3,956,193",0,0
Class 100 Overtime Oblig./Approp.,0,"1,488",399,0,0,0,0,0,0,0,0
Revenue,,,,,,,,,,,
Full-Time Positions,414,405,402,392,392,0,436,436,436,0,0
Class 100 Total Oblig./Approp.,"21,536,327","22,700,386","23,489,160","16,094,210","16,094,210",0,"22,648,673","22,648,673","22,648,673",0,0
Class 100 Overtime Oblig./Approp.,"414,990","367,414","295,650","127,048","32,439","94,609","404,400","169,397","46,397","358,003","123,000"
Sheriff,,,,,,,,,,,
Full-Time Positions,364,355,385,379,379,0,428,428,428,0,0
Class 100 Total Oblig./Approp.,"27,179,518","27,638,571","28,049,726","19,116,588","19,116,588",0,"25,192,450","25,192,450","25,192,450",0,0
Class 100 Overtime Oblig./Approp.,"5,934,927","6,163,832","4,797,577","2,088,782","2,016,577","72,205","2,685,042","2,785,042","2,785,042","(100,000)",0
Streets,,,,,,,,,,,
Full-Time Positions,"1,738","1,736","1,925","1,886","1,886",0,"1,903","1,912","1,912",(9),0
Class 100 Total Oblig./Approp.,"79,636,511","83,603,511","90,344,142","70,536,617","70,536,617",0,"87,283,619","88,909,902","88,909,902","(1,626,283)",0
Class 100 Overtime Oblig./Approp.,"16,200,539","15,557,607","15,039,549","9,642,550","12,389,183","(2,746,633)","9,060,261","12,856,733","15,626,733","(6,566,472)","(2,770,000)"
TOTAL GENERAL FUND,,,,,,,,,,,
Full-Time Positions,"22,226","22,210","22,422","21,785","21,820",(35),"23,980","24,003","23,973",7,30
Class 100 Total Oblig./Approp.,"1,690,080,953","1,749,789,358","1,874,182,010","1,306,646,690","1,312,326,081","(5,679,391)","1,795,159,258","1,835,569,138","1,828,775,272","(33,616,014)","6,793,866"
Class 100 Overtime Oblig./Approp.,"179,380,142","176,564,791","208,034,045","140,471,588","142,240,549","(1,768,961)","148,883,244","187,295,442","187,295,442","(38,412,198)",0
