0,1,2,3,4,5,6,7,8,9,10,11
,,,,,FY 2021 YEAR TO DATE,,,,FY 2021 FULL YEAR,,
Department / Category,FY 18 Year End Actual,FY 19 Year End Actual,FY 20 Unaudited Actual,Target Budget Plan,Actual,Actual (Over) Under Target Budget,Adopted Budget,Target Budget,Year End Departmental Projection,Departmental (Over) Adopted Budget,Projection Under Target Budget
Register of Wills,,,,,,,,,,,
Full-Time Positions,71,70,66,70,70,0,70,70,70,0,0
Class 100 Total Oblig./Approp.,"4,021,761","4,262,942","4,523,524","2,076,329","2,076,329",0,"3,956,193","3,956,193","3,956,193",0,0
Class 100 Overtime Oblig./Approp.,0,"1,488",399,0,0,0,0,0,0,0,0
Revenue,,,,,,,,,,,
Full-Time Positions,414,405,402,398,398,0,436,436,436,0,0
Class 100 Total Oblig./Approp.,"21,536,327","22,700,386","23,489,160","11,045,382","11,045,382",0,"22,648,673","22,648,673","22,648,673",0,0
Class 100 Overtime Oblig./Approp.,"414,990","367,414","295,650","84,699","92,261","(7,562)","404,400","169,397","169,397","235,003",0
Sheriff,,,,,,,,,,,
Full-Time Positions,364,355,385,380,380,0,428,428,428,0,0
Class 100 Total Oblig./Approp.,"27,179,518","27,638,571","28,049,726","13,192,825","13,192,825",0,"25,192,450","25,192,450","25,192,450",0,0
Class 100 Overtime Oblig./Approp.,"5,934,927","6,163,832","4,797,577","1,342,521","1,435,050","(92,529)","2,685,042","2,685,042","2,785,042","(100,000)","(100,000)"
Streets,,,,,,,,,,,
Full-Time Positions,"1,738","1,736","1,925","1,864","1,864",0,"1,903","1,912","1,912",(9),0
Class 100 Total Oblig./Approp.,"79,636,511","83,603,511","90,344,142","41,163,861","41,163,861",0,"87,283,619","88,909,902","88,909,902","(1,626,283)",0
Class 100 Overtime Oblig./Approp.,"16,200,539","15,557,607","15,039,549","6,428,367","6,455,663","(27,296)","9,060,261","12,856,733","12,856,733","(3,796,472)",0
,,,,,,,,,,,
TOTAL GENERAL FUND Full-Time Positions,"22,226","22,210","22,422","22,086","22,120",(34),"23,980","24,003","24,003",(23),0
Class 100 Total Oblig./Approp.,"1,690,080,953","1,749,789,358","1,874,182,010","879,967,251","881,968,246","(2,000,995)","1,795,159,258","1,825,204,138","1,835,569,138","(40,409,880)","(10,365,000)"
Class 100 Overtime Oblig./Approp.,"179,380,142","176,564,791","208,034,045","88,416,866","105,119,878","(16,703,012)","148,883,244","176,833,718","187,295,442","(38,412,198)","(10,461,724)"
