0,1,2,3,4,5,6,7,8
,,,,,,FY 2016 FULL YEAR,,
Department/ Category,FY 13 Year End,FY 14 Year End,FY 15 Year End,Adopted,Target,Year End Departmental,Departmental (Over),Projection Under
,Actual,Actual,Actual,Budget,Budget,Projection,Adopted Budget,Target Budget
Records,,,,,,,,
Full-Time Positions,59,55,56,63,63,57,6,6
Class 100 Total Oblig./Approp.,"2,734,031","2,659,040","2,816,572","3,058,832","3,058,832","3,058,832",0,0
Class 100 Overtime Oblig./Approp.,"198,541","174,304","152,654","150,172","175,172","230,004","(79,832)","(54,832)"
Register of Wills,,,,,,,,
Full-Time Positions,64,62,64,64,64,69,(5),(5)
Class 100 Total Oblig./Approp.,"3,187,312","3,183,909","3,538,207","3,413,499","3,563,499","3,563,499","(150,000)",0
Class 100 Overtime Oblig./Approp.,0,0,0,0,0,0,0,0
Revenue,,,,,,,,
Full-Time Positions,282,290,319,360,372,378,(18),(6)
Class 100 Total Oblig./Approp.,"14,479,641","15,368,046","17,661,208","19,617,564","19,725,564","19,725,564","(108,000)",0
Class 100 Overtime Oblig./Approp.,"284,616","525,217","614,697","612,825","672,825","748,665","(135,840)","(75,840)"
Sheriff,,,,,,,,
Full-Time Positions,231,277,299,323,323,330,(7),(7)
Class 100 Total Oblig./Approp.,"14,460,864","17,091,441","20,317,966","18,069,073","21,069,073","21,069,073","(3,000,000)",0
Class 100 Overtime Oblig./Approp.,"3,227,620","3,235,305","4,744,360","2,276,185","5,276,185","4,742,824","(2,466,639)","533,361"
Streets,,,,,,,,
Full-Time Positions,"1,690","1,684","1,664","1,794","1,794","1,676",118,118
Class 100 Total Oblig./Approp.,"65,090,112","70,707,563","80,482,323","72,724,132","76,536,344","76,536,344","(3,812,212)",0
Class 100 Overtime Oblig./Approp.,"8,732,575","13,176,799","15,326,601","7,810,759","14,914,210","14,565,821","(6,755,062)","348,389"
Sanitation,,,,,,,,
Full-Time Positions,"1,165","1,153","1,146","1,233","1,233","1,145",88,88
Class 100 Total Oblig./Approp.,"45,307,251","48,199,455","55,027,146","50,238,759","51,601,546","51,601,546","(1,362,787)",0
Class 100 Overtime Oblig./Approp.,"7,107,251","10,112,454","12,583,219","5,896,536","10,152,982","11,290,393","(5,393,857)","(1,137,411)"
Transportation,,,,,,,,
Full-Time Positions,525,531,518,561,561,531,30,30
Class 100 Total Oblig./Approp.,"19,782,861","22,508,108","25,455,177","22,485,373","24,934,798","24,934,798","(2,449,425)",0
Class 100 Overtime Oblig./Approp.,"1,625,324","3,064,345","2,743,382","1,914,223","4,761,228","3,275,428","(1,361,205)","1,485,800"
Youth Commission,,,,,,,,
Full-Time Positions,1,2,2,2,2,1,1,1
Class 100 Total Oblig./Approp.,"50,000","72,688","67,175","92,660","92,660","92,660",0,0
Class 100 Overtime Oblig./Approp.,0,0,0,0,0,0,0,0
,,,,,,,,
TOTAL GENERAL FUND,,,,,,,,
Full-Time Positions,"20,925","20,991","21,166","22,553","22,672","21,427","1,126","1,245"
Class 100 Total Oblig./Approp.,"1,362,359,729","1,450,615,388","1,508,678,147","1,534,426,099","1,565,674,169","1,565,674,169","(31,248,070)",0
Class 100 Overtime Oblig./Approp.,"139,971,176","151,506,720","160,340,939","127,882,648","166,820,633","171,784,636","(43,901,988)","(4,964,003)"
