0,1,2,3,4,5,6,7,8
,,,,,,FISCAL YEAR,2013,
,,,,,,FULL YEAR,,
Department/ Category,FY 10 Year End,FY 11 Year End,FY 12 Year End,Adopted,Current Target,Year End Departmental,Departmental (Over),Projection Under
,Actual,Actual,Actual,Budget,Budget,Projection,Adopted Budget,Target Budget
Public Health,,,,,,,,
Full-Time Positions,662,661,669,749,749,673,76,76
Class 100 Total Oblig./Approp.,"41,387,238","37,686,893","39,076,424","40,217,036","40,669,624","40,669,624","(452,588)",0
Class 100 Overtime Oblig./Approp.,"2,157,750","2,347,054","2,364,197","1,889,473","1,869,473","2,559,251","(669,778)","(689,778)"
Ambulatory Health Services,,,,,,,,
Full-Time Positions,359,361,356,392,392,364,28,28
Class 100 Total Oblig./Approp.,"24,007,171","20,853,594","21,753,051","20,545,401","20,819,303","20,819,303","(273,902)",o
Class 100 Overtime Oblig./Approp.,"928,627","1,052,893","1,019,271","848,816","848,816","1,132,785","(283,969)","(283,969)"
"Early Childhood, Youth & Women's Hlth.",,,,,,,,
Full-Time Positions,16,13,11,20,20,14,6,6
Class 100 Total Oblig./Approp.,"837,996","862,824","1,070,527","1,050,029","1,065,921","1,065,921","(15,892)",o
Class 100 Overtime Oblig./Approp.,"47,509","39,058","28,085","48,684","28,684","53,473","(4,789)","(24,789)"
Phila. Nursing Home,,,,,,,,
Full-Time Positions,1,1,1,1,1,1,o,o
Class 100 Total Oblig./Approp.,"162,789","94,375","133,652","188,594","190,321","190,321","(1,727)",o
Class 100 Overtime Oblig./Approp.,o,o,o,o,o,o,o,o
Environmental Protection Services,,,,,,,,
Full-Time Positions,95,105,101,112,112,97,15,15
Class 100 Total Oblig./Approp.,"5,014,494","5,484,639","5,353,019","5,769,192","5,832,010","5,832,010","(62,818)",o
Class 100 Overtime Oblig./Approp.,"345,036","407,660","360,136","198,063","198,063","345,548","(147,485)","(147,485)"
