0,1,2,3,4,5,6,7,8
,,,,,,FY 2020 FULL YEAR,,
Department/Category,FY 17 Year End,FY 18 Year End,FY 19 Year End,Adopted,Target,Year End Departmental,Departmental (Over),Projection Under
,Actual,Actual,Actual,Budget,Budget,Projection,Adopted Budget,Target Budget
Office of Human Resources,,,,,,,,
Full-Time Positions,85,78,77,88,88,79,9,9
Class 100 Total Oblig./Approp.,"5,327,367","4,766,878","4,913,051","5,555,785","5,591,299","5,608,379","(52,594)","(17,080)"
Class 100 Overtime Oblig./Approp.,"48,476","44,902","45,485","45,000","85,000","65,000","(20,000)","20,000"
Office of Innovation and Technology,,,,,,,,
Full-Time Positions,274,284,277,316,316,317,(1),(1)
Class 100 Total Oblig./Approp.,"19,875,293","20,852,810","20,875,286","23,878,695","24,287,517","24,302,982","(424,287)","(15,465)"
Class 100 Overtime Oblig./Approp.,"664,825","561,859","489,644","636,386","596,386","490,000","146,386","106,386"
OIT-Base,,,,,,,,
Full-Time Positions,272,282,265,300,300,301,(1),(1)
Class 100 Total Oblig./Approp.,"19,568,493","19,828,255","19,846,610","22,462,148","22,870,970","22,886,435","(424,287)","(15,465)"
Class 100 Overtime Oblig./Approp.,"664,825","485,509","454,207","548,072","548,072","450,000","98,072","98,072"
OIT-911,,,,,,,,
Full-Time Positions,2,2,12,16,16,16,0,0
Class 100 Total Oblig./Approp.,"306,800","1,024,555","1,028,676","1,416,547","1,416,547","1,416,547",0,0
Class 100 Overtime Oblig./Approp.,0,"76,350","35,437","88,314","48,314","40,000","48,314","8,314"
Office of the Inspector General,,,,,,,,
Full-Time Positions,18,19,18,21,21,16,5,5
Class 100 Total Oblig./Approp.,"1,355,599","1,409,169","1,415,627","1,577,241","1,639,223","1,639,223","(61,982)",0
Class 100 Overtime Oblig./Approp.,0,0,0,0,0,0,0,0
Office of Planning and Development,,,,,,,,
Full-Time Positions,4,0,0,0,0,0,0,0
Class 100 Total Oblig./Approp.,"450,687",0,0,0,0,0,0,0
Class 100 Overtime Oblig./Approp.,0,0,0,0,0,0,0,0
Office of Property Assessment,,,,,,,,
Full-Time Positions,199,193,196,251,251,195,56,56
Class 100 Total Oblig./Approp.,"11,324,075","11,852,174","12,500,926","14,127,682","14,240,098","14,271,114","(143,432)","(31,016)"
Class 100 Overtime Oblig./Approp.,"59,841","29,688","94,062","20,000","90,000","80,000","(60,000)","10,000"
Office of Sustainability,,,,,,,,
Full-Time Positions,7,9,9,9,9,7,2,2
Class 100 Total Oblig./Approp.,"513,653","498,576","548,133","551,910","556,456","556,456","(4,546)",0
Class 100 Overtime Oblig./Approp.,0,495,139,0,200,100,(100),100
Parks and Recreation,,,,,,,,
Full-Time Positions,607,629,647,759,759,647,112,112
Class 100 Total Oblig./Approp.,"43,978,477","47,030,321","48,579,951","52,490,935","52,684,109","52,932,553","(441,618)","(248,444)"
Class 100 Overtime Oblig./Approp.,"3,525,788","3,720,838","3,538,131","3,477,271","3,277,271","3,200,000","277,271","77,271"
