0,1,2,3,4,5,6,7,8
,,,,,,FY 2016 FULL YEAR,,
Department/ Category,FY 13 Year End,FY 14 Year End,FY 15 Year End,Adopted,Target,Year End Departmental,Departmental (Over),Projection Under
,Actual,Actual,Actual,Budget,Budget,Projection,Adopted Budget,Target Budget
Mayor's Office of Community Empowerment and Opportunity,,,,,,,,
Full-Time Positions,15,0,0,0,0,0,0,0
Class 100 Total Oblig./Approp.,0,0,0,0,"90,000","90,000","(90,000)",0
Class 100 Overtime Oblig./Approp.,0,0,0,0,0,0,0,0
Mayor's Office of Transportation and Utilities,,,,,,,,
Full-Time Positions,13,13,12,13,10,8,5,2
Class 100 Total Oblig./Approp.,"519,216","517,740","508,786","474,340","474,340","474,340",0,0
Class 100 Overtime Oblig./Approp.,0,0,113,0,131,131,(131),0
Mural Arts Program,,,,,,,,
Full-Time Positions,11,11,10,11,11,11,0,0
Class 100 Total Oblig./Approp.,"444,917","446,350","456,445","490,401","490,401","490,401",0,0
Class 100 Overtime Oblig./Approp.,"8,660","8,218","10,642","5,381","15,000","13,832","(8,451)","1,168"
Office of Arts and Culture,,,,,,,,
Full-Time Positions,2,2,2,3,3,2,1,1
Class 100 Total Oblig./Approp.,"203,107","98,456","200,440","312,767","312,767","312,767",0,0
Class 100 Overtime Oblig./Approp.,0,0,0,0,0,0,0,0
Office of Behavioral Health and Intellectual disAbility,,,,,,,,
Full-Time Positions,19,15,14,16,16,16,0,0
Class 100 Total Oblig./Approp.,"1,357,191","974,425","991,846","1,000,066","1,000,066","1,000,066",0,0
Class 100 Overtime Oblig./Approp.,"3,491",596,"1,005","1,000","4,000","5,195","(4,195)","(1,195)"
Office of Human Resources,,,,,,,,
Full-Time Positions,78,79,82,91,91,84,7,7
Class 100 Total Oblig./Approp.,"4,383,527","4,548,099","5,083,865","5,399,621","5,399,621","5,399,621",0,0
Class 100 Overtime Oblig./Approp.,"36,261","75,485","62,199","45,300","57,084","58,916","(13,616)","(1,832)"
Office of Innovation and Technology,,,,,,,,
Full-Time Positions,255,259,261,295,295,271,24,24
Class 100 Total Oblig./Approp.,"17,229,380","17,480,289","18,927,722","19,900,681","19,900,681","19,900,681",0,0
Class 100 Overtime Oblig./Approp.,"607,010","633,199","804,969","623,185","736,380","706,984","(83,799)","29,396"
OIT-Base,,,,,,,,
Full-Time Positions,253,257,259,292,292,268,24,24
Class 100 Total Oblig./Approp.,"17,047,635","17,258,239","18,699,210","19,593,881","19,593,881","19,593,881",0,0
Class 100 Overtime Oblig./Approp.,"607,010","633,199","804,969","623,185","736,380","706,984","(83,799)","29,396"
OIT-911,,,,,,,,
Full-Time Positions,2,2,2,3,3,3,0,0
Class 100 Total Oblig./Approp.,"181,745","222,050","228,512","306,800","306,800","306,800",0,0
Class 100 Overtime Oblig./Approp.,0,0,0,0,0,0,0,0
