0,1,2,3,4,5,6,7,8
,,,,,,FY 2016 FULL YEAR,,
Department/ Category,FY 13 Year End,FY 14 Year End,FY 15 Year End,Adopted,Target,Year End Departmental,Departmental (Over),Projection Under
,Actual,Actual,Actual,Budget,Budget,Projection,Adopted Budget,Target Budget
Office of the Inspector General,,,,,,,,
Full-Time Positions,18,16,18,20,21,19,1,2
Class 100 Total Oblig./Approp.,"1,156,164","1,215,491","1,289,745","1,390,611","1,390,611","1,390,611",0,0
Class 100 Overtime Oblig./Approp.,0,0,0,0,0,0,0,0
Office of Property Assessment,,,,,,,,
Full-Time Positions,173,179,186,217,217,200,17,17
Class 100 Total Oblig./Approp.,"8,140,264","9,313,967","10,683,762","10,424,420","10,424,420","10,424,420",0,0
Class 100 Overtime Oblig./Approp.,"5,084","12,496","43,298","50,000","20,000","29,129","20,871","(9,129)"
Office of Supportive Housing,,,,,,,,
Full-Time Positions,145,154,135,159,159,146,13,13
Class 100 Total Oblig./Approp.,"7,549,916","7,877,851","8,234,304","8,281,213","8,281,213","8,281,213",0,0
Class 100 Overtime Oblig./Approp.,"193,521","208,385","240,634","204,809","310,250","302,491","(97,682)","7,759"
Office of Sustainability,,,,,,,,
Full-Time Positions,0,0,0,8,8,8,0,0
Class 100 Total Oblig./Approp.,0,0,0,"537,979","537,979","537,979",0,0
Class 100 Overtime Oblig./Approp.,0,0,0,0,0,0,0,0
Parks and Recreation,,,,,,,,
Full-Time Positions,568,600,598,706,706,593,113,113
Class 100 Total Oblig./Approp.,"37,509,725","41,007,643","42,597,872","43,429,053","43,590,872","43,590,872","(161,819)",0
Class 100 Overtime Oblig./Approp.,"3,179,165","3,459,286","3,047,922","2,366,240","2,942,059","3,538,293","(1,172,053)","(596,234)"
Police,,,,,,,,
Full-Time Positions,"7,193","7,095","7,061","7,371","7,371","6,942",429,429
Class 100 Total Oblig./Approp.,"555,247,244","572,218,053","598,373,325","622,326,178","629,600,305","629,600,305","(7,274,127)",0
Class 100 Overtime Oblig./Approp.,"44,859,416","48,719,045","53,258,363","49,178,908","63,737,684","64,344,615","(15,165,707)","(606,931)"
Prisons,,,,,,,,
Full-Time Positions,"2,248","2,268","2,286","2,325","2,325","2,289",36,36
Class 100 Total Oblig./Approp.,"130,057,321","133,217,293","137,498,897","142,261,074","142,883,074","142,883,074","(622,000)",0
Class 100 Overtime Oblig./Approp.,"33,979,816","31,203,650","30,387,059","29,153,537","30,022,473","29,578,749","(425,212)","443,724"
Procurement,,,,,,,,
Full-Time Positions,45,47,44,51,51,42,9,9
Class 100 Total Oblig./Approp.,"2,197,426","2,167,029","2,333,610","2,472,351","2,472,351","2,472,351",0,0
Class 100 Overtime Oblig./Approp.,"1,189","2,211","9,253","5,000","23,540","28,309","(23,309)","(4,769)"
Public Health,,,,,,,,
Full-Time Positions,673,659,653,781,781,653,128,128
Class 100 Total Oblig./Approp.,"40,531,940","43,438,285","48,078,457","50,298,254","50,298,254","50,298,254",0,0
Class 100 Overtime Oblig ./Approp.,"2,559,251","2,723,685","2,210,849","1,668,900","2,123,900","2,443,424","(774,524)","(319,524)"
