0,1,2,3,4,5,6,7,8,9,10,11
,,,,,,,FISCAL,YEAR 2009,,,
,,,,,YEAR TO DATE,,,,FULL YEAR,,
Department/Category,FY 06 Year End Actual,FY 07 Year End Actual,FY 08 Year End Actual,Target Budget Plan,Actual,Actual (Over) Under Target Budgt.,Adopted Budget,Target Budget,Year End Departmental Projection,Departmental (Over) Adopted Budget,Projection Under Target Budget
Street Lighting,,,,,,,,,,,
Full-Time Positions,19,23,21,22,20,2,22,22,20,2,2
Class 100 Total Oblig./Approp.,"582,520","600,014","774,107","1,049,448","1,049,448",o,"1,025,688","1,049,448","1,049,448","(23,760)",o
Class 100 Overtime Oblig./Approp.,"95,923","54,712","138,089","90,000","129,694","(39,694)","90,000","90,000","129,694","(39,694)","(39,694)"
Traffic Engineering,,,,,,,,,,,
Full-Time Positions,83,90,88,92,85,7,96,92,85,11,7
Class 100 Total Oblig./Approp.,"2,423,746","2,620,818","2,968,556","3,265,781","3,265,781",o,"3,239,821","3,265,781","3,265,781","(25,960)",o
Class 100 Overtime Oblig./Approp.,"290,327","188,800","350,988","240,000","345,317","(105,317)","240,000","240,000","345,317","(105,317)","(105,317)"
General Support,,,,,,,,,,,
Full-Time Positions,77,80,77,81,69,12,84,81,69,15,12
Class 100 Total Oblig./Approp.,"3,912,981","4,139,103","4,100,281","4,183,347","4,183,347",o,"4,248,887","4,183,347","4,183,347","65,540",o
Class 100 Overtime Oblig./Approp,"87,645","120,160","74,339","55,000","61,125","(6,125)","55,000","55,000","61,125","(6,125)","145,666"
Streets-Sanitation,,,,,,,,,,,
Full-Time Positions,"1,263","1,222","1,248","1,271","1,183",88,"1,341","1,271","1,183",158,88
Class 100 Total Oblig./Approp.,"44,638,454","44,468,301","45,722,318","48,241,545","48,241,545",o,"48,181,045","48,241,545","48,241,545","(60,500)",0
Class 100 Overtime Oblig./Approp.,"6,369,959","5,722,009","6,295,977","5,425,000","6,016,377","(591,377)","5,600,000","5,425,000","6,016,377","(416,377)","(591,377)"
Youth Commission,,,,,,,,,,,
Full-Time Positions,0,0,0,1,1,0,1,1,1,o,o
Class 100 Total Oblig./Approp.,0,0,o,"47,000","47,000",0,"47,000","47,000","47,000",o,o
Class 100 Overtime Oblig./Approp.,0,o,0,0,0,0,0,0,0,0,0
Zoning Board of Adjustment,,,,,,,,,,,
Full-Time Positions,5,4,5,5,5,0,5,5,5,0,0
Class 100 Total Oblig./Approp.,"363,138","350,156","298,216","405,572","405,572",o,"402,272","405,572","405,572","(3,300)",o
Class 100 Overtime Oblig./Approp.,101,"1,344","1,577",0,o,o,"15,816",0,o,"15,816",o
Zoning Code Commission,,,,,,,,,,,
Full-Time Positions,0,0,0,2,1,1,2,1,1,1,0
Class 100 Total Oblig./Approp.,0,0,0,"130,000","130,000",0,"130,000","130,000","130,000",0,0
Class 100 Overtime Oblig /Approp.,0,o,0,0,0,0,0,o,0,0,0
