0,1,2,3,4,5,6,7,8
,,,,,,,,
,,,,,,FULL YEAR,,
Department / Category,FY 11 Year End,FY 12 Year End,FY 13 Year End,Adopted,Target,Year End Departmental,Departmental (Over),Projection Under
,Actual,Actual,Actual,Budget,Budget,Projection,Adopted Budget,Target Budget
Mural Arts Program,,,,,,,,
Full-Time Positions,12,11,11,11,11,11,0,0
Class 100 Total Oblig./Approp.,"446,757","441,677","444,917","449,625","449,625","449,625",0,0
Class 100 Overtime Oblig./Approp.,0,"11,428","8,660","7,378","7,378","8,218",(840),(840)
Office of Arts and Culture,,,,,,,,
Full-Time Positions,2,2,2,2,2,2,0,0
Class 100 Total Oblig./Approp.,"198,750","198,750","203,107","199,800","199,800","199,800",0,0
Class 100 Overtime Oblig./Approp.,0,0,0,0,0,0,0,0
Office of Behavioral Health and Intellectual disAbility,,,,,,,,
Full-Time Positions,21,19,19,18,18,15,3,3
Class 100 Total Oblig./Approp.,"1,478,243","1,360,503","1,357,191","1,239,264","1,252,247","1,252,247","(12,983)",0
Class 100 Overtime Oblig./Approp.,"10,302","9,867","3,491","3,000","3,000",596,"2,404","2,404"
Office of Human Resources,,,,,,,,
Full-Time Positions,73,80,78,92,92,79,13,13
Class 100 Total Oblig./Approp.,"3,890,117","4,141,604","4,383,527","4,852,216","4,883,987","4,883,987","(31,771)",0
Class 100 Overtime Oblig./Approp.,"45,173","63,270","36,261","50,500","24,731","75,485","(24,985)","(50,754)"
