0,1,2,3,4,5,6,7,8,9,10,11
,,,,,FY 2021 YEAR TO DATE,,,,FY 2021 FULL YEAR,,
Department/ Category,FY 18 Year End Actual,FY 19 Year End Actual,FY 20 Unaudited Actual,Target Budget Plan,Actual,Actual (Over) Under Target Budget,Adopted Budget,Target Budget,Year End Departmental Projection,Departmental (Over) Adopted Budget,Projection Under Target Budget
Licenses & Inspections,,,,,,,,,,,
Full-Time Positions,396,372,394,395,395,0,423,423,423,0,0
Class 100 Total Oblig./Approp.,"22,292,655","23,626,633","24,986,716","5,310,663","5,310,663",0,"23,970,217","23,970,217","23,970,217",0,0
Class 100 Overtime Oblig./Approp.,"1,306,891","1,432,352","1,408,144","332,803","79,941","252,862","1,331,213","1,331,213","1,321,213","10,000","10,000"
L&I-Board of Building Standards,,,,,,,,,,,
Full-Time Positions,1,1,1,1,1,0,1,1,1,0,0
Class 100 Total Oblig./Approp.,"67,339","83,562","79,592","18,737","18,737",0,"82,018","82,018","82,018",0,0
Class 100 Overtime Oblig./Approp.,0,0,0,0,0,0,0,0,0,0,0
L&I-Board of L & I Review,,,,,,,,,,,
Full-Time Positions,2,2,2,2,2,0,2,2,2,0,0
Class 100 Total Oblig./Approp.,"143,207","129,561","126,329","29,777","29,777",0,"165,635","165,635","165,635",0,0
Class 100 Overtime Oblig./Approp.,"1,372","1,164",35,0,0,0,0,0,0,0,0
Managing Director,,,,,,,,,,,
Full-Time Positions,307,307,287,290,290,0,317,317,317,0,0
Class 100 Total Oblig./Approp.,"20,292,249","20,519,487","40,052,290","4,109,113","4,109,113",0,"36,119,907","36,119,907","35,454,287","665,620","665,620"
Class 100 Overtime Oblig./Approp.,"471,245","501,777","1,088,557","165,000","73,547","91,453","660,000","660,000","979,709","(319,709)","(319,709)"
Mayor's Office,,,,,,,,,,,
Full-Time Positions,41,51,61,60,64,(4),65,65,65,0,0
Class 100 Total Oblig./Approp.,"3,487,719","4,779,593","5,526,098","1,327,570","1,327,570",0,"5,775,991","5,775,991","5,808,491","(32,500)","(32,500)"
Class 100 Overtime Oblig./Approp.,0,0,88,0,0,0,0,0,0,0,0
Mayor's Office of Community Empowerment and Opportunity,,,,,,,,,,,
Full-Time Positions,2,0,0,0,0,0,0,0,0,0,0
Class 100 Total Oblig./Approp.,"233,263","90,000","90,000",0,0,0,"45,000","45,000","45,000",0,0
Class 100 Overtime Oblig./Approp.,0,0,0,0,0,0,0,0,0,0,0
Mural Arts Program,,,,,,,,,,,
Full-Time Positions,11,11,10,10,10,0,10,10,10,0,0
Class 100 Total Oblig./Approp.,"545,525","587,931","598,178","95,094","95,094",0,"578,952","578,952","578,952",0,0
Class 100 Overtime Oblig./Approp.,"28,588","16,444","11,874","8,954",181,"8,773","35,814","35,814","35,814",0,0
