0,1,2,3,4,5,6,7,8
,,,,,,FULL YEAR,,
Department/ Category,FY 12 Year End,FY 13 Year End,FY 14 Year End,Adopted,Target,Year End Departmental,Departmental (Over),Projection Under
,Actual,Actual,Actual,Budget,Budget,Projection,Adopted Budget,Target Budget
Children & Youth,,,,,,,,
Full-Time Positions,469,295,130,142,144,127,15,17
Class 100 Total Oblig./Approp.,"10,339,090","17,438,367","10,090,953","8,427,022","7,103,653","7,103,653","1,323,369",0
Class 100 Overtime Oblig./Approp.,"108,429","558,125","576,202","870,375","870,375","1,072,643","(202,268)","(202,268)"
Community Based Prevention Services,,,,,,,,
Full-Time Positions,37,0,0,0,0,0,0,0
Class 100 Total Oblig./Approp.,"1,018,311",0,0,0,0,0,0,0
Class 100 Overtime Oblig./Approp.,"15,139",0,0,0,0,0,0,0
Labor Relations,,,,,,,,
Full-Time Positions,8,7,7,8,8,7,1,1
Class 100 Total Oblig./Approp.,"508,600","534,553","468,177","616,047","628,942","628,942","(12,895)",0
Class 100 Overtime Oblig./Approp.,"5,068","3,732","6,253","5,000","4,302","3,289","1,711","1,013"
Law,,,,,,,,
Full-Time Positions,105,138,146,152,152,152,0,0
Class 100 Total Oblig./Approp.,"6,370,891","6,511,482","6,683,364","7,163,923","7,378,082","6,978,082","185,841","400,000"
Class 100 Overtime Oblig./Approp.,286,43,47,"5,000","5,000",70,"4,930","4,930"
Licenses & Inspections,,,,,,,,
Full-Time Positions,298,292,296,353,353,335,18,18
Class 100 Total Oblig./Approp.,"13,919,022","14,071,418","15,002,935","16,877,190","17,793,010","17,393,010","(515,820)","400,000"
Class 100 Overtime Oblig./Approp.,"531,314","569,964","900,347","485,000","1,297,924","1,510,382","(1,025,382)","(212,458)"
L&I-Board of Building Standards,,,,,,,,
Full-Time Positions,1,1,1,1,1,1,0,0
Class 100 Total Oblig./Approp.,"57,935","57,140","62,431","72,792","72,792","72,792",0,0
Class 100 Overtime Oblig./Approp.,0,0,348,0,300,417,(417),(117)
L&I-Board of L & I Review,,,,,,,,
Full-Time Positions,2,1,2,2,2,2,0,0
Class 100 Total Oblig./Approp.,"117,161","118,245","125,229","153,629","157,564","157,564","(3,935)",0
Class 100 Overtime Oblig./Approp.,0,33,377,0,0,"2,364","(2,364)","(2,364)"
L&I-Zoning Board of Adjustment,,,,,,,,
Full-Time Positions,5,5,5,5,5,5,0,0
Class 100 Total Oblig./Approp.,"333,162","331,167","322,552","322,856","343,511","343,511","(20,655)",0
Class 100 Overtime Oblig./Approp.,12,0,952,0,0,984,(984),(984)
Managing Director,,,,,,,,
Full-Time Positions,145,156,279,264,264,257,7,7
Class 100 Total Oblig./Approp.,"13,338,302","14,893,261","15,697,636","16,050,903","16,385,926","15,885,926","164,977","500,000"
Class 100 Overtime Oblig./Approp.,"1,088,415","675,264","651,824","411,892","419,064","502,416","(90,524)","(83,352)"
