0,1,2,3,4,5,6,7,8,9,10,11
,,,,,,,FISCAL,YEAR 2008,,,
,,,,,YEAR TO DATE,,,,FULL YEAR,,
Department/Categor,FY 05 Year End,FY 06 Year End,FY 07 Year End,Target Budget,,Actual (Over) Under,Adopted,Target,Year End Departmental,Departmental (Over),Projection Under
,Actual,Actual,Actual,Plan,Actual,Target Budgt.,Budget,Budget,Projection,Adopted Budget,Target Budget
Human Services,,,,,,,,,,,
Full-Time Positions,"1,693","1,703","1,721","1,889","1,784",105,"1,817","1,889","1,784",33,105
Class 100 Total Oblig./Approp.,"84,567,438","85,263,449","90,561,664","98,115,946","97,594,901","521,045","95,733,041","98,115,946","97,594,901","(1,861,860)","521,045"
Class 100 Overtime Oblig./Approp.,"6,027,032","6,457,374","8,309,665","10,746,006","10,917,945","(171,939)","7,714,640","10,746,006","10,917,945","(3,203,305)","(171,939)"
Administration & Management,,,,,,,,,,,
Full-Time Positions,206,201,215,265,232,33,217,265,232,(15),33
Class 100 Total Oblig./Approp.,"8,967,504","8,788,008","8,899,065","11,260,144","11,260,144",o,"10,084,995","11,260,144","11,260,144","(1,175,149)",o
Class 100 Overtime Oblig./Approp.,"396,903","428,387","453,363","791,456","711,035","80,421","422,432","791,456","711,035","(288,603)","80,421"
Contract Admin. and Program Evaluation,,,,,,,,,,,
Full-Time Positions,44,42,43,53,51,2,51,53,51,o,2
Class 100 Total Oblig./Approp.,"2,746,338","2,427,036","2,645,400","3,018,102","2,875,761","142,341","3,028,342","3,018,102","2,875,761","152,581","142,341"
Class 100 Overtime Oblig./Approp.,"33,933","52,109","73,988","111,629","108,554","3,075","63,205","111,629","108,554","(45,349)","3,075"
Juvenile Justice Services,,,,,,,,,,,
Full-Time Positions,350,341,322,358,305,53,356,358,305,51,53
Class 100 Total Oblig./Approp.,"17,191,731","16,748,848","17,437,236","18,432,548","18,432,548",o,"18,230,190","18,432,548","18,432,548","(202,358)",o
Class 100 Overtime Oblig./Approp.,"2,811,404","3,052,970","3,633,275","4,086,733","4,605,674","(518,941)","3,189,642","4,086,733","4,605,674","(1,416,032)","(518,941)"
Children & Youth,,,,,,,,,,,
Full-Time Positions,"1,093","1,059","1,045","1,102","1,108",(6),"1,081","1,102","1,108",(27),(6)
Class 100 Total Oblig./Approp.,"52,079,463","53,211,361","56,778,160","59,798,803","59,798,803",o,"58,628,384","59,798,803","59,798,803","(1,170,419)",o
Class 100 Overtime Oblig./Approp.,"2,530,128","2,557,922","3,753,830","5,411,341","5,097,295","314,046","3,600,459","5,411,341","5,097,295","(1,496,836)","314,046"
Community Based Prevention Services,,,,,,,,,,,
Full-Time Positions,o,60,96,111,88,23,112,111,88,24,23
Class 100 Total Oblig./Approp.,"3,582,402","4,088,196","4,801,803","5,606,349","5,227,645","378,704","5,761,130","5,606,349","5,227,645","533,485","378,704"
Class 100 Overtime Oblig./Approp.,"254,664","365,986",395.209,"344,847","395,387","(50,540)","438,902","344,847","395,387","43,515","(50,540)"
