0,1,2,3,4,5,6,7,8
,,,,,,FY 2018 FULL YEAR,,
Department/Category,FY 15 Year End,FY 16 Year End,FY 17 Year End,Adopted,Target,Year End Departmental,Departmental (Over),Projection Under
,Actual,Actual,Actual,Budget,Budget,Projection,Adopted Budget,Target Budget
Atwater Kent Museum,,,,,,,,
Full-Time Positions,2,3,4,4,4,4,0,0
Class 100 Total Oblig./Approp.,"180,906","223,470","248,440","251,897","247,148","247,148","4,749",0
Class 100 Overtime Oblig./Approp.,"2,530","2,687","3,134",0,"2,300","2,300","(2,300)",0
Auditing,,,,,,,,
Full-Time Positions,129,137,127,140,140,116,24,24
Class 100 Total Oblig./Approp.,"7,599,194","7,994,175","8,055,899","8,426,765","8,173,054","8,173,054","253,711",0
Class 100 Overtime Oblig./Approp.,"138,581","66,941","13,807","50,000","100,000","100,000","(50,000)",0
Board of Ethics,,,,,,,,
Full-Time Positions,9,10,11,12,12,10,2,2
Class 100 Total Oblig./Approp.,"843,844","862,716","920,605","985,489","963,764","963,764","21,725",0
Class 100 Overtime Oblig./Approp.,0,0,0,0,0,0,0,0
Board of Revision of Taxes,,,,,,,,
Full-Time Positions,12,14,13,16,16,11,5,5
Class 100 Total Oblig./Approp.,"985,057","890,697","898,026","942,999","919,050","919,050","23,949",0
Class 100 Overtime Oblig./Approp.,0,0,0,0,0,0,0,0
City Commissioners,,,,,,,,
Full-Time Positions,91,92,99,102,102,100,2,2
Class 100 Total Oblig./Approp.,"5,192,287","5,514,242","5,960,120","5,872,200","5,839,015","5,839,015","33,185",0
Class 100 Overtime Oblig./Approp.,"916,270","1,041,102","1,140,928","841,419","841,419","841,419",0,0
City Council,,,,,,,,
Full-Time Positions,176,187,194,195,195,192,3,3
Class 100 Total Oblig./Approp.,"12,339,907","12,842,195","13,295,341","15,207,111","14,824,858","14,824,858","382,253",0
Class 100 Overtime Oblig./Approp.,"10,351","20,234","35,812",0,"10,000","10,000","(10,000)",0
City Planning Commission,,,,,,,,
Full-Time Positions,29,31,30,0,0,0,0,0
Class 100 Total Oblig./Approp.,"2,176,554","2,211,557","2,351,776",0,0,0,0,0
Class 100 Overtime Oblig./Approp.,"1,055",0,"7,270",0,0,0,0,0
City Representative,,,,,,,,
Full-Time Positions,6,7,6,8,8,9,(1),(1)
Class 100 Total Oblig./Approp.,"417,223","453,196","505,031","601,690","671,438","671,438","(69,748)",0
Class 100 Overtime Oblig./Approp.,"8,737","7,828","4,291","7,878","5,878","5,878","2,000",0
City Treasurer,,,,,,,,
Full-Time Positions,14,15,14,16,16,15,1,1
Class 100 Total Oblig./Approp.,"802,019","985,689","979,945","1,062,869","1,038,648","1,038,648","24,221",0
Class 100 Overtime Oblig./Approp.,0,"1,049",290,"1,000","1,000","1,000",0,0
Civil Service Commission,,,,,,,,
Full-Time Positions,2,2,2,2,2,2,0,0
Class 100 Total Oblig./Approp.,"153,885","150,173","161,212","166,376","162,437","162,437","3,939",0
Class 100 Overtime Oblig./Approp.,15,0,0,0,0,0,0,0
