0,1,2,3,4,5,6,7,8
,,,,,,FISCAL YEAR,2013,
,,,,,,FULL YEAR,,
Department/ Category,FY 10 Year End,FY 11 Year End,FY 12 Year End,Adopted,Current Target,Year End Departmental,Departmental (Over),Projection Under
,Actual,Actual,Actual,Budget,Budget,Projection,Adopted Budget,Target Budget
Records,,,,,,,,
Full-Time Positions,59,61,64,63,63,59,4,4
Class 100 Total Oblig./Approp.,"2,685,140","2,699,931","2,679,728","2,845,219","2,823,048","2,823,048","22,171",0
Class 100 Overtime Oblig./Approp.,"118,518","205,753","179,212","167,092","139,575","198,541","(31,449)","(58,966)"
Register of Wills,,,,,,,,
Full-Time Positions,63,63,61,65,64,64,1,0
Class 100 Total Oblig./Approp.,"3,112,064","3,132,531","3,223,922","3,222,596","3,224,133","3,224,133","(1,537)",0
Class 100 Overtime Oblig./Approp.,0,0,0,0,0,0,0,0
Revenue,,,,,,,,
Full-Time Positions,250,248,286,310,310,282,28,28
Class 100 Total Oblig./Approp.,"11,554,600","11,508,747","14,544,961","15,241,875","15,180,903","14,680,903","560,972","500,000"
Class 100 Overtime Oblig./Approp.,"230,593","178,404","356,769","194,375","194,375","284,616","(90,241)","(90,241)"
Sheriff,,,,,,,,
Full-Time Positions,230,221,226,245,245,231,14,14
Class 100 Total Oblig./Approp.,"14,537,592","13,185,820","14,816,967","13,322,083","14,830,472","14,830,472","(1,508,389)",0
Class 100 Overtime Oblig./Approp.,"3,289,703","2,396,278","2,974,326","1,276,185","2,776,185","3,227,621","(1,951,436)","(451,436)"
Streets,,,,,,,,
Full-Time Positions,523,510,525,561,561,525,36,36
Class 100 Total Oblig./Approp.,"22,394,204","20,594,857","19,834,401","20,315,190","20,715,681","20,715,681","(400,491)",o
Class 100 Overtime Oblig./Approp.,"2,965,850","2,700,135","1,727,954","1,952,700","1,914,223","1,625,323","327,377","288,900"
