0,1,2,3,4,5,6,7,8,9,10,11
,,,,,FY 2020 YEAR TO DATE,,,,FY 2020 FULL YEAR,,
Department/ Category,FY 17 Year End,FY 18 Year End,FY 19 Year End,Target Budget,,Actual (Over) Under,Adopted,Target,Year End Departmental,Departmental (Over),Projection Under
,Actual,Actual,Actual,Plan,Actual,Target Budget,Budget,Budget,Projection,Adopted Budget,Target Budget
City Representative,,,,,,,,,,,
Full-Time Positions,6,9,8,9,9,0,10,10,10,0,0
Class 100 Total Oblig./Approp.,"505,031","631,584","714,833","473,279","473,279",0,"795,916","830,942","830,942","(35,026)",0
Class 100 Overtime Oblig./Approp.,"4,291","4,165","2,239",0,0,0,0,0,0,0,0
City Treasurer,,,,,,,,,,,
Full-Time Positions,14,15,16,16,16,0,18,18,18,0,0
Class 100 Total Oblig./Approp.,"979,945","1,064,446","1,098,380","871,605","871,605",0,"1,262,499","1,288,866","1,293,623","(31,124)","(4,757)"
Class 100 Overtime Oblig./Approp.,290,0,"3,927","2,250","6,896","(4,646)",0,"3,000","9,000","(9,000)","(6,000)"
Civil Service Commission,,,,,,,,,,,
Full-Time Positions,2,2,2,2,2,0,2,2,2,0,0
Class 100 Total Oblig./Approp.,"161,212","163,743","168,597","114,681","114,681",0,"174,341","174,341","174,742",(401),(401)
Class 100 Overtime Oblig./Approp.,0,0,0,0,0,0,0,0,0,0,0
Commerce,,,,,,,,,,,
Full-Time Positions,28,31,48,50,50,0,55,55,55,0,0
Class 100 Total Oblig./Approp.,"2,393,155","2,114,325","3,028,159","2,581,222","2,581,222",0,"3,469,881","3,506,080","3,506,080","(36,199)",0
Class 100 Overtime Oblig./Approp.,914,"1,176","5,257","3,750","6,423","(2,673)",0,"5,000","10,000","(10,000)","(5,000)"
District Attorney,,,,,,,,,,,
Full-Time Positions,492,455,491,512,551,(39),513,513,551,(38),(38)
Class 100 Total Oblig./Approp.,"32,689,069","32,249,281","34,265,564","26,065,479","26,065,479",0,"35,016,343","37,516,343","37,587,796","(2,571,453)","(71,453)"
Class 100 Overtime Oblig./Approp.,"54,772","52,297","155,103","156,750","185,375","(28,625)","209,000","209,000","209,000",0,0
Finance,,,,,,,,,,,
Full-Time Positions,111,115,116,121,121,0,124,124,124,0,0
Class 100 Total Oblig./Approp.,"6,669,543","6,963,917","7,756,138","6,295,778","6,295,778",0,"9,084,313","9,216,467","9,241,878","(157,565)","(25,411)"
Class 100 Overtime Oblig./Approp.,"18,057","45,510","74,302","26,280","48,566","(22,286)","35,040","35,040","60,000","(24,960)","(24,960)"
