0,1,2,3,4,5,6,7,8
,,,,,,FY 2016 FULL YEAR,,
Department/ Category,FY 13 Year End,FY 14 Year End,FY 15 Year End,Adopted,Target,Year End Departmental,Departmental (Over),Projection Under
,Actual,Actual,Actual,Budget,Budget,Projection,Adopted Budget,Target Budget
Civil Service Commission,,,,,,,,
Full-Time Positions,2,2,2,2,2,2,0,0
Class 100 Total Oblig./Approp.,"140,785","146,586","153,885","147,343","147,343","147,343",0,0
Class 100 Overtime Oblig./Approp.,0,0,15,0,0,0,0,0
Commerce,,,,,,,,
Full-Time Positions,20,27,21,34,34,34,0,0
Class 100 Total Oblig./Approp.,"1,685,843","1,837,393","1,925,310","2,356,211","2,356,211","2,356,211",0,0
Class 100 Overtime Oblig./Approp.,449,"1,850","2,628",0,"3,000","1,717","(1,717)","1,283"
District Attorney,,,,,,,,
Full-Time Positions,419,464,476,482,495,478,4,17
Class 100 Total Oblig./Approp.,"29,302,614","30,244,298","32,780,607","32,490,021","32,490,021","32,490,021",0,0
Class 100 Overtime Oblig./Approp.,"227,760","165,523","211,533","158,000","210,000","156,060","1,940","53,940"
Finance,,,,,,,,
Full-Time Positions,163,170,160,175,165,165,10,0
Class 100 Total Oblig./Approp.,"9,084,799","9,839,565","10,516,461","8,801,920","8,801,920","8,801,920",0,0
Class 100 Overtime Oblig./Approp.,"25,428","38,057","35,786","32,649","32,649","28,879","3,770","3,770"
Fire,,,,,,,,
Full-Time Positions,"2,125","2,053","2,150","2,287","2,416","2,316",(29),100
Class 100 Total Oblig./Approp.,"179,819,281","223,368,941","208,073,020","197,326,907","212,127,496","212,127,496","(14,800,589)",0
Class 100 Overtime Oblig./Approp.,"33,691,349","37,823,121","36,119,936","24,953,030","32,521,911","37,417,698","(12,464,668)","(4,895,787)"
First Judicial District,,,,,,,,
Full-Time Positions,"1,909","1,866","1,842","1,886","1,886","1,839",47,47
Class 100 Total Oblig./Approp.,"91,827,883","90,888,686","98,382,318","97,266,858","97,266,858","97,266,858",0,0
Class 100 Overtime Oblig./Approp.,"113,887","100,029","104,588","92,000","437,000","426,210","(334,210)","10,790"
Common Pleas Court,,,,,,,,
Full-Time Positions,"1,405","1,372","1,365","1,392","1,392","1,339",53,53
Class 100 Total Oblig./Approp.,"66,221,253","67,102,798","72,326,895","70,384,883","70,384,883","70,384,883",0,0
Class 100 Overtime Oblig./Approp.,"106,451","96,957","97,458","80,000","425,000","425,241","(345,241)",(241)
Court Administrator,,,,,,,,
Full-Time Positions,217,208,198,208,208,213,(5),(5)
Class 100 Total Oblig./Approp.,"12,766,093","10,802,579","12,679,327","13,427,975","13,427,975","13,427,975",0,0
Class 100 Overtime Oblig./Approp.,"7,009","1,252","7,130","10,000","10,000",940,"9,060","9,060"
Municipal Court,,,,,,,,
Full-Time Positions,175,173,168,173,173,178,(5),(5)
Class 100 Total Oblig./Approp.,"8,305,442","8,570,933","8,792,463","8,557,472","8,557,472","8,557,472",0,0
Class 100 Overtime Oblig ./Approp.,427,"1,820",0,"2,000","2,000",29,"1,971","1,971"
