0,1,2,3,4,5,6,7,8,9,10,11
,,,,,FY 2020 YEAR TO DATE,,,,FY 2020 FULL YEAR,,
Department/Category,FY 17 Year End,FY 18 Year End,FY 19 Year End,Target Budget,,Actual (Over) Under,Adopted,Target,Year End Departmental,Departmental (Over),Projection Under
,Actual,Actual,Actual,Plan,Actual,Target Budget,Budget,Budget,Projection,Adopted Budget,Target Budget
Public Health,,,,,,,,,,,
Full-Time Positions,687,711,752,753,753,0,839,839,839,0,0
Class 100 Total Oblig./Approp.,"51,023,872","54,999,157","57,173,653","41,077,415","41,077,415",0,"58,328,165","58,328,165","58,569,978","(241,813)","(241,813)"
Class 100 Overtime Oblig./Approp.,"2,266,394","2,300,499","2,346,586","1,403,775","1,897,911","(494,136)","1,871,700","1,871,700","2,471,700","(600,000)","(600,000)"
Public Property,,,,,,,,,,,
Full-Time Positions,146,135,135,120,120,0,149,149,149,0,0
Class 100 Total Oblig./Approp.,"8,654,937","8,797,024","8,875,590","6,266,069","6,266,069",0,"9,395,654","11,946,347","9,425,727","(30,073)","2,520,620"
Class 100 Overtime Oblig./Approp.,"636,933","855,977","839,027","632,361","710,444","(78,083)","843,148","843,148","943,148","(100,000)","(100,000)"
Records,,,,,,,,,,,
Full-Time Positions,57,57,55,53,53,0,59,59,59,0,0
Class 100 Total Oblig./Approp.,"2,822,489","3,004,442","2,983,490","2,050,436","2,050,436",0,"3,226,285","3,258,159","3,268,492","(42,207)","(10,333)"
Class 100 Overtime Oblig./Approp.,"106,687","80,622","63,145","27,381","51,345","(23,964)","36,508","36,508","66,508","(30,000)","(30,000)"
Register of Wills,,,,,,,,,,,
Full-Time Positions,72,71,70,70,68,2,70,70,70,0,0
Class 100 Total Oblig./Approp.,"3,842,824","4,021,761","4,262,942","3,115,600","3,115,600",0,"4,286,409","4,286,409","4,299,820","(13,411)","(13,411)"
Class 100 Overtime Oblig./Approp.,0,0,"1,488",750,399,351,0,"1,000","3,000","(3,000)","(2,000)"
Revenue,,,,,,,,,,,
Full-Time Positions,402,414,405,409,409,0,458,458,458,0,0
Class 100 Total Oblig./Approp.,"20,417,912","21,536,327","22,700,386","16,024,312","16,024,312",0,"23,934,508","23,978,133","24,073,730","(139,222)","(95,597)"
Class 100 Overtime Oblig./Approp.,"597,862","414,990","367,414","358,500","272,535","85,965","478,000","478,000","478,000",0,0
Sheriff,,,,,,,,,,,
Full-Time Positions,348,364,355,378,378,0,428,428,428,0,0
Class 100 Total Oblig./Approp.,"25,144,829","27,179,518","27,638,571","19,696,887","19,696,887",0,"25,443,537","25,443,537","25,641,941","(198,404)","(198,404)"
Class 100 Overtime Oblig./Approp.,"5,748,984","5,934,927","6,163,832","3,618,695","3,948,714","(330,019)","4,824,927","4,824,927","5,324,927","(500,000)","(500,000)"
