0,1,2,3,4,5,6,7,8,9,10,11
,,,,,FY 2020 YEAR TO DATE,,,,FY 2020 FULL YEAR,,
Department/ Category,FY 17 Year End,FY 18 Year End,FY 19 Year End,Target Budget,,Actual (Over) Under,Adopted,Target,Year End Departmental,Departmental (Over),Projection Under
,Actual,Actual,Actual,Plan,Actual,Target Budget,Budget,Budget,Projection,Adopted Budget,Target Budget
Human Relations Commission,,,,,,,,,,,
Full-Time Positions,31,32,32,34,34,0,35,35,35,0,0
Class 100 Total Oblig./Approp.,"1,949,691","2,033,062","2,071,428","1,565,174","1,565,174",0,"2,323,714","2,338,714","2,357,738","(34,024)","(19,024)"
Class 100 Overtime Oblig./Approp.,0,0,0,0,"1,615","(1,615)",0,0,"2,000","(2,000)","(2,000)"
Human Services,,,,,,,,,,,
Full-Time Positions,385,517,396,437,437,0,437,437,437,0,0
Class 100 Total Oblig./Approp. *,"26,260,507","30,712,077","22,738,842","11,514,165","11,514,165",0,"27,646,449","27,710,550","28,313,180","(666,731)","(602,630)"
Class 100 Overtime Oblig./Approp. *,"5,627,058","3,968,761","2,644,765","2,424,334","1,768,187","656,147","3,232,445","3,232,445","3,232,445",0,0
*DHS expenses are transferred from the Grants Fd.,,,,,,,,,,,
Labor,,,,,,,,,,,
Full-Time Positions,16,20,22,21,21,0,30,30,30,0,0
Class 100 Total Oblig./Approp.,"919,175","1,425,750","1,586,766","1,328,239","1,328,239",0,"2,065,091","2,121,104","2,121,104","(56,013)",0
Class 100 Overtime Oblig./Approp.,0,71,274,375,986,(611),0,500,"1,200","(1,200)",(700)
Law,,,,,,,,,,,
Full-Time Positions,119,121,128,115,115,0,133,133,133,0,0
Class 100 Total Oblig./Approp.,"8,085,037","7,978,352","8,802,032","6,411,477","6,411,477",0,"9,427,335","9,699,076","9,702,333","(274,998)","(3,257)"
Class 100 Overtime Oblig./Approp.,0,"1,254",72,75,6,69,0,100,100,(100),0
Licenses & Inspections,,,,,,,,,,,
Full-Time Positions,348,396,372,388,388,0,466,481,481,(15),0
Class 100 Total Oblig./Approp.,"19,578,047","22,292,655","23,626,633","16,995,411","16,995,411",0,"25,967,209","26,547,317","26,654,803","(687,594)","(107,486)"
Class 100 Overtime Oblig./Approp.,"1,563,457","1,306,891","1,432,352","874,039","1,202,217","(328,178)","1,165,385","1,165,385","1,565,385","(400,000)","(400,000)"
L&I-Board of Building Standards,,,,,,,,,,,
Full-Time Positions,1,1,1,1,1,0,1,1,1,0,0
Class 100 Total Oblig./Approp.,"69,683","67,339","83,562","57,088","57,088",0,"80,366","80,366","80,602",(236),(236)
Class 100 Overtime Oblig./Approp,117,0,0,0,0,0,0,0,0,0,0
