0,1,2,3,4,5,6,7,8,9,10,11
,,,,,FY 2021 YEAR TO DATE,,,,FY 2021 FULL YEAR,,
Department/ Category,FY 18 Year End Actual,FY 19 Year End Actual,FY 20 Unaudited Actual,Target Budget Plan,Actual,Actual (Over) Under Target Budget,Adopted Budget,Target Budget,Year End Departmental Projection,Departmental (Over) Adopted Budget,Projection Under Target Budget
First Judicial District,,,,,,,,,,,
Full-Time Positions,"1,867","1,842","1,825","1,844","1,845",(1),"1,878","1,878","1,878",0,0
Class 100 Total Oblig./Approp.,"98,343,914","100,719,400","103,276,427","21,058,962","21,058,962",0,"105,324,122","105,324,122","105,324,122",0,0
Class 100 Overtime Oblig./Approp.,"25,034","24,242","47,641","23,710","1,458","22,252","94,840","94,840","94,840",0,0
Fleet Management,,,,,,,,,,,
Full-Time Positions,281,286,282,281,281,0,312,312,312,0,0
Class 100 Total Oblig./Approp.,"17,532,835","18,501,080","18,563,332","3,373,914","3,373,914",0,"19,073,455","19,073,455","19,073,455",0,0
Class 100 Overtime Oblig./Approp.,"2,249,940","2,406,919","1,679,115","360,726","146,355","214,371","1,442,904","1,442,904","1,442,904",0,0
Free Library,,,,,,,,,,,
Full-Time Positions,649,651,677,664,664,0,756,756,756,0,0
Class 100 Total Oblig./Approp.,"36,929,841","38,004,616","41,221,658","7,809,244","7,809,244",0,"35,549,343","35,549,343","35,549,343",0,0
Class 100 Overtime Oblig./Approp.,"1,576,070","1,667,956","1,646,292","28,635","53,936","(25,301)","114,541","114,541","209,247","(94,706)","(94,706)"
Human Relations Commission,,,,,,,,,,,
Full-Time Positions,32,32,34,33,33,0,37,37,37,0,0
Class 100 Total Oblig./Approp.,"2,033,062","2,071,428","2,286,672","521,634","521,634",0,"2,360,285","2,360,285","2,360,285",0,0
Class 100 Overtime Oblig./Approp.,0,0,23,0,"13,142","(13,142)",0,0,0,0,0
Human Services,,,,,,,,,,,
Full-Time Positions,517,396,437,492,492,0,492,492,492,0,0
Class 100 Total Oblig./Approp. *,"30,712,077","22,738,842","22,404,173","(3,378)","(3,378)",0,"31,673,433","31,673,433","32,098,433","(425,000)","(425,000)"
Class 100 Overtime Oblig./Approp. *,"3,968,761","2,644,765","2,993,692","775,323",0,"775,323","3,101,290","3,101,290","3,101,290",0,0
*DHS expenses are transferred from the Grants Fd.,,,,,,,,,,,
Labor,,,,,,,,,,,
Full-Time Positions,20,22,27,27,27,0,35,35,35,0,0
Class 100 Total Oblig./Approp.,"1,425,750","1,586,766","1,945,732","439,420","439,420",0,"2,395,467","2,395,467","2,395,467",0,0
Class 100 Overtime Oblig./Approp.,71,274,986,"4,518",4,"4,514","18,072","18,072",16,"18,056","18,056"
Law,,,,,,,,,,,
Full-Time Positions,121,128,130,130,130,0,134,134,134,0,0
Class 100 Total Oblig./Approp.,"7,978,352","8,802,032","9,733,493","2,168,358","2,168,358",0,"9,520,003","9,520,003","9,520,003",0,0
Class 100 Overtime Oblig./Approp.,"1,254",72,6,0,0,0,0,0,100,(100),(100)
