0,1,2,3,4,5,6,7,8,9,10,11
,,,,,FY 2022 YEAR TO DATE,,,,FY 2022 FULL YEAR,,
Department/Category,FY 19 Year End Actual,FY 20 Year End Actual,FY 21 Unaudited Actual,Target Budget Plan,Actual,Actual (Over) Under Target Budget,Adopted Budget,Target Budget,Year End Departmental Projection,Departmental (Over) Adopted Budget,Projection Under Target Budget
Auditing,,,,,,,,,,,
Full-Time Positions,124,121,118,114,114,0,135,135,135,0,0
Class 100 Total Oblig./Approp.,"8,650,965","9,466,389","9,311,029","4,848,009","4,848,009",0,"9,330,839","9,330,839","9,785,988","(455,149)","(455,149)"
Class 100 Overtime Oblig./Approp.,"73,243","60,388","39,619","40,000","11,478","28,522","80,000","80,000","50,000","30,000","30,000"
Board of Ethics,,,,,,,,,,,
Full-Time Positions,10,7,9,8,8,0,10,10,10,0,0
Class 100 Total Oblig./Approp.,"875,033","922,164","801,988","402,208","402,208",0,"915,196","915,196","938,750","(23,554)","(23,554)"
Class 100 Overtime Oblig./Approp.,0,0,0,0,0,0,0,0,0,0,0
Board of Revision of Taxes,,,,,,,,,,,
Full-Time Positions,11,14,15,14,14,0,16,16,16,0,0
Class 100 Total Oblig./Approp.,"928,286","1,044,789","1,002,561","464,803","464,803",0,"997,835","997,835","1,019,348","(21,513)","(21,513)"
Class 100 Overtime Oblig./Approp.,190,"1,967",45,"1,500","1,801",(301),0,"3,000","3,000","(3,000)",0
City Commissioners,,,,,,,,,,,
Full-Time Positions,94,98,137,123,123,0,106,106,106,0,0
Class 100 Total Oblig./Approp.,"5,830,533","7,075,077","8,293,480","3,620,181","3,620,181",0,"8,413,534","8,413,534","10,936,150","(2,522,616)","(2,522,616)"
Class 100 Overtime Oblig./Approp.,"1,033,718","1,592,963","1,531,588","526,669","546,751","(20,082)","1,053,337","1,053,337","1,053,337",0,0
City Council,,,,,,,,,,,
Full-Time Positions,197,180,182,180,180,0,188,188,188,0,0
Class 100 Total Oblig./Approp.,"14,104,805","14,433,197","14,051,449","6,910,608","6,910,608",0,"15,627,138","15,627,138","15,814,053","(186,915)","(186,915)"
Class 100 Overtime Oblig./Approp.,"2,882",0,245,0,0,0,0,0,0,0,0
City Representative,,,,,,,,,,,
Full-Time Positions,8,5,0,0,0,0,0,0,0,0,0
Class 100 Total Oblig./Approp.,"714,833","683,372",0,0,0,0,0,0,0,0,0
Class 100 Overtime Oblig./Approp.,"2,239",0,0,0,0,0,0,0,0,0,0
City Treasurer,,,,,,,,,,,
Full-Time Positions,16,16,16,17,17,0,18,18,18,0,0
Class 100 Total Oblig./Approp.,"1,098,380","1,268,936","1,230,203","651,084","651,084",0,"1,395,075","1,395,075","1,447,348","(52,273)","(52,273)"
Class 100 Overtime Oblig./Approp.,"3,927","8,586","56,626","21,034","33,629","(12,595)","10,000","42,068","62,068","(52,068)","(20,000)"
